label,Anatomy,,,IsomapClustering,Random_TreesClustering,SpectralClustering,t-SNEClustering,LouvainClustering
7609,-5.537932520951205,-2.6070064477333093,-14.848509261708804,3,2,1,2,3
7334,-1.9576177971802395,-1.4124421387259845,-4.004737267009939,3,2,1,2,3
5244,-6.126748685356653,-2.8219576315817707,-14.33927876253442,3,2,1,2,6
4393,-1.4580457044543118,-1.24622913011773,-2.7852764682424556,1,2,1,1,5
4302,-34.42321594137323,102.30207193579712,-47.847195472694025,3,2,1,2,3
1746,-7.466776667927391,-3.284789170943289,-17.7331597124773,3,2,2,1,3
706,-8.856475596447275,-3.7705528112955116,-21.297185410043905,3,2,2,1,3
2244,-6.464337097022659,-2.9380645459422374,-15.190554084830124,3,2,2,1,2
4469,-4.991094876961151,-2.433689199362483,-11.492880916225197,3,2,1,1,5
4405,4.125812586229629,2.174265692625851,5.017167920428116,3,2,2,1,6
2320,-12.204342786398213,-4.967593646624793,-30.09489651681164,3,2,2,1,5
2808,-1.5703304142979675,-1.2835432913694698,-3.0590681032215192,3,2,1,1,6
8051,2.366461432492812,0.01139691668544278,6.455968520196117,3,2,2,1,3
2539,-10.342576094752165,-6.586980338041849,-12.964109393448393,3,2,1,2,6
5280,-20.330423149891928,-7.769689584401938,-55.02278642737456,3,2,2,1,5
3563,-19.37479532003932,-7.68275608080372,-50.18799103563033,1,2,2,1,3
4438,-50.106555449242606,-26.517144888218677,-146.31716820206697,3,2,2,1,2
4894,0.31955346468548324,-0.6586837529098948,1.5284159685542873,3,2,1,2,3
1803,63.914229378894355,85.25710952956751,-154.57908810252573,3,2,2,1,4
6043,-9.480396810665292,-4.226386446389228,-24.18600592659457,3,2,2,2,3
1209,-4.232029570360885,-2.1760723525506873,-9.604349055720979,1,2,2,1,3
3601,-2.8729193602082144,-1.7183386567215049,-6.248304188558994,3,2,1,1,6
5864,-5.200614615426579,-2.5050601099719345,-12.01608095826607,3,2,2,2,3
2056,-1.796685129356231,-1.358842385082375,-3.6115238075913756,3,2,1,2,3
228,-5.097247503191925,-2.3245392155599975,-12.508945757825266,3,2,2,2,6
3334,-43.53022729433095,-25.547497327921292,-93.18407424136369,3,2,2,2,2
2909,-14.79426707635471,-5.930354844857927,-37.36254268512127,1,2,2,6,6
1661,1.4686172074537074,-0.28176176764600475,4.298952529545604,1,2,2,7,5
5230,-6.530516352369861,-2.960863788194896,-15.357721957670552,3,2,2,2,3
3114,-7.647632154085616,-3.3476642787555826,-18.19433516628412,2,2,2,2,6
5346,-4.317181829821566,-2.1441210742266374,-10.296578485396342,3,2,2,1,3
1945,-4.205342127317566,-2.1670415169367945,-9.538144185901862,1,2,2,1,6
2373,0.5526256483261245,-0.5820607110311432,2.0913970479535977,3,2,1,1,3
186,-24.496834167408977,-14.058027122243347,-41.09047796604607,3,2,2,16,2
7020,-1.8757828479611909,-1.385179735365072,-3.8047412284328836,3,2,1,1,3
1666,-15.928509154520796,-6.349663923324261,-40.29349797259755,1,2,2,3,5
5009,-2.1558673209030506,-15.849354041476401,-4.139591684926858,3,2,2,1,5
3158,-14.037159392012265,-5.535913816833015,-35.83955687378462,3,2,1,1,4
1294,-12.054476984221607,-4.919401461806555,-29.614846432830095,3,2,1,1,3
7364,-9.350265946621665,-3.9446547723562113,-22.575255756486776,3,2,2,1,3
948,-16.15885709562743,-6.43706842151642,-40.940350631263556,3,2,1,2,6
2814,-11.156865473063448,67.1997071756308,-20.07212624300166,3,2,1,1,2
1718,-1.424735555689307,-1.2351644369332924,-2.704086353302499,3,2,2,1,6
2893,-3.075322405737975,-3.219406411618398,-11.377160931392124,1,2,2,1,2
7417,-3.5735768094979754,-1.953765913009297,-7.974550192363466,3,2,2,2,6
924,-23.11927801623597,-9.19775309736683,-61.51703878463554,3,2,2,1,5
2616,-12.485227903077396,-5.0698859871066375,-30.84801968768769,1,2,2,6,2
1687,-4.081270003853347,-2.125079589921429,-9.230519414509994,3,2,2,2,5
94,-20.732742324382798,-8.554848996448747,-54.85772771594978,1,2,2,1,3
4506,-3.660592187446432,-1.9830839269685334,-8.189500574433309,3,2,2,1,3
4901,-18.292820354388294,-7.258220562272436,-47.03004743513177,3,2,1,1,3
4710,0.3994529596355511,-0.632406487608384,1.7214734215788956,3,2,2,1,2
6465,4.501510229956263,0.7045686208072356,11.565394374154687,3,2,2,1,6
5404,-7.668402532240923,-3.3548915973202034,-18.247348276493486,3,2,1,2,5
5818,-5.074495537086776,-2.4500758085484926,-11.900984927855804,3,2,1,1,3
6434,2.075885130190982,-0.0833595032856073,5.758538458935614,3,2,2,1,3
4223,-10.76114787609997,-4.446682691360776,-26.263225351052775,3,2,2,1,6
6941,-3.543304276311407,-1.931753623752995,-8.14119507474628,1,2,2,1,4
886,-24.00093937455198,-9.61282676184005,-64.2468816010984,3,2,2,1,3
882,-60.31675064347176,-115.50488562866879,420.0220382632252,2,2,2,2,2
7963,-11.185870560876374,-4.599186449461599,-27.384424667994505,3,2,1,1,2
2948,-47.82078963009108,85.07736313067711,-158.62922991028518,3,2,2,2,3
2137,-14.856313131737432,-5.94586416974736,-37.308208007203994,3,2,2,1,5
2003,-24.169262145653008,-9.636086668909227,-64.81364720832272,3,2,1,1,4
5162,2.780225363423087,0.14613680733572154,7.448082852402077,3,2,1,8,5
203,-17.630544434106824,-7.021671134952074,-45.017928495573386,2,2,2,2,6
2166,-43.183863428108225,-206.09053834871713,1203.2725640365068,3,2,2,1,2
2449,-153.8205542065467,12797.636092396939,1738.1522650342736,3,2,1,1,3
713,-8.191327215677964,-3.5372912785990183,-19.585437149049202,2,2,2,2,6
7529,-33.12393251496006,-13.687133615085015,-97.73571279615834,3,2,1,1,6
2042,-15.878786978074075,-6.330827747486753,-40.1541295499684,3,2,2,1,4
5814,-14.975755657604301,-5.990603163308102,-37.63871922996927,3,2,2,2,3
286,-1.892213284205825,-1.3906522371730379,-3.8448879406058722,3,2,1,1,5
3463,-4.264106552172268,-2.186929313929317,-9.683940961458582,3,2,2,1,3
1798,1.798620431146223,-0.17388122597041475,5.092482495603115,1,2,2,1,3
7115,4.658414582707883,0.7553253818472244,11.940098945020944,2,2,2,2,6
5655,-6.968962134020842,-3.815656423582535,-14.212215176310897,3,2,1,1,6
7661,-2.333847853950225,-1.5379601399063132,-4.925436626244112,1,2,2,1,4
3632,-1.471814824934294,-1.2508034902447118,-2.8188416103221567,3,2,2,2,4
7216,0.9343080285440768,-0.45677179093826636,3.0121923202952297,3,2,2,1,3
5130,19.04374305215739,-10.001638377937505,-39.207585439294135,3,2,2,1,3
1921,-6.375610306176408,-2.907517249304727,-14.966580450821054,3,2,2,1,3
1844,-8.102878890616916,-3.023847610252647,-21.079234455726912,3,2,1,1,6
5134,-9.621369806924148,-4.040587943106104,-23.279679349489374,3,2,2,2,3
6841,-11.68255769332036,-4.778366968468079,-28.70234323344088,3,2,1,2,3
4706,-14.288982493176134,-5.734181717002572,-35.74518427362967,3,2,2,1,2
178,-6.828735387491531,-3.063759904395482,-16.112210741130493,3,2,2,1,3
2331,-20.64424586164949,6.746844852351191,-52.57648216205949,3,2,1,2,3
1022,-8.716948506836873,-3.721503485134265,-20.9371907789967,3,2,1,1,2
1234,-41.60883075905743,68.00800010723064,-118.47612847174189,3,2,1,2,2
3086,-8.37111802612321,-3.600202203478136,-20.04703462775544,1,2,2,7,6
6167,-8.291725608141407,-3.572409188321619,-19.843102967785526,3,2,2,1,6
6488,-14.48699849581369,-5.45706378932315,-37.14183866623876,1,2,2,2,3
7702,-9.299648423764017,-3.9267706070016373,-22.443949865841905,2,2,2,2,4
3357,-16.677273661413004,-6.63464249708079,-42.403452056688884,1,2,2,17,4
8290,0.18341518415451957,-0.7034814092755133,1.199319615680402,3,2,2,1,6
2452,-4.732819711489314,-2.3458683381383083,-10.849092419489406,1,2,1,1,6
4750,-4.482950591099133,-2.261069302395472,-10.227451543217501,3,2,2,1,6
3986,-9.694687305302068,-4.066574958488775,-23.470522254714755,3,2,2,1,5
4864,-37.844683899446956,-16.976387088391146,-109.96322358224495,3,2,1,2,2
6890,3.069039372187657,-0.08942210694911677,6.213531312551386,3,2,2,1,6
6431,-12.851215574374244,-5.203628271745665,-31.833063348157683,3,2,2,1,6
6145,-5.479374210716425,-2.6001979916907225,-12.713518450378267,1,2,2,1,6
2747,33.951144960644804,-4.691924875501533,-46.78740560132608,3,2,1,2,4
3208,-11.678806142000857,-4.77701016521816,-28.6923610867177,1,2,2,1,6
1704,-12.068957677581533,-4.186649745163399,-26.9903909147366,3,2,1,1,5
6023,-4.966119589089417,-2.425189308871383,-11.430570777017731,3,2,2,2,6
2942,-1.2869795446647585,-1.1894291279887703,-2.3684752972206606,3,2,2,1,3
2681,-2.867752659732289,-1.7166067727868053,-6.235604029940441,3,2,2,1,3
402,-14.779192151865873,-5.930471060635062,-36.99053420237669,3,2,2,1,3
547,-17.41950857933312,-6.952590520723821,-44.443895526037956,3,2,1,1,6
3954,-11.818977081941897,-4.827740781164965,-29.06561846599413,3,2,1,1,6
340,-22.148345194464596,-10.187189313268439,-51.879143810466594,2,2,2,2,5
4247,-14.932087588738812,-5.974239614665722,-37.517825945197984,1,2,2,1,2
802,-9.558450680946004,-4.018301151302121,-23.116018317253566,3,2,2,1,6
1220,-12.325465637993915,-5.011666874380667,-30.419354252378746,3,2,2,2,6
6074,-3.9404807479361055,-2.077509707657037,-8.881776276236605,3,2,1,1,3
4083,-1.8385051423232601,-1.3727656835305122,-3.71366955955349,3,2,2,1,3
4784,-11.665129140730725,-4.690594150979105,-29.614360055012455,3,2,1,2,6
3924,-1.810505127854249,-1.363443132189022,-3.6452765874533664,3,2,2,1,2
5976,1.827725173062224,-0.1643740829323548,5.1624265399897835,3,2,1,1,6
5443,-10.065215988533899,-30.85029292556841,-28.4391046281931,1,2,2,1,2
3432,-17.145193630657477,-6.814012565640128,-43.732880349725335,1,2,2,1,3
293,-35.045367161510974,-138.45418376011477,565.6302099441068,3,2,2,1,2
585,-4.927824198337441,-2.379747393601867,-12.024072838148099,3,2,2,1,3
7650,-0.6374863168464987,-0.9704096938783888,-1.8358709769124792,3,2,1,1,6
6993,-4.770364024240931,-2.358623723677483,-10.942598474500835,1,2,2,1,6
5085,28.954558987530252,55.57382072387019,-21.745605068636458,2,2,2,2,2
2649,-7.417757561610918,-3.267764675186691,-17.608294607669546,3,2,1,1,3
3353,-16.432245941572162,25.582389803289388,-39.35984066143279,3,2,1,1,3
2163,-26.395937819978073,-10.58658681401599,-71.9934080975403,3,2,2,2,4
4024,3.355738703357471,0.33320493957098907,8.826313822947077,3,2,2,1,5
2854,-47.14060714994882,-21.288304445042677,-155.6793812604981,2,2,2,2,2
4220,-13.287067442433,-5.363586107787803,-33.01176612562275,2,2,2,2,3
236,-3.991339722707094,-2.094688342577798,-9.007716682092326,3,2,1,2,6
4100,-7.60701624931609,-3.333535285372034,-18.090698953823498,2,2,2,2,3
1706,-3.3695985423933883,-1.8851098972944365,-7.4711698833316404,3,2,2,1,6
197,-33.75050990022026,20.334450527846723,-93.9160969820391,3,2,2,1,5
581,-6.985875696114956,-3.11808360325913,-16.510567867397036,3,2,1,2,3
879,-75.86066965877434,46.82282266482772,-372.68681962338917,3,2,2,2,3
5036,-16.08942702619885,-6.410698814811554,-40.745171707456144,3,2,2,1,3
4031,-6.028022657654185,-2.788063691148348,-14.090785602172485,3,2,1,2,3
4150,-18.045381201724528,-7.161922807728323,-46.314667531879316,3,2,1,2,6
4075,-27.449989620390397,-11.04685572139414,-75.48613498962614,3,2,2,2,5
2103,-7.264840247839665,-3.2147027576224176,-17.219130707700778,3,2,2,1,2
1159,-22.045215332001895,-8.75565134681544,-58.20089863463508,1,2,2,2,6
6338,-5.987605813520902,-2.7741959381081553,-13.989115561448516,3,2,1,1,6
6627,3.2377966028320966,0.15228498836925494,7.403859644837439,2,2,2,2,3
3634,-10.286348896035365,-4.2769630858092045,-25.01596555739849,1,2,2,1,3
2076,-5.246370637387801,-2.5206619246702373,-12.130454012476449,3,2,1,1,6
3111,-61.48349892574259,-309.0923712872546,1824.2256919667884,1,2,2,1,2
1451,-0.7164587531708295,-1.0004064292078938,-0.9811097440560175,2,2,2,2,6
75,-14.230850020635962,-5.130909818236097,-36.90378102440281,1,2,2,1,6
6886,-4.049392426667933,-2.114304536602047,-9.151526224238077,1,2,2,9,6
4207,1.953443703068326,-0.12332130614703588,5.4644764710975275,3,2,1,1,5
5249,-12.10084472889338,19.793228002358454,-28.015123065229954,3,2,2,2,3
1747,-19.251961016275576,-28.991352601881136,-262.81306766399865,3,2,1,1,3
4258,-4.85673716838706,-2.3879821542144155,-11.157816397777896,3,2,2,2,6
4592,-2.2994780543436364,-1.5264811769224866,-4.841242408962748,3,2,2,1,3
4063,-11.87333287739078,-4.847433033424756,-29.210521844004866,3,2,2,1,6
7112,-11.730453997176033,-5.4014568474703,-25.0476881936949,3,2,2,1,6
6934,2.9317111005578878,0.19541435204856866,7.811042917281408,3,2,1,1,6
3035,-13.767844333537168,-5.886503231675336,-35.02533090649394,1,2,2,10,3
6818,813.9487339121141,5.243182663552214,22.00794291542661,3,2,2,2,4
4179,-9.771127217272067,-4.093688225775619,-23.66964729601309,3,2,2,1,3
6635,-16.423508636159504,-6.537779737806151,-41.68599025940809,3,2,1,2,3
