label,Anatomy,,,IsomapClustering,Random_TreesClustering,SpectralClustering,t-SNEClustering,LouvainClustering
2020,-4.610280938380538,-2.304261964063632,-10.544087268830038,3,2,2,1,5
6950,3.6876688599770926,0.44092733111800747,9.620414803959964,3,2,2,1,6
3550,-9.11883015560104,-3.862953844066894,-21.97544300209884,2,2,2,2,5
5682,-0.7758624473586038,-1.0200590044885745,-1.1253766927063094,2,2,2,2,5
3921,-7.515739769931749,-3.301801515443043,-17.8579381762236,3,2,1,1,6
3555,2.0988772565276905,-0.02151698518854868,5.12030864189302,3,2,1,1,5
2050,20.180080071872474,10.777399099524459,-54.2010015915857,3,2,2,1,3
5445,-1.1017342849182883,-1.127985946219882,-1.9175557734400441,3,2,2,1,3
5702,-5.011508355342806,-1.9979217030908194,-12.199595983838107,3,2,2,2,3
5416,3.3012617747018935,0.31551381199832573,8.695931754441522,3,2,2,1,3
4845,0.9442078447200712,2.0501309546370123,-1.1412278516994798,3,2,2,1,4
1440,-29.508176753824767,-12.99196133590234,-85.17295858053961,3,2,2,1,4
330,-2.509908565398297,-1.596801620057229,-5.357000110105823,1,2,2,1,5
1502,-3.6659747879483655,-1.9848980743116464,-8.202801201544945,3,2,2,1,3
5775,-7.002533577324044,-3.123846540043343,-16.552828821106434,3,2,2,2,3
2888,-15.912674059186012,37.640346154489414,-38.26638722907332,3,2,2,1,3
1132,-34.72622544530813,49.420479419600646,-85.64220901590123,3,2,1,1,5
2728,-19.492121618257716,-7.729134731778613,-50.533401648520595,3,2,2,1,4
7932,-0.7570958177498782,-1.0138497125215935,-1.0797957167393626,3,2,1,1,3
5022,-2.2260274207279536,-1.5052035024469723,-4.596410038537717,8,2,2,16,2
1372,-17.264903631407318,-6.998604323611659,-44.69192001398594,3,2,1,2,4
640,-9.348065024978112,-3.6271410394863097,-23.233737196163748,1,2,2,16,5
4501,1.8110851826635923,-0.16980943600987453,5.122438389976544,3,2,1,1,3
4574,-1.2355791658317308,-1.172373657305072,-2.243313467889135,1,2,2,1,3
5860,0.10960875602600167,-0.7277812653667339,1.0208210997339686,1,2,2,13,5
5166,-1.5554701271978808,12.160629382908713,-2.044060037673364,2,2,2,2,3
5707,-3.460890119179208,-1.915825162162213,-7.696374639163674,3,2,1,1,4
3599,-14.700267887660734,-1.540563270781227,-39.88755819704107,2,2,2,2,3
3672,-22.697450827626646,6.372518149463682,-67.12434999205351,1,2,2,3,3
5204,-4.534080844996629,-2.2784086185697814,-10.354562472678582,3,2,1,1,2
5578,-11.140053946521029,-4.5827037425171735,-27.26322290315253,3,2,2,1,5
8128,-5.544716260317501,-2.6225288537399933,-12.877223933436355,3,2,2,1,3
3387,-8.038321957778715,-3.2615288773774354,-20.650180255542605,1,2,2,1,3
8237,-3.1736889793854526,-1.8192612169480271,-6.98834890236447,3,2,2,1,2
1626,49.414099884911565,-3.0254784148478704,-28.800946518439687,3,2,2,2,3
5479,0.3555283894102594,37.41007709852104,4.036404374537708,3,2,2,17,3
1560,-9.198391859065321,-3.891020387631192,-22.181484762776616,1,2,2,1,3
4139,-13.61536309430718,-5.484570044320208,-33.903709591010774,1,2,2,12,3
5026,-8.932050037305444,-3.7971468197131353,-21.49238355533366,3,2,2,1,4
7749,-2.8777656275606,-1.719963185651673,-6.260217077704005,1,2,2,13,5
2315,-12.11000933508662,-5.034878926966918,-30.45049883059331,3,2,2,1,4
8210,-1.4568322108004368,-1.2458260029020327,-2.7823184418229974,2,2,2,2,3
5059,-10.586042266206482,-4.3839970542840385,-25.802491576358722,3,2,1,1,3
777,-27.677378458115008,-11.259361876116143,-76.50301088899114,3,2,1,2,4
549,-1.466830056937502,-1.2491474131033797,-2.806689893185164,3,2,1,1,4
6124,-5.4773149047519825,-2.599494405013813,-12.708360537918741,3,2,2,1,5
4132,2.3190628728793867,-0.0040520795585577635,6.342244802208778,1,2,2,1,6
7820,7.9633261675537,-11.728931190953306,-74.05035600518758,1,2,2,1,4
2026,-3.7972771072082514,-2.0291736026697205,-8.52740797814719,3,2,2,2,5
5533,-11.995410517169475,-4.891700407125949,-29.536289644379426,3,2,1,1,3
3293,-7.6611410505743285,-3.352364721130482,-18.228813330320897,3,2,1,2,6
2453,-15.11392249465825,-6.042431276406882,-38.021676049897316,1,2,2,9,4
1692,-2.2376085548272426,-1.5058241378628356,-4.689727125368558,3,2,1,1,3
6258,-3.3532014817124596,-2.3014969955527897,-4.845394996732351,3,2,1,2,3
1882,-3.3768698810821913,-1.8875556408055592,-7.489102291615037,3,2,1,2,3
1906,-19.516050930962376,-7.152491238297222,-51.12751201337784,3,2,1,2,2
4147,-16.25365399530984,-6.410213275425979,-41.71066962047184,3,2,1,2,5
4840,3.9809942792351487,3.039676987430269,-3.7485058706052325,3,2,2,1,3
7942,-4.227171063734139,-4.088662467108172,-0.6269031379380529,3,2,1,1,5
1547,-16.776999074701862,-6.672787345173663,-42.68607683631433,3,2,1,2,2
3195,0.20906575741816558,-0.6950384424383188,1.2613412686733645,2,2,2,2,3
1939,-0.9554137855992925,-1.0795004275859195,-1.561694330339266,1,2,2,1,3
3923,-3.394699340864822,-1.8935531732805198,-7.5330765960195585,3,2,1,1,6
4857,-4.178350321711409,-2.1694276775162495,-9.398610601525297,3,2,2,1,6
922,-1.8181273063202101,-1.523318173034771,-4.593152390616071,1,2,2,1,3
7195,-4.0117734572978065,-2.1015920249252775,-9.058328848543864,3,2,1,1,3
3039,-1.4408575655516938,-0.6806586345310193,-5.609855838413755,3,2,2,2,3
2018,73.63910637677472,20.5001187191104,-61.170398587568414,3,2,2,1,3
6016,-10.76875879494319,-5.70995425282484,-20.023127606542968,3,2,1,1,5
4513,-4.173329543945554,-2.156211025761799,-9.45874581342684,1,2,2,1,3
6141,-12.771656985252797,-5.12889164425488,-35.289121328647035,3,2,1,1,3
3138,-12.738307294117893,-5.162312769910474,-31.528719024847142,3,2,2,2,3
694,-8.983006239348567,-12.086046560474637,35.49058606796888,3,2,2,2,3
3398,-11.278631601394709,-4.632581091783505,-27.63000103427611,3,2,1,2,3
259,-1.8429552971167367,-1.3742475029373846,-3.7245405347081637,3,2,2,2,3
4039,-9.848769281661156,-4.121248379096919,-23.87206623768837,3,2,2,1,3
1976,-6.505372542539055,-3.939958582182057,-11.512026084764878,1,2,2,12,5
3112,-9.688549424626801,-4.064398715332079,-23.454540004673404,1,2,1,1,3
7666,-8.744078326515352,-3.6251812221293034,-24.59606108665485,3,2,2,1,3
4761,4.0494446105808475,0.40902503677572394,9.506239536513075,3,2,2,1,3
2227,-14.727039459410365,-6.057422138215351,-36.65505676145295,3,2,1,1,4
3688,-7.410223615373863,-3.2651487580331056,-17.589108543336376,3,2,1,1,4
5720,-19.34048674661723,-7.479039487589452,-51.470170969909915,3,2,1,1,3
4320,-4.61702560387966,-2.3065510232143986,-10.560867786861074,3,2,1,1,2
5310,-2.4971161184310953,-1.5925239712299986,-5.325627384780989,1,2,2,1,5
5845,-18.0031949795519,-9.305051861782859,-32.12371977920303,3,2,1,1,3
732,-3.958043818609518,-2.0834412720056306,-8.925262008214352,3,2,1,1,3
241,-17.852192143280018,-7.086939125993044,-45.75786037470333,3,2,2,2,5
3984,-17.668354057337677,-7.015747575748017,-45.22939996585487,3,2,1,1,4
5450,-0.6430143404550299,-0.9761178232578329,-0.8028024016865727,3,2,2,1,3
4781,-13.148218339687498,25.57966941397879,-31.539975990573815,3,2,2,1,3
3540,-2.0044157711978494,-1.4280386313737556,-4.119149104457911,2,2,2,2,2
6935,4.319218099470894,0.6455712109894995,11.129959230970284,3,2,2,1,4
5636,-2.4846658171293408,-1.5883610747738923,-5.295096116459462,3,2,2,1,3
6169,-0.7280061086951711,-1.0042261355167994,-1.0091501465110637,3,2,1,1,5
482,-5.623940403507352,-2.6496195253392023,-13.075824602085056,3,2,1,2,3
4752,-21.7827176538833,-8.648547470236174,-57.39882312433919,3,2,1,2,4
7229,-21.613711720787865,-11.604303460120077,-48.80743752178963,3,2,2,2,3
2940,-13.419755085152014,-5.4226635720312455,-33.267800565347024,3,2,1,1,3
7543,-1.6701927079152934,-1.316750603263183,-3.302712044340766,3,2,2,1,6
1982,-12.63620852809158,-5.124995504702143,-31.253862526594475,3,2,1,1,3
1533,-36.983907916544275,-164.15050142373028,948.9461184533272,3,2,1,1,2
4210,-1.694885977547226,-1.3249650011170835,-3.36297959261521,3,2,2,1,2
5259,-0.4183228565199587,-0.9018722650133033,-0.2576956884854924,3,2,1,1,6
7496,-10.303884071146287,-4.283216964573193,-25.061915870527628,3,2,1,1,3
8222,-1.9196149685449901,-1.399780188740604,-3.9118506181579993,3,2,2,1,3
4067,-17.054696071423912,-6.7792438798751755,-43.47510109527779,3,2,2,1,2
5498,19.76144448052828,8.239582163819998,-57.23239809138455,3,2,1,1,4
2274,-5.007527440083524,-2.4265762365157366,-11.647132733888126,3,2,2,2,3
3642,-3.9925079879084566,-2.095083021734722,-9.010610151743936,3,2,1,1,3
5117,-1.0243070470773246,-1.1023241432351185,-1.7292139349409175,3,2,2,2,6
554,-15.404341222746211,-6.151637285976716,-38.828862199388425,3,2,1,1,5
5633,-6.431799099257009,-2.9268595833347595,-15.108398428732968,3,2,2,1,4
5486,-15.822919540661001,-6.356506191881574,-39.833264607251465,3,2,1,1,3
3753,-5.1908457955509055,-2.5017298745545777,-11.991667856623547,3,2,2,1,3
8249,2.9518282752569185,0.20195629528883938,7.859233410134702,3,2,1,1,3
942,-7.10974808195444,-3.16095803789965,-16.824981744132725,3,2,2,1,3
2218,3.52944401212452,0.38959298575889756,9.241949161075516,1,2,2,1,3
3581,-15.611810073827348,-5.872667697593161,-41.0866776621618,3,2,2,1,5
2181,-5.805227455185562,9.963103389369666,-12.597216590787525,3,2,1,1,5
3396,-9.46140323093486,-3.9839519475367657,-22.863792743218188,3,2,1,1,4
1512,-7.985724507285685,-3.465473764023314,-19.05854177090109,3,2,2,1,2
310,-12.367038799175521,-5.026807141671372,-30.530823976958832,3,2,1,1,4
6930,-1.6879346871358492,-1.3226524776939739,-3.3460131049387942,3,2,2,2,3
4607,-46.06610273284317,70.2034207016394,-121.71032831816669,4,2,2,1,3
921,-7.21592872174917,-3.1853205721050575,-17.012636983991303,2,2,2,2,3
7463,-14.009000125623766,-5.630207855721407,-34.977925233068305,3,2,2,1,3
3037,-7.616796397788521,-3.33693702802265,-18.115650581570645,3,2,2,1,5
4404,0.0028398391758491966,-0.7629501197637809,0.7625010893498646,3,2,1,1,3
6247,-11.861900826874393,-4.910718668649265,-32.285256646394934,3,2,1,2,3
5142,4.351490294466709,0.6560180895666838,11.2070551293329,2,2,2,2,4
7283,3.6382678326412665,0.4249025661481223,9.502262851907131,7,2,1,1,4
2468,0.7654506474073847,-0.5121713451886044,2.605001571145587,3,2,2,2,4
1048,-3.882594444922719,-2.057965120856944,-8.738489332352266,3,2,1,2,3
180,-1.4700967200321036,-1.250232682899821,-2.8146532286316317,3,2,2,1,3
3867,-24.492178214490593,-9.497173095074183,-70.87505024433838,3,2,2,2,3
4233,-15.7847337761877,-6.485955681048072,-40.22529858112363,1,2,2,1,3
7796,-11.85090375567229,-4.8393059686517566,-29.15071866648828,1,2,2,1,3
6499,-18.345735524557032,-7.5477191276576,-47.74578226428367,3,2,2,1,3
2053,-0.5190278435102825,-0.9351371503121122,-0.5019351520718306,3,2,2,1,5
5681,-9.692400857852558,-4.065764262081517,-23.464568521400945,3,2,2,1,3
5953,0.9127562109347386,-0.4638401227614844,2.9602360868345734,3,2,2,1,3
478,3.969628591727681,0.5323412291264227,10.294564984225145,3,2,2,1,3
139,-8.015560927914345,-3.4758874557319035,-19.134939361973785,3,2,2,1,5
6132,-14.184913905613087,-5.695497212299389,-35.45968289058985,3,2,2,1,3
2538,2.1190543798300454,-0.06927498815869589,5.862189739442054,3,2,1,1,6
4880,-3.441012099510891,-1.9091354908559053,-7.647326292434642,3,2,1,2,5
1246,-1.192425820186647,-1.1580586731216622,-2.138259832408381,2,2,2,2,3
2946,-8.285324935057584,-3.570169370138451,-19.826668648484386,2,2,2,2,3
672,-6.8632366672645295,-3.075680828541431,-16.199625502986006,3,2,1,1,5
7344,-9.914477263035554,-4.144588542945729,-24.04350044639958,3,2,1,2,3
4955,-7.874875091049245,-2.9504568715785933,-17.082958843691983,3,2,1,1,5
1460,28.56085252589768,31.002614081610552,-57.235715358187946,3,2,2,2,3
8120,1.0631152557534471,-0.4145420281397907,3.322626514196999,1,2,2,1,3
3020,-12.311101950308748,17.527003216050343,-28.72789806996301,1,2,2,17,3
2672,-4.867409459511184,-2.3916110331196405,-11.18441861304807,3,2,2,1,4
1340,-14.084808291165315,-5.610615720540154,-38.7847600504468,3,2,1,1,3
5938,-11.712732409432274,-8.19530792921262,-14.537514175919256,3,2,2,1,2
2944,-3.2639060808960796,-1.8495737320932744,-7.210611853611846,3,2,2,2,6
7234,0.3741610204412142,-0.6407233261802203,1.6603687297275653,2,2,2,2,5
1486,-14.548377014299119,-5.951012293111691,-36.71198593276578,3,2,2,1,3
3666,-4.436018383079654,-2.245159456382562,-10.110819370424874,3,2,1,1,4
5381,3.0389375923012745,0.23027801173032447,8.067875750613204,3,2,1,2,3
381,-17.64807491485032,44.143343331243564,-39.79125999926391,3,2,1,1,3
362,-6.863718635321372,-3.0758473835106326,-16.200846837953332,3,2,1,1,5
7269,-0.6725369053871768,-0.9858799503611853,-0.8744691195147871,3,2,1,1,3
3061,3.523724279502214,0.3877367770831731,9.228265603572009,3,2,2,1,3
6494,-5.064367546008098,-2.4586356775538123,-11.675756176324747,3,2,1,1,3
608,-8.873782523394183,-3.776641319481384,-21.34187381410599,3,2,2,1,5
1083,-4.86382241247691,-2.3903913033064432,-11.175477142421594,3,2,2,1,5
1364,-4.225242280719075,-2.173775415463587,-9.587510275831255,3,2,1,1,5
793,-3.664885021766748,-1.9845307748090755,-8.200108304710929,3,2,2,1,3
108,-0.21915646818660248,-0.8361373594506161,0.22499910428108147,3,2,2,1,4
915,-7.49218801720727,-3.2936174919699677,-17.797911458951162,3,2,1,2,5
2392,1.215958499100458,-0.36446502370806966,3.6907950837958436,3,2,2,1,3
4967,-11.20588716181679,31.43482417541431,-9.169937026840357,3,2,2,1,3
6604,-0.12339560757853264,-0.804556553503448,0.45692384640054257,3,2,2,1,4
3042,-8.141471281459902,-3.4988467126053835,-19.639955113993732,3,2,1,1,3
2421,-11.712776949038318,-6.734863488035686,-19.424789476961077,3,2,2,1,5
2802,-10.63234542908266,-4.40056237214789,-25.924238142867157,2,2,2,2,2
6926,-6.206866027362046,-2.8494831321836123,-14.541085237913503,3,2,1,1,3
5590,30.459655204669314,-5.656824349345792,-14.23369662123061,3,2,2,1,3
6035,-0.840448227862444,-1.0414334677042287,-1.2822773973249018,3,2,2,2,2
225,-16.747301184138315,-6.661423236892931,-42.60187217137913,3,2,1,2,4
418,-13.254821939519347,-5.351726214465416,-32.92435043982983,3,2,1,1,3
2807,-9.059593623813434,-3.8420709413382528,-21.8221447561957,3,2,2,1,6
7646,-15.095296681253494,74.6146645948671,-33.10091049931121,1,2,2,1,3
765,-22.719585032259875,-9.39001876413392,-60.04795301688824,3,2,1,2,5
6034,-6.3966217197308195,-2.9147491244071384,-15.019604331754932,3,2,1,1,4
1376,-3.475206962507386,-1.9701367177524072,-8.056358287285763,3,2,2,1,3
384,-3.3011543372698133,-1.8620944625342803,-7.302417074607383,3,2,2,1,3
934,-5.491606271161443,-2.6043774588789157,-12.74415766040036,3,2,1,16,5
2800,-4.751234529346475,-2.352124173757819,-10.894952158667728,1,2,2,1,5
305,-17.130902196534507,-5.936987880388669,-44.57883840515082,3,2,1,1,3
320,-28.75365565314378,-11.625687946859797,-79.89397656051199,3,2,2,1,4
3246,0.01750312761668327,-9.282345326209855,-74.84745275869378,3,2,2,1,5
8119,-0.9034912136065893,-1.0623049228161,-1.4354794040937047,1,2,2,1,6
1775,4.833369092792917,1.6950809653841534,12.415177503396384,3,2,2,2,3
5512,-5.988610034311857,-2.774540449194214,-13.99164130126173,3,2,1,1,3
135,3.2439442638575184,0.29689661572103,8.558734301936218,3,2,1,1,3
4019,2.2593119309442162,-0.023531367922121762,6.198861764475473,3,2,1,2,5
6825,-4.859416442626155,-2.3888931549347463,-11.16449466914249,1,2,2,2,4
517,0.18451198933708143,-0.7031203695758158,1.201971770729088,1,2,2,1,5
4824,-4.624823496307632,-2.3091976799301914,-10.580269756222005,1,2,2,3,3
1690,-2.4663328196038816,-1.5822318482715072,-5.250143237928135,3,2,2,1,3
2430,-10.875871965614026,-4.4878120324960395,-26.565562055961237,1,2,2,1,3
8193,-1.7882246677903437,-1.3560260485917275,-3.5908620085509355,3,2,2,1,6
5757,-13.276209817598913,12.36411839476849,-31.654883638583243,3,2,1,1,3
3187,-11.985021829771286,-4.974843201763939,-29.773916131429015,3,2,2,1,5
289,-20.974415066942573,-8.39523945455001,-55.58018402782534,3,2,1,1,2
1290,-8.957311764044572,-3.8060403907882843,-21.55766381698709,3,2,2,1,2
6787,0.7908769218087027,-0.503826490659723,2.6663328849317716,3,2,2,1,3
1055,-27.395169759070942,-17.965659040606035,-33.93539180347323,3,2,1,1,5
4328,-0.24815560053729538,-0.8457041271066849,0.15474546022453498,3,2,2,1,3
4630,-3.058257641614021,-1.780504138514571,-6.70415900491517,3,2,2,1,5
5465,2.0242985924149925,-0.1001935656527769,5.634658987138177,3,2,2,1,3
6928,-13.954675346628445,-5.610071211243906,-34.82936443177725,3,2,2,2,2
5659,-1.7116799695751228,-1.3305523557262475,-3.4039725636067835,3,2,1,1,3
7681,1.093684718428569,-0.4045235112572077,3.3962788714011123,3,2,2,1,3
956,-8.516140530271064,-3.6510224666991467,-20.41995210107092,3,2,2,1,6
6398,-6.256239756672033,-2.8434632917383955,-17.49672634599683,3,2,1,2,6
4908,-12.65529038100527,-5.131966871938611,-31.305206882746617,3,2,1,1,4
5671,-17.800433589585865,-7.066879553078711,-45.60893821321271,2,2,2,2,3
3548,-17.68896559531097,-6.707256744152857,-47.61858300972111,3,2,1,1,3
8116,-5.14831039346545,-2.9921196925500166,-11.47953475449211,3,2,2,1,2
72,1.7382125888025055,-0.3094161728544238,4.241882152858589,3,2,2,1,3
5205,-13.760742091015903,-6.9237788530828475,-26.48570093628413,3,2,2,1,4
7494,-2.1482557187702747,-1.4760053514616054,-4.471005144778094,3,2,2,2,3
960,-8.527064918172343,-3.6227463730338076,-23.78603288528146,3,2,2,1,3
6987,-22.090933368082876,60.442738985364734,-54.059942244247445,3,2,1,2,3
7899,-0.6288435281735462,-0.9714325806412379,-0.7684061141493094,1,2,2,6,6
1777,-9.152805805767683,-3.8749366730986314,-22.063409857315957,3,2,2,1,3
4236,-8.638124142639773,-3.332698275024735,-22.80380346322059,9,2,2,1,3
7938,580.5904222969784,-11.192804084871973,117.24947519370134,3,2,1,2,3
8213,-5.541721413611386,-2.6215051017490163,-12.869718879523706,3,2,1,1,3
342,-14.510044880701486,-5.800241251779446,-36.41029287535669,3,2,1,1,3
209,-13.108687274566384,-5.298029706851936,-32.52861440475799,3,2,2,1,4
5813,13.802306640347917,-4.858091211197925,-45.24994259438753,3,2,2,1,3
461,-12.304739388137396,-4.974002258084833,-30.858669311781075,3,2,1,1,3
5367,-10.6960879715454,-4.408323807754898,-26.148803384512185,1,2,2,1,3
1355,-9.375222716290375,-3.9534756523290278,-22.64002053398581,1,2,1,1,4
6807,-7.051644544483487,-3.1408416910260657,-16.677459580980685,1,2,2,11,4
3155,-10.217340573527244,-4.25236189712837,-24.83521511094401,3,2,2,1,3
6213,-11.483200899340483,-4.367448787182153,-29.027431916530606,3,2,1,1,5
6101,-3.670928067103671,-1.9865675846760857,-8.215041393594982,3,2,1,2,5
1417,-11.604841068708867,-4.750270332208223,-28.495641240430004,3,2,1,1,4
1526,-3.0124319525846066,-1.7651262071719538,-6.591396220096758,3,2,2,1,3
3901,-12.520554630214313,-5.08277270960425,-30.942914906828666,3,2,2,2,4
2479,1.858135363501434,0.05106030394172571,3.8821399599732143,1,2,2,1,3
4707,-2.3748851065044216,1.5165105319674437,-26.93817215847987,3,2,1,2,3
6328,2.7767257598372184,8.869063406254089,-4.747545306942757,3,2,1,1,3
1012,-7.003373862674613,-2.85638860328385,-18.242633157834483,3,2,2,1,3
1766,-6.530362748065657,28.813862393494023,-13.043550679533043,3,2,1,1,3
8019,-4.799989133087294,-2.3686911903479717,-11.016400113439865,3,2,1,1,3
4270,0.1333650271749933,-1.2368503767652907,-2.9924384795499424,3,2,2,2,3
1513,-1.5157263478505105,-1.2653942534548668,-2.92590211662306,3,2,2,1,3
1211,-0.5018066297965277,-0.9294473300872306,-0.46016023491855973,3,2,2,1,5
2086,-21.594447454638296,-8.712413794146283,-57.51841588055889,1,2,2,1,4
6565,-9.423792109139132,-3.7013585574798302,-24.462566943091723,2,2,2,2,3
2385,-12.436602404791051,-5.052155925556335,-30.717465464665235,3,2,1,1,3
8312,-18.202060670294042,50.5543692478647,-41.49929488225535,3,2,1,16,5
6193,-29.357690872135553,-11.941471010012195,-81.92257851780566,3,2,1,1,5
313,-12.614387849217122,17.480219278613188,-18.47660297572909,3,2,1,1,3
2397,-9.322104759284217,-3.934703811973028,-22.502195042191588,3,2,2,1,2
489,-6.091612744687079,-2.8098918649776583,-14.250818163204597,1,2,1,1,4
1396,-8.796068215333685,-2.9380686459911813,-25.145647754968355,3,2,1,2,5
2561,-14.560700861642344,-5.835397162110112,-36.49237948220606,2,2,2,2,5
6629,-6.411018937264308,-2.9197052024108654,-15.055942292069282,3,2,2,1,3
4467,-5.683292832898712,-2.6699262913152526,-13.224693882899292,2,2,2,2,5
334,-7.503640512012635,-3.297596920253025,-17.827098987807812,3,2,1,1,3
4821,-13.05381896396645,-5.277890452089708,-32.38020953114746,3,2,2,2,4
6739,-10.881984133885735,-4.303114840450789,-28.53936824637728,3,2,1,2,3
5830,0.5779378968928266,-0.573744617669708,2.1525055348523168,3,2,2,1,3
7429,-4.8807454771871575,-2.3961460699808903,-11.217663595777362,3,2,2,2,3
3000,-5.115686692665867,-2.476116253629176,-11.803901298718332,3,2,2,1,4
7024,-21.551059891547215,-10.127930093657689,-45.094947486710815,1,2,2,1,2
8143,-3.202126446380066,-1.8288140421142487,-7.0583944582224305,2,2,2,2,5
2008,-6.324997208300368,-2.890102009450316,-14.83889352023162,3,2,1,2,3
7120,-0.560158250648337,-0.948728663908012,-0.6017226315639683,3,2,2,2,3
1358,-6.417522995152959,-2.921944344858109,-15.072359723819051,3,2,1,1,5
7868,-1.5615993662518657,-1.2806409047193203,-3.037772515718271,3,2,1,1,3
4689,-16.36789145877934,-6.587968603781476,-41.63186568917376,2,2,2,2,3
87,-5.647852965508439,-2.65779978074104,-13.135794081662937,3,2,2,1,3
1769,-0.8694726029060055,-1.0510415494807575,-1.3528040327966862,3,2,2,2,3
985,-5.231062618533545,-2.5154416008992864,-12.092185077670328,3,2,1,2,3
2757,-2.587479078249077,-1.6227479835971979,-5.547290186464495,3,2,2,1,3
4984,3.3364688150215,0.1248741182370341,7.334845868606467,1,2,2,1,3
7375,1.2039547982811118,-0.36839658957605975,3.6618880806384024,3,2,2,1,3
1120,-1.1861034946339184,-1.15596171319478,-2.122870609453076,1,2,2,7,4
5716,-8.19079304074211,-3.2483055766307833,-19.739003397761334,3,2,1,1,3
902,-5.927305338661669,-2.639626109496245,-14.667457106362745,3,2,2,1,3
6980,-27.55293691015613,-11.90416833187312,-71.85770784907392,3,2,2,16,3
935,-16.12599952514116,-5.650879974596751,-46.68952540587634,3,2,2,1,3
7810,-4.5109974155702135,-2.2705797338437277,-10.297170595047632,3,2,1,1,3
451,-1.728660786624812,-1.336202452049074,-3.4454254965621356,2,2,2,2,3
2690,-1.719103422201185,-1.3330223188789876,-3.4220939301377684,1,2,2,1,5
2709,-10.448937225911846,-4.188082607206258,-26.651121409007672,3,2,1,1,3
7808,-0.4471943505718602,-0.9114072196561787,-0.32770558886335677,3,2,1,2,4
6219,-12.168963248046483,-4.954730594216621,-30.00020980355378,3,2,2,1,4
7764,-8.407046613839672,-3.6127863862367318,-20.13937415610449,3,2,1,1,3
8239,-14.597210902327248,-5.849020679928286,-36.59297368907093,3,2,2,1,5
4213,-3.1365339928690137,-1.8067827724230974,-6.896850568977697,3,2,2,2,3
762,-12.297799983743147,-4.465013905249745,-33.94723550366532,3,2,1,2,3
3911,-17.759086751209114,-6.781957171874513,-47.361776367973114,3,2,2,1,3
3977,-3.4090260375094292,-1.898372973858334,-7.5684155540249085,3,2,1,1,3
3596,-5.1137904687233275,-2.4754702290003565,-11.799165472775268,3,2,1,2,3
4899,-0.8170224919819415,-1.0336798880270284,-1.2253624809271728,3,2,2,1,4
2146,-3.9590127089042735,-2.083768516586111,-8.927661113918559,3,2,2,1,3
7093,-4.022266253350566,-2.105137487918767,-9.084321232321376,3,2,2,1,4
2577,0.23427256565642263,-0.6867426268323469,1.3222832097509323,1,2,2,1,3
1494,2.769026125819052,0.14249264817847962,7.4212439381264375,3,2,1,1,5
1306,-1.767638378582615,-1.3491738546681078,-3.5405911401568333,1,2,1,1,5
6385,-9.021406089209007,-3.8286146847042497,-21.723367551015503,1,2,1,1,3
2197,-13.387050633485602,-5.400386290138737,-33.28303207816928,3,2,2,1,3
3257,-13.659778466767166,-6.974275659912936,-28.312439120951296,1,2,2,1,3
5704,-13.787235278134746,-5.232199424735159,-36.81323324226803,3,2,1,1,3
7875,0.2618734795271172,-2.555028749971162,-17.62183363817009,2,2,2,2,3
3627,-4.52518931842529,-2.2904759162037607,-10.298423803983637,3,2,1,1,3
5121,-8.008008877979599,-3.473251329042563,-19.11559993521236,3,2,2,2,4
6343,1.778012011702792,-0.18061373946451872,5.042952687990574,1,2,2,1,3
4156,-6.970558170945263,-3.1127850994995376,-16.471712914103612,3,2,2,1,6
552,-5.553588654413054,-2.6255619169624205,-12.899459120157752,3,2,2,1,5
7187,-2.50974838321035,-1.5967480547464372,-5.356607257452722,3,2,2,1,2
2813,2.597726002570135,0.08673344173470969,7.01062640330854,3,2,2,1,3
4601,-3.348657674479191,-1.9046684013878081,-7.366929147118195,1,2,2,1,5
3764,-9.77115386029496,-3.526723059246749,-26.5609593036209,3,2,1,1,3
3527,-15.103257725091074,-6.038427888934731,-37.992092239793394,1,2,2,1,6
4978,-13.166878704580057,-5.319401723824761,-32.68611456127498,3,2,2,1,3
4303,-9.156051747843849,-3.3622118774492753,-25.58265352839814,1,2,1,1,3
4104,-33.4818701339046,23.2033203188291,-97.06641885817079,3,2,2,1,3
8129,-1.5922600657271773,-1.2908338530381922,-3.11256046831289,3,2,2,1,3
46,-10.337035579412078,-4.295043321919584,-25.14881177239325,3,2,1,1,3
913,-11.482334849608739,-4.586207004896216,-28.789203678252917,3,2,2,1,6
3646,-8.846734655657347,-3.7671264183784956,-21.2720365990149,3,2,1,2,3
4590,4.20105721450923,0.6073128038724916,10.847649334499307,2,2,2,2,6
7225,3.1890859951966455,0.2393895842934979,8.365037744848696,3,2,1,1,3
863,-47.02038680314537,-40.57005374677351,-7.376563954971583,3,2,2,1,5
292,-15.238226317010252,-6.08912886261507,-38.366792621998954,3,2,1,1,3
687,-18.37670500095695,-6.927281023095172,-48.67230123455397,3,2,1,1,5
2685,-3.165326592762585,-1.8164524456332234,-6.967753638741815,2,2,2,2,3
5797,-4.5974134865830445,-2.2998952263896224,-10.512075795753049,3,2,1,2,3
4977,2.8066543507169417,0.15473602181456367,7.511416732564547,3,2,1,1,3
3491,-8.26194183599812,-2.7709389704845044,-23.592958984724124,3,2,1,1,2
4398,-11.435205784150495,-4.689020582735061,-28.045095060199237,3,2,1,1,5
4945,-4.744830542436166,-2.349948528309897,-10.879003127632208,3,2,2,1,5
