label;uniprotAccs;region_name;Score_Max;hemisphere
1482;P28070;PSMB4_B;117;right
1483;P28074;PSMB5_C;117;right
1484;P49721;PSMB2_D;117;right
1485;P20618;PSMB1_E;117;right
1486;O14818;PSMA1_F;117;right
1487;P28072;PSMB6_G;117;right
1488;Q99436;PSMB7_H;117;right
1489;P25789;PSMA4_I;117;right
1490;P25788;PSMA3_J;117;right
1491;P60900;PSMA6_K;117;right
1492;P28066;PSMA5_L;117;right
1493;P25787;PSMA2_M;117;right
1494;Q8TAA3;PSMA8_A;118;right
1495;P28070;PSMB4_B;118;right
1496;P28074;PSMB5_C;118;right
1497;P49721;PSMB2_D;118;right
1498;P20618;PSMB1_E;118;right
1499;O14818;PSMA1_F;118;right
1500;P28072;PSMB6_G;118;right
1501;Q99436;PSMB7_H;118;right
1502;P25789;PSMA4_I;118;right
1503;P25788;PSMA3_J;118;right
1504;P60900;PSMA6_K;118;right
1505;P28066;PSMA5_L;118;right
1506;P25787;PSMA2_M;118;right
1507;Q8TAA3;PSMA8_A;119;right
1508;P28070;PSMB4_B;119;right
1509;P28074;PSMB5_C;119;right
1510;P49721;PSMB2_D;119;right
1511;P20618;PSMB1_E;119;right
1512;O14818;PSMA1_F;119;right
1513;P28072;PSMB6_G;119;right
1514;Q99436;PSMB7_H;119;right
1515;P25789;PSMA4_I;119;right
1516;P25788;PSMA3_J;119;right
1517;P60900;PSMA6_K;119;right
1518;P28066;PSMA5_L;119;right
1519;P25787;PSMA2_M;119;right
1520;Q8TAA3;PSMA8_A;120;right
1521;P28070;PSMB4_B;120;right
1522;P28074;PSMB5_C;120;right
1523;P49721;PSMB2_D;120;right
1524;P20618;PSMB1_E;120;right
1525;O14818;PSMA1_F;120;right
1526;P28072;PSMB6_G;120;right
1527;Q99436;PSMB7_H;120;right
1528;P25789;PSMA4_I;120;right
1529;P25788;PSMA3_J;120;right
1530;P60900;PSMA6_K;120;right
1531;P28066;PSMA5_L;120;right
1532;P25787;PSMA2_M;120;right
1533;Q8TAA3;PSMA8_A;121;right
1534;P28070;PSMB4_B;121;right
1535;P28074;PSMB5_C;121;right
1536;P49721;PSMB2_D;121;right
1537;P20618;PSMB1_E;121;right
1538;O14818;PSMA1_F;121;right
1539;P28072;PSMB6_G;121;right
1540;Q99436;PSMB7_H;121;right
1541;P25789;PSMA4_I;121;right
1542;P25788;PSMA3_J;121;right
1543;P60900;PSMA6_K;121;right
1544;P28066;PSMA5_L;121;right
1545;P25787;PSMA2_M;121;right
1546;Q8TAA3;PSMA8_A;122;right
1547;P28070;PSMB4_B;122;right
1548;P28074;PSMB5_C;122;right
1549;P49721;PSMB2_D;122;right
1550;P20618;PSMB1_E;122;right
1551;O14818;PSMA1_F;122;right
1552;P28072;PSMB6_G;122;right
1553;Q99436;PSMB7_H;122;right
1554;P25789;PSMA4_I;122;right
1555;P25788;PSMA3_J;122;right
1556;P60900;PSMA6_K;122;right
1557;P28066;PSMA5_L;122;right
1558;P25787;PSMA2_M;122;right
1559;Q8TAA3;PSMA8_A;123;right
1560;P28070;PSMB4_B;123;right
1561;P28074;PSMB5_C;123;right
1562;P49721;PSMB2_D;123;right
1563;P20618;PSMB1_E;123;right
1564;O14818;PSMA1_F;123;right
1565;P28072;PSMB6_G;123;right
1566;Q99436;PSMB7_H;123;right
1567;P25789;PSMA4_I;123;right
1568;P25788;PSMA3_J;123;right
1569;P60900;PSMA6_K;123;right
1570;P28066;PSMA5_L;123;right
1571;P25787;PSMA2_M;123;right
1572;Q8TAA3;PSMA8_A;124;right
1573;P28070;PSMB4_B;124;right
1574;P28074;PSMB5_C;124;right
1575;P49721;PSMB2_D;124;right
1576;P20618;PSMB1_E;124;right
1577;O14818;PSMA1_F;124;right
1578;P28072;PSMB6_G;124;right
1579;Q99436;PSMB7_H;124;right
1580;P25789;PSMA4_I;124;right
1581;P25788;PSMA3_J;124;right
1582;P60900;PSMA6_K;124;right
1583;P28066;PSMA5_L;124;right
1584;P25787;PSMA2_M;124;right
1585;Q8TAA3;PSMA8_A;125;right
1586;P28070;PSMB4_B;125;right
1587;P28074;PSMB5_C;125;right
1588;P49721;PSMB2_D;125;right
1589;P20618;PSMB1_E;125;right
1590;O14818;PSMA1_F;125;right
1591;P28072;PSMB6_G;125;right
1592;Q99436;PSMB7_H;125;right
1593;P25789;PSMA4_I;125;right
1594;P25788;PSMA3_J;125;right
1595;P60900;PSMA6_K;125;right
1596;P28066;PSMA5_L;125;right
1597;P25787;PSMA2_M;125;right
1598;Q8TAA3;PSMA8_A;126;right
1599;P28070;PSMB4_B;126;right
1600;P28074;PSMB5_C;126;right
1601;P49721;PSMB2_D;126;right
1602;P20618;PSMB1_E;126;right
1603;O14818;PSMA1_F;126;right
1604;P28072;PSMB6_G;126;right
1605;Q99436;PSMB7_H;126;right
1606;P25789;PSMA4_I;126;right
1607;P25788;PSMA3_J;126;right
1608;P60900;PSMA6_K;126;right
1609;P28066;PSMA5_L;126;right
1610;P25787;PSMA2_M;126;right
1611;Q8TAA3;PSMA8_A;127;right
1612;P28070;PSMB4_B;127;right
1613;P28074;PSMB5_C;127;right
1614;P49721;PSMB2_D;127;right
1615;P20618;PSMB1_E;127;right
1616;O14818;PSMA1_F;127;right
1617;P28072;PSMB6_G;127;right
1618;Q99436;PSMB7_H;127;right
1619;P25789;PSMA4_I;127;right
1620;P25788;PSMA3_J;127;right
1621;P60900;PSMA6_K;127;right
1622;P28066;PSMA5_L;127;right
1623;P25787;PSMA2_M;127;right
1624;Q8TAA3;PSMA8_A;128;right
1625;P28070;PSMB4_B;128;right
1626;P28074;PSMB5_C;128;right
1627;P49721;PSMB2_D;128;right
1628;P20618;PSMB1_E;128;right
1629;O14818;PSMA1_F;128;right
1630;P28072;PSMB6_G;128;right
1631;Q99436;PSMB7_H;128;right
1632;P25789;PSMA4_I;128;right
1633;P25788;PSMA3_J;128;right
1634;P60900;PSMA6_K;128;right
1635;P28066;PSMA5_L;128;right
1636;P25787;PSMA2_M;128;right
1637;Q8TAA3;PSMA8_A;129;right
1638;P28070;PSMB4_B;129;right
1639;P28074;PSMB5_C;129;right
1640;P49721;PSMB2_D;129;right
1641;P20618;PSMB1_E;129;right
1642;O14818;PSMA1_F;129;right
1643;P28072;PSMB6_G;129;right
1644;Q99436;PSMB7_H;129;right
1645;P25789;PSMA4_I;129;right
1646;P25788;PSMA3_J;129;right
1647;P60900;PSMA6_K;129;right
1648;P28066;PSMA5_L;129;right
1649;P25787;PSMA2_M;129;right
1650;Q8TAA3;PSMA8_A;130;right
1651;P28070;PSMB4_B;130;right
1652;P28074;PSMB5_C;130;right
1653;P49721;PSMB2_D;130;right
1654;P20618;PSMB1_E;130;right
1655;O14818;PSMA1_F;130;right
1656;P28072;PSMB6_G;130;right
1657;Q99436;PSMB7_H;130;right
1658;P25789;PSMA4_I;130;right
1659;P25788;PSMA3_J;130;right
1660;P60900;PSMA6_K;130;right
1661;P28066;PSMA5_L;130;right
1662;P25787;PSMA2_M;130;right
1663;Q8TAA3;PSMA8_A;131;right
1664;P28070;PSMB4_B;131;right
1665;P28074;PSMB5_C;131;right
1666;P49721;PSMB2_D;131;right
1667;P20618;PSMB1_E;131;right
1668;O14818;PSMA1_F;131;right
1669;P28072;PSMB6_G;131;right
1670;Q99436;PSMB7_H;131;right
1671;P25789;PSMA4_I;131;right
1672;P25788;PSMA3_J;131;right
1673;P60900;PSMA6_K;131;right
1674;P28066;PSMA5_L;131;right
1675;P25787;PSMA2_M;131;right
1676;Q8TAA3;PSMA8_A;132;right
1677;P28070;PSMB4_B;132;right
1678;P28074;PSMB5_C;132;right
1679;P49721;PSMB2_D;132;right
1680;P20618;PSMB1_E;132;right
1681;O14818;PSMA1_F;132;right
1682;P28072;PSMB6_G;132;right
1683;Q99436;PSMB7_H;132;right
1684;P25789;PSMA4_I;132;right
1685;P25788;PSMA3_J;132;right
1686;P60900;PSMA6_K;132;right
1687;P28066;PSMA5_L;132;right
1688;P25787;PSMA2_M;132;right
1689;Q8TAA3;PSMA8_A;133;right
1690;P28070;PSMB4_B;133;right
1691;P28074;PSMB5_C;133;right
1692;P49721;PSMB2_D;133;right
1693;P20618;PSMB1_E;133;right
1694;O14818;PSMA1_F;133;right
1695;P28072;PSMB6_G;133;right
1696;Q99436;PSMB7_H;133;right
1697;P25789;PSMA4_I;133;right
1698;P25788;PSMA3_J;133;right
1699;P60900;PSMA6_K;133;right
1700;P28066;PSMA5_L;133;right
1701;P25787;PSMA2_M;133;right
1702;Q8TAA3;PSMA8_A;134;right
1703;P28070;PSMB4_B;134;right
1704;P28074;PSMB5_C;134;right
1705;P49721;PSMB2_D;134;right
1706;P20618;PSMB1_E;134;right
1707;O14818;PSMA1_F;134;right
1708;P28072;PSMB6_G;134;right
1709;Q99436;PSMB7_H;134;right
1710;P25789;PSMA4_I;134;right
1711;P25788;PSMA3_J;134;right
1712;P60900;PSMA6_K;134;right
1713;P28066;PSMA5_L;134;right
1714;P25787;PSMA2_M;134;right
1715;Q8TAA3;PSMA8_A;135;right
1716;P28070;PSMB4_B;135;right
1717;P28074;PSMB5_C;135;right
1718;P49721;PSMB2_D;135;right
1719;P20618;PSMB1_E;135;right
1720;O14818;PSMA1_F;135;right
1721;P28072;PSMB6_G;135;right
1722;Q99436;PSMB7_H;135;right
1723;P25789;PSMA4_I;135;right
1724;P25788;PSMA3_J;135;right
1725;P60900;PSMA6_K;135;right
1726;P28066;PSMA5_L;135;right
1727;P25787;PSMA2_M;135;right
1728;Q8TAA3;PSMA8_A;136;right
1729;P28070;PSMB4_B;136;right
1730;P28074;PSMB5_C;136;right
1731;P49721;PSMB2_D;136;right
1732;P20618;PSMB1_E;136;right
1733;O14818;PSMA1_F;136;right
1734;P28072;PSMB6_G;136;right
1735;Q99436;PSMB7_H;136;right
1736;P25789;PSMA4_I;136;right
1737;P25788;PSMA3_J;136;right
1738;P60900;PSMA6_K;136;right
1739;P28066;PSMA5_L;136;right
1740;P25787;PSMA2_M;136;right
1741;Q8TAA3;PSMA8_A;137;right
1742;P28070;PSMB4_B;137;right
1743;P28074;PSMB5_C;137;right
1744;P49721;PSMB2_D;137;right
1745;P20618;PSMB1_E;137;right
1746;O14818;PSMA1_F;137;right
1747;P28072;PSMB6_G;137;right
1748;Q99436;PSMB7_H;137;right
1749;P25789;PSMA4_I;137;right
1750;P25788;PSMA3_J;137;right
1751;P60900;PSMA6_K;137;right
1752;P28066;PSMA5_L;137;right
1753;P25787;PSMA2_M;137;right
1754;Q8TAA3;PSMA8_A;138;right
1755;P28070;PSMB4_B;138;right
1756;P28074;PSMB5_C;138;right
1757;P49721;PSMB2_D;138;right
1758;P20618;PSMB1_E;138;right
1759;O14818;PSMA1_F;138;right
1760;P28072;PSMB6_G;138;right
1761;Q99436;PSMB7_H;138;right
1762;P25789;PSMA4_I;138;right
1763;P25788;PSMA3_J;138;right
1764;P60900;PSMA6_K;138;right
1765;P28066;PSMA5_L;138;right
1766;P25787;PSMA2_M;138;right
1767;Q8TAA3;PSMA8_A;139;right
1768;P28070;PSMB4_B;139;right
1769;P28074;PSMB5_C;139;right
1770;P49721;PSMB2_D;139;right
1771;P20618;PSMB1_E;139;right
1772;O14818;PSMA1_F;139;right
1773;P28072;PSMB6_G;139;right
1774;Q99436;PSMB7_H;139;right
1775;P25789;PSMA4_I;139;right
1776;P25788;PSMA3_J;139;right
1777;P60900;PSMA6_K;139;right
1778;P28066;PSMA5_L;139;right
1779;P25787;PSMA2_M;139;right
1780;Q8TAA3;PSMA8_A;140;right
1781;P28070;PSMB4_B;140;right
1782;P28074;PSMB5_C;140;right
1783;P49721;PSMB2_D;140;right
1784;P20618;PSMB1_E;140;right
1785;O14818;PSMA1_F;140;right
1786;P28072;PSMB6_G;140;right
1787;Q99436;PSMB7_H;140;right
1788;P25789;PSMA4_I;140;right
1789;P25788;PSMA3_J;140;right
1790;P60900;PSMA6_K;140;right
1791;P28066;PSMA5_L;140;right
1792;P25787;PSMA2_M;140;right
1793;Q8TAA3;PSMA8_A;141;right
1794;P28070;PSMB4_B;141;right
1795;P28074;PSMB5_C;141;right
1796;P49721;PSMB2_D;141;right
1797;P20618;PSMB1_E;141;right
1798;O14818;PSMA1_F;141;right
1799;P28072;PSMB6_G;141;right
1800;Q99436;PSMB7_H;141;right
1801;P25789;PSMA4_I;141;right
1802;P25788;PSMA3_J;141;right
1803;P60900;PSMA6_K;141;right
1804;P28066;PSMA5_L;141;right
1805;P25787;PSMA2_M;141;right
1806;Q8TAA3;PSMA8_A;142;right
1807;P28070;PSMB4_B;142;right
1808;P28074;PSMB5_C;142;right
1809;P49721;PSMB2_D;142;right
1810;P20618;PSMB1_E;142;right
1811;O14818;PSMA1_F;142;right
1812;P28072;PSMB6_G;142;right
1813;Q99436;PSMB7_H;142;right
1814;P25789;PSMA4_I;142;right
1815;P25788;PSMA3_J;142;right
1816;P60900;PSMA6_K;142;right
1817;P28066;PSMA5_L;142;right
1818;P25787;PSMA2_M;142;right
1819;Q8TAA3;PSMA8_A;143;right
1820;P28070;PSMB4_B;143;right
1821;P28074;PSMB5_C;143;right
1822;P49721;PSMB2_D;143;right
1823;P20618;PSMB1_E;143;right
1824;O14818;PSMA1_F;143;right
1825;P28072;PSMB6_G;143;right
1826;Q99436;PSMB7_H;143;right
1827;P25789;PSMA4_I;143;right
1828;P25788;PSMA3_J;143;right
1829;P60900;PSMA6_K;143;right
1830;P28066;PSMA5_L;143;right
1831;P25787;PSMA2_M;143;right
1832;Q8TAA3;PSMA8_A;144;right
1833;P28070;PSMB4_B;144;right
1834;P28074;PSMB5_C;144;right
1835;P49721;PSMB2_D;144;right
1836;P20618;PSMB1_E;144;right
1837;O14818;PSMA1_F;144;right
1838;P28072;PSMB6_G;144;right
1839;Q99436;PSMB7_H;144;right
1840;P25789;PSMA4_I;144;right
1841;P25788;PSMA3_J;144;right
1842;P60900;PSMA6_K;144;right
1843;P28066;PSMA5_L;144;right
1844;P25787;PSMA2_M;144;right
1845;Q8TAA3;PSMA8_A;145;right
1846;P28070;PSMB4_B;145;right
1847;P28074;PSMB5_C;145;right
1848;P49721;PSMB2_D;145;right
1849;P20618;PSMB1_E;145;right
1850;O14818;PSMA1_F;145;right
1851;P28072;PSMB6_G;145;right
1852;Q99436;PSMB7_H;145;right
1853;P25789;PSMA4_I;145;right
1854;P25788;PSMA3_J;145;right
1855;P60900;PSMA6_K;145;right
1856;P28066;PSMA5_L;145;right
1857;P25787;PSMA2_M;145;right
1858;Q8TAA3;PSMA8_A;146;right
1859;P28070;PSMB4_B;146;right
1860;P28074;PSMB5_C;146;right
1861;P49721;PSMB2_D;146;right
1862;P20618;PSMB1_E;146;right
1863;O14818;PSMA1_F;146;right
1864;P28072;PSMB6_G;146;right
1865;Q99436;PSMB7_H;146;right
1866;P25789;PSMA4_I;146;right
1867;P25788;PSMA3_J;146;right
1868;P60900;PSMA6_K;146;right
1869;P28066;PSMA5_L;146;right
1870;P25787;PSMA2_M;146;right
1871;Q8TAA3;PSMA8_A;147;right
1872;P28070;PSMB4_B;147;right
1873;P28074;PSMB5_C;147;right
1874;P49721;PSMB2_D;147;right
1875;P20618;PSMB1_E;147;right
1876;O14818;PSMA1_F;147;right
1877;P28072;PSMB6_G;147;right
1878;Q99436;PSMB7_H;147;right
1879;P25789;PSMA4_I;147;right
1880;P25788;PSMA3_J;147;right
1881;P60900;PSMA6_K;147;right
1882;P28066;PSMA5_L;147;right
1883;P25787;PSMA2_M;147;right
1884;Q8TAA3;PSMA8_A;148;right
1885;P28070;PSMB4_B;148;right
1886;P28074;PSMB5_C;148;right
1887;P49721;PSMB2_D;148;right
1888;P20618;PSMB1_E;148;right
1889;O14818;PSMA1_F;148;right
1890;P28072;PSMB6_G;148;right
1891;Q99436;PSMB7_H;148;right
1892;P25789;PSMA4_I;148;right
1893;P25788;PSMA3_J;148;right
1894;P60900;PSMA6_K;148;right
1895;P28066;PSMA5_L;148;right
1896;P25787;PSMA2_M;148;right
1897;Q8TAA3;PSMA8_A;149;right
1898;P28070;PSMB4_B;149;right
1899;P28074;PSMB5_C;149;right
1900;P49721;PSMB2_D;149;right
1901;P20618;PSMB1_E;149;right
1902;O14818;PSMA1_F;149;right
1903;P28072;PSMB6_G;149;right
1904;Q99436;PSMB7_H;149;right
1905;P25789;PSMA4_I;149;right
1906;P25788;PSMA3_J;149;right
1907;P60900;PSMA6_K;149;right
1908;P28066;PSMA5_L;149;right
1909;P25787;PSMA2_M;149;right
1910;Q8TAA3;PSMA8_A;150;right
1911;P28070;PSMB4_B;150;right
1912;P28074;PSMB5_C;150;right
1913;P49721;PSMB2_D;150;right
1914;P20618;PSMB1_E;150;right
1915;O14818;PSMA1_F;150;right
1916;P28072;PSMB6_G;150;right
1917;Q99436;PSMB7_H;150;right
1918;P25789;PSMA4_I;150;right
1919;P25788;PSMA3_J;150;right
1920;P60900;PSMA6_K;150;right
1921;P28066;PSMA5_L;150;right
1922;P25787;PSMA2_M;150;right
1923;Q8TAA3;PSMA8_A;151;right
1924;P28070;PSMB4_B;151;right
1925;P28074;PSMB5_C;151;right
1926;P49721;PSMB2_D;151;right
1927;P20618;PSMB1_E;151;right
1928;O14818;PSMA1_F;151;right
1929;P28072;PSMB6_G;151;right
1930;Q99436;PSMB7_H;151;right
1931;P25789;PSMA4_I;151;right
1932;P25788;PSMA3_J;151;right
1933;P60900;PSMA6_K;151;right
1934;P28066;PSMA5_L;151;right
1935;P25787;PSMA2_M;151;right
1936;Q8TAA3;PSMA8_A;152;right
1937;P28070;PSMB4_B;152;right
1938;P28074;PSMB5_C;152;right
1939;P49721;PSMB2_D;152;right
1940;P20618;PSMB1_E;152;right
1941;O14818;PSMA1_F;152;right
1942;P28072;PSMB6_G;152;right
1943;Q99436;PSMB7_H;152;right
1944;P25789;PSMA4_I;152;right
1945;P25788;PSMA3_J;152;right
1946;P60900;PSMA6_K;152;right
1947;P28066;PSMA5_L;152;right
1948;P25787;PSMA2_M;152;right
1949;Q8TAA3;PSMA8_A;153;right
1950;P28070;PSMB4_B;153;right
1951;P28074;PSMB5_C;153;right
1952;P49721;PSMB2_D;153;right
1953;P20618;PSMB1_E;153;right
1954;O14818;PSMA1_F;153;right
1955;P28072;PSMB6_G;153;right
1956;Q99436;PSMB7_H;153;right
1957;P25789;PSMA4_I;153;right
1958;P25788;PSMA3_J;153;right
1959;P60900;PSMA6_K;153;right
1960;P28066;PSMA5_L;153;right
1961;P25787;PSMA2_M;153;right
1962;Q8TAA3;PSMA8_A;154;right
1963;P28070;PSMB4_B;154;right
1964;P28074;PSMB5_C;154;right
1965;P49721;PSMB2_D;154;right
1966;P20618;PSMB1_E;154;right
1967;O14818;PSMA1_F;154;right
1968;P28072;PSMB6_G;154;right
1969;Q99436;PSMB7_H;154;right
1970;P25789;PSMA4_I;154;right
1971;P25788;PSMA3_J;154;right
1972;P60900;PSMA6_K;154;right
1973;P28066;PSMA5_L;154;right
1974;P25787;PSMA2_M;154;right
