label;uniprotAccs;region_name;Score_Max;hemisphere
749;P25788;PSMA3_J;60;right
750;P60900;PSMA6_K;60;right
751;P28066;PSMA5_L;60;right
752;P25787;PSMA2_M;60;right
753;Q8TAA3;PSMA8_A;61;right
754;P28070;PSMB4_B;61;right
755;P28074;PSMB5_C;61;right
756;P49721;PSMB2_D;61;right
757;P20618;PSMB1_E;61;right
758;O14818;PSMA1_F;61;right
759;P28072;PSMB6_G;61;right
760;Q99436;PSMB7_H;61;right
761;P25789;PSMA4_I;61;right
762;P25788;PSMA3_J;61;right
763;P60900;PSMA6_K;61;right
764;P28066;PSMA5_L;61;right
765;P25787;PSMA2_M;61;right
766;Q8TAA3;PSMA8_A;62;right
767;P28070;PSMB4_B;62;right
768;P28074;PSMB5_C;62;right
769;P49721;PSMB2_D;62;right
770;P20618;PSMB1_E;62;right
771;O14818;PSMA1_F;62;right
772;P28072;PSMB6_G;62;right
773;Q99436;PSMB7_H;62;right
774;P25789;PSMA4_I;62;right
775;P25788;PSMA3_J;62;right
776;P60900;PSMA6_K;62;right
777;P28066;PSMA5_L;62;right
778;P25787;PSMA2_M;62;right
779;Q8TAA3;PSMA8_A;63;right
780;P28070;PSMB4_B;63;right
781;P28074;PSMB5_C;63;right
782;P49721;PSMB2_D;63;right
783;P20618;PSMB1_E;63;right
784;O14818;PSMA1_F;63;right
785;P28072;PSMB6_G;63;right
786;Q99436;PSMB7_H;63;right
787;P25789;PSMA4_I;63;right
788;P25788;PSMA3_J;63;right
789;P60900;PSMA6_K;63;right
790;P28066;PSMA5_L;63;right
791;P25787;PSMA2_M;63;right
792;Q8TAA3;PSMA8_A;64;right
793;P28070;PSMB4_B;64;right
794;P28074;PSMB5_C;64;right
795;P49721;PSMB2_D;64;right
796;P20618;PSMB1_E;64;right
797;O14818;PSMA1_F;64;right
798;P28072;PSMB6_G;64;right
799;Q99436;PSMB7_H;64;right
800;P25789;PSMA4_I;64;right
801;P25788;PSMA3_J;64;right
802;P60900;PSMA6_K;64;right
803;P28066;PSMA5_L;64;right
804;P25787;PSMA2_M;64;right
805;Q8TAA3;PSMA8_A;65;right
806;P28070;PSMB4_B;65;right
807;P28074;PSMB5_C;65;right
808;P49721;PSMB2_D;65;right
809;P20618;PSMB1_E;65;right
810;O14818;PSMA1_F;65;right
811;P28072;PSMB6_G;65;right
812;Q99436;PSMB7_H;65;right
813;P25789;PSMA4_I;65;right
814;P25788;PSMA3_J;65;right
815;P60900;PSMA6_K;65;right
816;P28066;PSMA5_L;65;right
817;P25787;PSMA2_M;65;right
818;Q8TAA3;PSMA8_A;66;right
819;P28070;PSMB4_B;66;right
820;P28074;PSMB5_C;66;right
821;P49721;PSMB2_D;66;right
822;P20618;PSMB1_E;66;right
823;O14818;PSMA1_F;66;right
824;P28072;PSMB6_G;66;right
825;Q99436;PSMB7_H;66;right
826;P25789;PSMA4_I;66;right
827;P25788;PSMA3_J;66;right
828;P60900;PSMA6_K;66;right
829;P28066;PSMA5_L;66;right
830;P25787;PSMA2_M;66;right
831;Q8TAA3;PSMA8_A;67;right
832;P28070;PSMB4_B;67;right
833;P28074;PSMB5_C;67;right
834;P49721;PSMB2_D;67;right
835;P20618;PSMB1_E;67;right
836;O14818;PSMA1_F;67;right
837;P28072;PSMB6_G;67;right
838;Q99436;PSMB7_H;67;right
839;P25789;PSMA4_I;67;right
840;P25788;PSMA3_J;67;right
841;P60900;PSMA6_K;67;right
842;P28066;PSMA5_L;67;right
843;P25787;PSMA2_M;67;right
844;Q8TAA3;PSMA8_A;68;right
845;P28070;PSMB4_B;68;right
846;P28074;PSMB5_C;68;right
847;P49721;PSMB2_D;68;right
848;P20618;PSMB1_E;68;right
849;O14818;PSMA1_F;68;right
850;P28072;PSMB6_G;68;right
851;Q99436;PSMB7_H;68;right
852;P25789;PSMA4_I;68;right
853;P25788;PSMA3_J;68;right
854;P60900;PSMA6_K;68;right
855;P28066;PSMA5_L;68;right
856;P25787;PSMA2_M;68;right
857;Q8TAA3;PSMA8_A;69;right
858;P28070;PSMB4_B;69;right
859;P28074;PSMB5_C;69;right
860;P49721;PSMB2_D;69;right
861;P20618;PSMB1_E;69;right
862;O14818;PSMA1_F;69;right
863;P28072;PSMB6_G;69;right
864;Q99436;PSMB7_H;69;right
865;P25789;PSMA4_I;69;right
866;P25788;PSMA3_J;69;right
867;P60900;PSMA6_K;69;right
868;P28066;PSMA5_L;69;right
869;P25787;PSMA2_M;69;right
870;Q8TAA3;PSMA8_A;70;right
871;P28070;PSMB4_B;70;right
872;P28074;PSMB5_C;70;right
873;P49721;PSMB2_D;70;right
874;P20618;PSMB1_E;70;right
875;O14818;PSMA1_F;70;right
876;P28072;PSMB6_G;70;right
877;Q99436;PSMB7_H;70;right
878;P25789;PSMA4_I;70;right
879;P25788;PSMA3_J;70;right
880;P60900;PSMA6_K;70;right
881;P28066;PSMA5_L;70;right
882;P25787;PSMA2_M;70;right
883;Q8TAA3;PSMA8_A;71;right
884;P28070;PSMB4_B;71;right
885;P28074;PSMB5_C;71;right
886;P49721;PSMB2_D;71;right
887;P20618;PSMB1_E;71;right
888;O14818;PSMA1_F;71;right
889;P28072;PSMB6_G;71;right
890;Q99436;PSMB7_H;71;right
891;P25789;PSMA4_I;71;right
892;P25788;PSMA3_J;71;right
893;P60900;PSMA6_K;71;right
894;P28066;PSMA5_L;71;right
895;P25787;PSMA2_M;71;right
896;Q8TAA3;PSMA8_A;72;right
897;P28070;PSMB4_B;72;right
898;P28074;PSMB5_C;72;right
899;P49721;PSMB2_D;72;right
900;P20618;PSMB1_E;72;right
901;O14818;PSMA1_F;72;right
902;P28072;PSMB6_G;72;right
903;Q99436;PSMB7_H;72;right
904;P25789;PSMA4_I;72;right
905;P25788;PSMA3_J;72;right
906;P60900;PSMA6_K;72;right
907;P28066;PSMA5_L;72;right
908;P25787;PSMA2_M;72;right
909;Q8TAA3;PSMA8_A;73;right
910;P28070;PSMB4_B;73;right
911;P28074;PSMB5_C;73;right
912;P49721;PSMB2_D;73;right
913;P20618;PSMB1_E;73;right
914;O14818;PSMA1_F;73;right
915;P28072;PSMB6_G;73;right
916;Q99436;PSMB7_H;73;right
917;P25789;PSMA4_I;73;right
918;P25788;PSMA3_J;73;right
919;P60900;PSMA6_K;73;right
920;P28066;PSMA5_L;73;right
921;P25787;PSMA2_M;73;right
922;Q8TAA3;PSMA8_A;74;right
923;P28070;PSMB4_B;74;right
924;P28074;PSMB5_C;74;right
925;P49721;PSMB2_D;74;right
926;P20618;PSMB1_E;74;right
927;O14818;PSMA1_F;74;right
928;P28072;PSMB6_G;74;right
929;Q99436;PSMB7_H;74;right
930;P25789;PSMA4_I;74;right
931;P25788;PSMA3_J;74;right
932;P60900;PSMA6_K;74;right
933;P28066;PSMA5_L;74;right
934;P25787;PSMA2_M;74;right
935;Q8TAA3;PSMA8_A;75;right
936;P28070;PSMB4_B;75;right
937;P28074;PSMB5_C;75;right
938;P49721;PSMB2_D;75;right
939;P20618;PSMB1_E;75;right
940;O14818;PSMA1_F;75;right
941;P28072;PSMB6_G;75;right
942;Q99436;PSMB7_H;75;right
943;P25789;PSMA4_I;75;right
944;P25788;PSMA3_J;75;right
945;P60900;PSMA6_K;75;right
946;P28066;PSMA5_L;75;right
947;P25787;PSMA2_M;75;right
948;Q8TAA3;PSMA8_A;76;right
949;P28070;PSMB4_B;76;right
950;P28074;PSMB5_C;76;right
951;P49721;PSMB2_D;76;right
952;P20618;PSMB1_E;76;right
953;O14818;PSMA1_F;76;right
954;P28072;PSMB6_G;76;right
955;Q99436;PSMB7_H;76;right
956;P25789;PSMA4_I;76;right
957;P25788;PSMA3_J;76;right
958;P60900;PSMA6_K;76;right
959;P28066;PSMA5_L;76;right
960;P25787;PSMA2_M;76;right
961;Q8TAA3;PSMA8_A;77;right
962;P28070;PSMB4_B;77;right
963;P28074;PSMB5_C;77;right
964;P49721;PSMB2_D;77;right
965;P20618;PSMB1_E;77;right
966;O14818;PSMA1_F;77;right
967;P28072;PSMB6_G;77;right
968;Q99436;PSMB7_H;77;right
969;P25789;PSMA4_I;77;right
970;P25788;PSMA3_J;77;right
971;P60900;PSMA6_K;77;right
972;P28066;PSMA5_L;77;right
973;P25787;PSMA2_M;77;right
974;Q8TAA3;PSMA8_A;78;right
975;P28070;PSMB4_B;78;right
976;P28074;PSMB5_C;78;right
977;P49721;PSMB2_D;78;right
978;P20618;PSMB1_E;78;right
979;O14818;PSMA1_F;78;right
980;P28072;PSMB6_G;78;right
981;Q99436;PSMB7_H;78;right
982;P25789;PSMA4_I;78;right
983;P25788;PSMA3_J;78;right
984;P60900;PSMA6_K;78;right
985;P28066;PSMA5_L;78;right
986;P25787;PSMA2_M;78;right
987;Q8TAA3;PSMA8_A;79;right
988;P28070;PSMB4_B;79;right
989;P28074;PSMB5_C;79;right
990;P49721;PSMB2_D;79;right
991;P20618;PSMB1_E;79;right
992;O14818;PSMA1_F;79;right
993;P28072;PSMB6_G;79;right
994;Q99436;PSMB7_H;79;right
995;P25789;PSMA4_I;79;right
996;P25788;PSMA3_J;79;right
997;P60900;PSMA6_K;79;right
998;P28066;PSMA5_L;79;right
999;P25787;PSMA2_M;79;right
1000;Q8TAA3;PSMA8_A;80;right
1001;P28070;PSMB4_B;80;right
1002;P28074;PSMB5_C;80;right
1003;P49721;PSMB2_D;80;right
1004;P20618;PSMB1_E;80;right
1005;O14818;PSMA1_F;80;right
1006;P28072;PSMB6_G;80;right
1007;Q99436;PSMB7_H;80;right
1008;P25789;PSMA4_I;80;right
1009;P25788;PSMA3_J;80;right
1010;P60900;PSMA6_K;80;right
1011;P28066;PSMA5_L;80;right
1012;P25787;PSMA2_M;80;right
1013;Q8TAA3;PSMA8_A;81;right
1014;P28070;PSMB4_B;81;right
1015;P28074;PSMB5_C;81;right
1016;P49721;PSMB2_D;81;right
1017;P20618;PSMB1_E;81;right
1018;O14818;PSMA1_F;81;right
1019;P28072;PSMB6_G;81;right
1020;Q99436;PSMB7_H;81;right
1021;P25789;PSMA4_I;81;right
1022;P25788;PSMA3_J;81;right
1023;P60900;PSMA6_K;81;right
1024;P28066;PSMA5_L;81;right
1025;P25787;PSMA2_M;81;right
1026;Q8TAA3;PSMA8_A;82;right
1027;P28070;PSMB4_B;82;right
1028;P28074;PSMB5_C;82;right
1029;P49721;PSMB2_D;82;right
1030;P20618;PSMB1_E;82;right
1031;O14818;PSMA1_F;82;right
1032;P28072;PSMB6_G;82;right
1033;Q99436;PSMB7_H;82;right
1034;P25789;PSMA4_I;82;right
1035;P25788;PSMA3_J;82;right
1036;P60900;PSMA6_K;82;right
1037;P28066;PSMA5_L;82;right
1038;P25787;PSMA2_M;82;right
1039;Q8TAA3;PSMA8_A;83;right
1040;P28070;PSMB4_B;83;right
1041;P28074;PSMB5_C;83;right
1042;P49721;PSMB2_D;83;right
1043;P20618;PSMB1_E;83;right
1044;O14818;PSMA1_F;83;right
1045;P28072;PSMB6_G;83;right
1046;Q99436;PSMB7_H;83;right
1047;P25789;PSMA4_I;83;right
1048;P25788;PSMA3_J;83;right
1049;P60900;PSMA6_K;83;right
1050;P28066;PSMA5_L;83;right
1051;P25787;PSMA2_M;83;right
1052;Q8TAA3;PSMA8_A;84;right
1053;P28070;PSMB4_B;84;right
1054;P28074;PSMB5_C;84;right
1055;P49721;PSMB2_D;84;right
1056;P20618;PSMB1_E;84;right
1057;O14818;PSMA1_F;84;right
1058;P28072;PSMB6_G;84;right
1059;Q99436;PSMB7_H;84;right
1060;P25789;PSMA4_I;84;right
1061;P25788;PSMA3_J;84;right
1062;P60900;PSMA6_K;84;right
1063;P28066;PSMA5_L;84;right
1064;P25787;PSMA2_M;84;right
1065;Q8TAA3;PSMA8_A;85;right
1066;P28070;PSMB4_B;85;right
1067;P28074;PSMB5_C;85;right
1068;P49721;PSMB2_D;85;right
1069;P20618;PSMB1_E;85;right
1070;O14818;PSMA1_F;85;right
1071;P28072;PSMB6_G;85;right
1072;Q99436;PSMB7_H;85;right
1073;P25789;PSMA4_I;85;right
1074;P25788;PSMA3_J;85;right
1075;P60900;PSMA6_K;85;right
1076;P28066;PSMA5_L;85;right
1077;P25787;PSMA2_M;85;right
1078;Q8TAA3;PSMA8_A;86;right
1079;P28070;PSMB4_B;86;right
1080;P28074;PSMB5_C;86;right
1081;P49721;PSMB2_D;86;right
1082;P20618;PSMB1_E;86;right
1083;O14818;PSMA1_F;86;right
1084;P28072;PSMB6_G;86;right
1085;Q99436;PSMB7_H;86;right
1086;P25789;PSMA4_I;86;right
1087;P25788;PSMA3_J;86;right
1088;P60900;PSMA6_K;86;right
1089;P28066;PSMA5_L;86;right
1090;P25787;PSMA2_M;86;right
1091;Q8TAA3;PSMA8_A;87;right
1092;P28070;PSMB4_B;87;right
1093;P28074;PSMB5_C;87;right
1094;P49721;PSMB2_D;87;right
1095;P20618;PSMB1_E;87;right
1096;O14818;PSMA1_F;87;right
1097;P28072;PSMB6_G;87;right
1098;Q99436;PSMB7_H;87;right
1099;P25789;PSMA4_I;87;right
1100;P25788;PSMA3_J;87;right
1101;P60900;PSMA6_K;87;right
1102;P28066;PSMA5_L;87;right
1103;P25787;PSMA2_M;87;right
1104;Q8TAA3;PSMA8_A;88;right
1105;P28070;PSMB4_B;88;right
1106;P28074;PSMB5_C;88;right
1107;P49721;PSMB2_D;88;right
1108;P20618;PSMB1_E;88;right
1109;O14818;PSMA1_F;88;right
1110;P28072;PSMB6_G;88;right
1111;Q99436;PSMB7_H;88;right
1112;P25789;PSMA4_I;88;right
1113;P25788;PSMA3_J;88;right
1114;P60900;PSMA6_K;88;right
1115;P28066;PSMA5_L;88;right
1116;P25787;PSMA2_M;88;right
1117;Q8TAA3;PSMA8_A;89;right
1118;P28070;PSMB4_B;89;right
1119;P28074;PSMB5_C;89;right
1120;P49721;PSMB2_D;89;right
1121;P20618;PSMB1_E;89;right
1122;O14818;PSMA1_F;89;right
1123;P28072;PSMB6_G;89;right
1124;Q99436;PSMB7_H;89;right
1125;P25789;PSMA4_I;89;right
1126;P25788;PSMA3_J;89;right
1127;P60900;PSMA6_K;89;right
1128;P28066;PSMA5_L;89;right
1129;P25787;PSMA2_M;89;right
1130;Q8TAA3;PSMA8_A;90;right
1131;P28070;PSMB4_B;90;right
1132;P28074;PSMB5_C;90;right
1133;P49721;PSMB2_D;90;right
1134;P20618;PSMB1_E;90;right
1135;O14818;PSMA1_F;90;right
1136;P28072;PSMB6_G;90;right
1137;Q99436;PSMB7_H;90;right
1138;P25789;PSMA4_I;90;right
1139;P25788;PSMA3_J;90;right
1140;P60900;PSMA6_K;90;right
1141;P28066;PSMA5_L;90;right
1142;P25787;PSMA2_M;90;right
1143;Q8TAA3;PSMA8_A;91;right
1144;P28070;PSMB4_B;91;right
1145;P28074;PSMB5_C;91;right
1146;P49721;PSMB2_D;91;right
1147;P20618;PSMB1_E;91;right
1148;O14818;PSMA1_F;91;right
1149;P28072;PSMB6_G;91;right
1150;Q99436;PSMB7_H;91;right
1151;P25789;PSMA4_I;91;right
1152;P25788;PSMA3_J;91;right
1153;P60900;PSMA6_K;91;right
1154;P28066;PSMA5_L;91;right
1155;P25787;PSMA2_M;91;right
1156;Q8TAA3;PSMA8_A;92;right
1157;P28070;PSMB4_B;92;right
1158;P28074;PSMB5_C;92;right
1159;P49721;PSMB2_D;92;right
1160;P20618;PSMB1_E;92;right
1161;O14818;PSMA1_F;92;right
1162;P28072;PSMB6_G;92;right
1163;Q99436;PSMB7_H;92;right
1164;P25789;PSMA4_I;92;right
1165;P25788;PSMA3_J;92;right
1166;P60900;PSMA6_K;92;right
1167;P28066;PSMA5_L;92;right
1168;P25787;PSMA2_M;92;right
1169;Q8TAA3;PSMA8_A;93;right
1170;P28070;PSMB4_B;93;right
1171;P28074;PSMB5_C;93;right
1172;P49721;PSMB2_D;93;right
1173;P20618;PSMB1_E;93;right
1174;O14818;PSMA1_F;93;right
1175;P28072;PSMB6_G;93;right
1176;Q99436;PSMB7_H;93;right
1177;P25789;PSMA4_I;93;right
1178;P25788;PSMA3_J;93;right
1179;P60900;PSMA6_K;93;right
1180;P28066;PSMA5_L;93;right
1181;P25787;PSMA2_M;93;right
1182;Q8TAA3;PSMA8_A;94;right
1183;P28070;PSMB4_B;94;right
1184;P28074;PSMB5_C;94;right
1185;P49721;PSMB2_D;94;right
1186;P20618;PSMB1_E;94;right
1187;O14818;PSMA1_F;94;right
1188;P28072;PSMB6_G;94;right
1189;Q99436;PSMB7_H;94;right
1190;P25789;PSMA4_I;94;right
1191;P25788;PSMA3_J;94;right
1192;P60900;PSMA6_K;94;right
1193;P28066;PSMA5_L;94;right
1194;P25787;PSMA2_M;94;right
1195;Q8TAA3;PSMA8_A;95;right
1196;P28070;PSMB4_B;95;right
1197;P28074;PSMB5_C;95;right
1198;P49721;PSMB2_D;95;right
1199;P20618;PSMB1_E;95;right
1200;O14818;PSMA1_F;95;right
1201;P28072;PSMB6_G;95;right
1202;Q99436;PSMB7_H;95;right
1203;P25789;PSMA4_I;95;right
1204;P25788;PSMA3_J;95;right
1205;P60900;PSMA6_K;95;right
1206;P28066;PSMA5_L;95;right
1207;P25787;PSMA2_M;95;right
1208;Q8TAA3;PSMA8_A;96;right
1209;P28070;PSMB4_B;96;right
1210;P28074;PSMB5_C;96;right
1211;P49721;PSMB2_D;96;right
1212;P20618;PSMB1_E;96;right
1213;O14818;PSMA1_F;96;right
1214;P28072;PSMB6_G;96;right
1215;Q99436;PSMB7_H;96;right
1216;P25789;PSMA4_I;96;right
1217;P25788;PSMA3_J;96;right
1218;P60900;PSMA6_K;96;right
1219;P28066;PSMA5_L;96;right
1220;P25787;PSMA2_M;96;right
1221;Q8TAA3;PSMA8_A;97;right
1222;P28070;PSMB4_B;97;right
1223;P28074;PSMB5_C;97;right
1224;P49721;PSMB2_D;97;right
1225;P20618;PSMB1_E;97;right
1226;O14818;PSMA1_F;97;right
1227;P28072;PSMB6_G;97;right
1228;Q99436;PSMB7_H;97;right
1229;P25789;PSMA4_I;97;right
1230;P25788;PSMA3_J;97;right
1231;P60900;PSMA6_K;97;right
1232;P28066;PSMA5_L;97;right
1233;P25787;PSMA2_M;97;right
1234;Q8TAA3;PSMA8_A;98;right
1235;P28070;PSMB4_B;98;right
1236;P28074;PSMB5_C;98;right
1237;P49721;PSMB2_D;98;right
1238;P20618;PSMB1_E;98;right
1239;O14818;PSMA1_F;98;right
1240;P28072;PSMB6_G;98;right
1241;Q99436;PSMB7_H;98;right
1242;P25789;PSMA4_I;98;right
1243;P25788;PSMA3_J;98;right
1244;P60900;PSMA6_K;98;right
1245;P28066;PSMA5_L;98;right
1246;P25787;PSMA2_M;98;right
1247;Q8TAA3;PSMA8_A;99;right
1248;P28070;PSMB4_B;99;right
1249;P28074;PSMB5_C;99;right
1250;P49721;PSMB2_D;99;right
1251;P20618;PSMB1_E;99;right
1252;O14818;PSMA1_F;99;right
1253;P28072;PSMB6_G;99;right
1254;Q99436;PSMB7_H;99;right
1255;P25789;PSMA4_I;99;right
1256;P25788;PSMA3_J;99;right
1257;P60900;PSMA6_K;99;right
1258;P28066;PSMA5_L;99;right
1259;P25787;PSMA2_M;99;right
1260;Q8TAA3;PSMA8_A;100;right
1261;P28070;PSMB4_B;100;right
1262;P28074;PSMB5_C;100;right
1263;P49721;PSMB2_D;100;right
1264;P20618;PSMB1_E;100;right
1265;O14818;PSMA1_F;100;right
1266;P28072;PSMB6_G;100;right
1267;Q99436;PSMB7_H;100;right
1268;P25789;PSMA4_I;100;right
1269;P25788;PSMA3_J;100;right
1270;P60900;PSMA6_K;100;right
1271;P28066;PSMA5_L;100;right
1272;P25787;PSMA2_M;100;right
1273;Q8TAA3;PSMA8_A;101;right
1274;P28070;PSMB4_B;101;right
1275;P28074;PSMB5_C;101;right
1276;P49721;PSMB2_D;101;right
1277;P20618;PSMB1_E;101;right
1278;O14818;PSMA1_F;101;right
1279;P28072;PSMB6_G;101;right
1280;Q99436;PSMB7_H;101;right
1281;P25789;PSMA4_I;101;right
1282;P25788;PSMA3_J;101;right
1283;P60900;PSMA6_K;101;right
1284;P28066;PSMA5_L;101;right
1285;P25787;PSMA2_M;101;right
1286;Q8TAA3;PSMA8_A;102;right
1287;P28070;PSMB4_B;102;right
1288;P28074;PSMB5_C;102;right
1289;P49721;PSMB2_D;102;right
1290;P20618;PSMB1_E;102;right
1291;O14818;PSMA1_F;102;right
1292;P28072;PSMB6_G;102;right
1293;Q99436;PSMB7_H;102;right
1294;P25789;PSMA4_I;102;right
1295;P25788;PSMA3_J;102;right
1296;P60900;PSMA6_K;102;right
1297;P28066;PSMA5_L;102;right
1298;P25787;PSMA2_M;102;right
1299;Q8TAA3;PSMA8_A;103;right
1300;P28070;PSMB4_B;103;right
1301;P28074;PSMB5_C;103;right
1302;P49721;PSMB2_D;103;right
1303;P20618;PSMB1_E;103;right
1304;O14818;PSMA1_F;103;right
1305;P28072;PSMB6_G;103;right
1306;Q99436;PSMB7_H;103;right
1307;P25789;PSMA4_I;103;right
1308;P25788;PSMA3_J;103;right
1309;P60900;PSMA6_K;103;right
1310;P28066;PSMA5_L;103;right
1311;P25787;PSMA2_M;103;right
1312;Q8TAA3;PSMA8_A;104;right
1313;P28070;PSMB4_B;104;right
1314;P28074;PSMB5_C;104;right
1315;P49721;PSMB2_D;104;right
1316;P20618;PSMB1_E;104;right
1317;O14818;PSMA1_F;104;right
1318;P28072;PSMB6_G;104;right
1319;Q99436;PSMB7_H;104;right
1320;P25789;PSMA4_I;104;right
1321;P25788;PSMA3_J;104;right
1322;P60900;PSMA6_K;104;right
1323;P28066;PSMA5_L;104;right
1324;P25787;PSMA2_M;104;right
1325;Q8TAA3;PSMA8_A;105;right
1326;P28070;PSMB4_B;105;right
1327;P28074;PSMB5_C;105;right
1328;P49721;PSMB2_D;105;right
1329;P20618;PSMB1_E;105;right
1330;O14818;PSMA1_F;105;right
1331;P28072;PSMB6_G;105;right
1332;Q99436;PSMB7_H;105;right
1333;P25789;PSMA4_I;105;right
1334;P25788;PSMA3_J;105;right
1335;P60900;PSMA6_K;105;right
1336;P28066;PSMA5_L;105;right
1337;P25787;PSMA2_M;105;right
1338;Q8TAA3;PSMA8_A;106;right
1339;P28070;PSMB4_B;106;right
1340;P28074;PSMB5_C;106;right
1341;P49721;PSMB2_D;106;right
1342;P20618;PSMB1_E;106;right
1343;O14818;PSMA1_F;106;right
1344;P28072;PSMB6_G;106;right
1345;Q99436;PSMB7_H;106;right
1346;P25789;PSMA4_I;106;right
1347;P25788;PSMA3_J;106;right
1348;P60900;PSMA6_K;106;right
1349;P28066;PSMA5_L;106;right
1350;P25787;PSMA2_M;106;right
1351;Q8TAA3;PSMA8_A;107;right
1352;P28070;PSMB4_B;107;right
1353;P28074;PSMB5_C;107;right
1354;P49721;PSMB2_D;107;right
1355;P20618;PSMB1_E;107;right
1356;O14818;PSMA1_F;107;right
1357;P28072;PSMB6_G;107;right
1358;Q99436;PSMB7_H;107;right
1359;P25789;PSMA4_I;107;right
1360;P25788;PSMA3_J;107;right
1361;P60900;PSMA6_K;107;right
1362;P28066;PSMA5_L;107;right
1363;P25787;PSMA2_M;107;right
1364;Q8TAA3;PSMA8_A;108;right
1365;P28070;PSMB4_B;108;right
1366;P28074;PSMB5_C;108;right
1367;P49721;PSMB2_D;108;right
1368;P20618;PSMB1_E;108;right
1369;O14818;PSMA1_F;108;right
1370;P28072;PSMB6_G;108;right
1371;Q99436;PSMB7_H;108;right
1372;P25789;PSMA4_I;108;right
1373;P25788;PSMA3_J;108;right
1374;P60900;PSMA6_K;108;right
1375;P28066;PSMA5_L;108;right
1376;P25787;PSMA2_M;108;right
1377;Q8TAA3;PSMA8_A;109;right
1378;P28070;PSMB4_B;109;right
1379;P28074;PSMB5_C;109;right
1380;P49721;PSMB2_D;109;right
1381;P20618;PSMB1_E;109;right
1382;O14818;PSMA1_F;109;right
1383;P28072;PSMB6_G;109;right
1384;Q99436;PSMB7_H;109;right
1385;P25789;PSMA4_I;109;right
1386;P25788;PSMA3_J;109;right
1387;P60900;PSMA6_K;109;right
1388;P28066;PSMA5_L;109;right
1389;P25787;PSMA2_M;109;right
1390;Q8TAA3;PSMA8_A;110;right
1391;P28070;PSMB4_B;110;right
1392;P28074;PSMB5_C;110;right
1393;P49721;PSMB2_D;110;right
1394;P20618;PSMB1_E;110;right
1395;O14818;PSMA1_F;110;right
1396;P28072;PSMB6_G;110;right
1397;Q99436;PSMB7_H;110;right
1398;P25789;PSMA4_I;110;right
1399;P25788;PSMA3_J;110;right
1400;P60900;PSMA6_K;110;right
1401;P28066;PSMA5_L;110;right
1402;P25787;PSMA2_M;110;right
1403;Q8TAA3;PSMA8_A;111;right
1404;P28070;PSMB4_B;111;right
1405;P28074;PSMB5_C;111;right
1406;P49721;PSMB2_D;111;right
1407;P20618;PSMB1_E;111;right
1408;O14818;PSMA1_F;111;right
1409;P28072;PSMB6_G;111;right
1410;Q99436;PSMB7_H;111;right
1411;P25789;PSMA4_I;111;right
1412;P25788;PSMA3_J;111;right
1413;P60900;PSMA6_K;111;right
1414;P28066;PSMA5_L;111;right
1415;P25787;PSMA2_M;111;right
1416;Q8TAA3;PSMA8_A;112;right
1417;P28070;PSMB4_B;112;right
1418;P28074;PSMB5_C;112;right
1419;P49721;PSMB2_D;112;right
1420;P20618;PSMB1_E;112;right
1421;O14818;PSMA1_F;112;right
1422;P28072;PSMB6_G;112;right
1423;Q99436;PSMB7_H;112;right
1424;P25789;PSMA4_I;112;right
1425;P25788;PSMA3_J;112;right
1426;P60900;PSMA6_K;112;right
1427;P28066;PSMA5_L;112;right
1428;P25787;PSMA2_M;112;right
1429;Q8TAA3;PSMA8_A;113;right
1430;P28070;PSMB4_B;113;right
1431;P28074;PSMB5_C;113;right
1432;P49721;PSMB2_D;113;right
1433;P20618;PSMB1_E;113;right
1434;O14818;PSMA1_F;113;right
1435;P28072;PSMB6_G;113;right
1436;Q99436;PSMB7_H;113;right
1437;P25789;PSMA4_I;113;right
1438;P25788;PSMA3_J;113;right
1439;P60900;PSMA6_K;113;right
1440;P28066;PSMA5_L;113;right
1441;P25787;PSMA2_M;113;right
1442;Q8TAA3;PSMA8_A;114;right
1443;P28070;PSMB4_B;114;right
1444;P28074;PSMB5_C;114;right
1445;P49721;PSMB2_D;114;right
1446;P20618;PSMB1_E;114;right
1447;O14818;PSMA1_F;114;right
1448;P28072;PSMB6_G;114;right
1449;Q99436;PSMB7_H;114;right
1450;P25789;PSMA4_I;114;right
1451;P25788;PSMA3_J;114;right
1452;P60900;PSMA6_K;114;right
1453;P28066;PSMA5_L;114;right
1454;P25787;PSMA2_M;114;right
1455;Q8TAA3;PSMA8_A;115;right
1456;P28070;PSMB4_B;115;right
1457;P28074;PSMB5_C;115;right
1458;P49721;PSMB2_D;115;right
1459;P20618;PSMB1_E;115;right
1460;O14818;PSMA1_F;115;right
1461;P28072;PSMB6_G;115;right
1462;Q99436;PSMB7_H;115;right
1463;P25789;PSMA4_I;115;right
1464;P25788;PSMA3_J;115;right
1465;P60900;PSMA6_K;115;right
1466;P28066;PSMA5_L;115;right
1467;P25787;PSMA2_M;115;right
1468;Q8TAA3;PSMA8_A;116;right
1469;P28070;PSMB4_B;116;right
1470;P28074;PSMB5_C;116;right
1471;P49721;PSMB2_D;116;right
1472;P20618;PSMB1_E;116;right
1473;O14818;PSMA1_F;116;right
1474;P28072;PSMB6_G;116;right
1475;Q99436;PSMB7_H;116;right
1476;P25789;PSMA4_I;116;right
1477;P25788;PSMA3_J;116;right
1478;P60900;PSMA6_K;116;right
1479;P28066;PSMA5_L;116;right
1480;P25787;PSMA2_M;116;right
1481;Q8TAA3;PSMA8_A;117;right
