label;uniprotAccs;region_name;Score_Max;hemisphere
682;Q99436;PSMB7_H;Q99436;right
683;P25789;PSMA4_I;P25789;right
684;P25788;PSMA3_J;P25788;right
685;P60900;PSMA6_K;P60900;right
686;P28066;PSMA5_L;P28066;right
687;P25787;PSMA2_M;P25787;right
688;Q8TAA3;PSMA8_A;Q8TAA3;right
689;P28070;PSMB4_B;P28070;right
690;P28074;PSMB5_C;P28074;right
691;P49721;PSMB2_D;P49721;right
692;P20618;PSMB1_E;P20618;right
693;O14818;PSMA1_F;O14818;right
694;P28072;PSMB6_G;P28072;right
695;Q99436;PSMB7_H;Q99436;right
696;P25789;PSMA4_I;P25789;right
697;P25788;PSMA3_J;P25788;right
698;P60900;PSMA6_K;P60900;right
699;P28066;PSMA5_L;P28066;right
700;P25787;PSMA2_M;P25787;right
701;Q8TAA3;PSMA8_A;Q8TAA3;right
702;P28070;PSMB4_B;P28070;right
703;P28074;PSMB5_C;P28074;right
704;P49721;PSMB2_D;P49721;right
705;P20618;PSMB1_E;P20618;right
706;O14818;PSMA1_F;O14818;right
707;P28072;PSMB6_G;P28072;right
708;Q99436;PSMB7_H;Q99436;right
709;P25789;PSMA4_I;P25789;right
710;P25788;PSMA3_J;P25788;right
711;P60900;PSMA6_K;P60900;right
712;P28066;PSMA5_L;P28066;right
713;P25787;PSMA2_M;P25787;right
714;Q8TAA3;PSMA8_A;Q8TAA3;right
715;P28070;PSMB4_B;P28070;right
716;P28074;PSMB5_C;P28074;right
717;P49721;PSMB2_D;P49721;right
718;P20618;PSMB1_E;P20618;right
719;O14818;PSMA1_F;O14818;right
720;P28072;PSMB6_G;P28072;right
721;Q99436;PSMB7_H;Q99436;right
722;P25789;PSMA4_I;P25789;right
723;P25788;PSMA3_J;P25788;right
724;P60900;PSMA6_K;P60900;right
725;P28066;PSMA5_L;P28066;right
726;P25787;PSMA2_M;P25787;right
727;Q8TAA3;PSMA8_A;Q8TAA3;right
728;P28070;PSMB4_B;P28070;right
729;P28074;PSMB5_C;P28074;right
730;P49721;PSMB2_D;P49721;right
731;P20618;PSMB1_E;P20618;right
732;O14818;PSMA1_F;O14818;right
733;P28072;PSMB6_G;P28072;right
734;Q99436;PSMB7_H;Q99436;right
735;P25789;PSMA4_I;P25789;right
736;P25788;PSMA3_J;P25788;right
737;P60900;PSMA6_K;P60900;right
738;P28066;PSMA5_L;P28066;right
739;P25787;PSMA2_M;P25787;right
740;Q8TAA3;PSMA8_A;Q8TAA3;right
741;P28070;PSMB4_B;P28070;right
742;P28074;PSMB5_C;P28074;right
743;P49721;PSMB2_D;P49721;right
744;P20618;PSMB1_E;P20618;right
745;O14818;PSMA1_F;O14818;right
746;P28072;PSMB6_G;P28072;right
747;Q99436;PSMB7_H;Q99436;right
748;P25789;PSMA4_I;P25789;right
749;P25788;PSMA3_J;P25788;right
750;P60900;PSMA6_K;P60900;right
751;P28066;PSMA5_L;P28066;right
752;P25787;PSMA2_M;P25787;right
753;Q8TAA3;PSMA8_A;Q8TAA3;right
754;P28070;PSMB4_B;P28070;right
755;P28074;PSMB5_C;P28074;right
756;P49721;PSMB2_D;P49721;right
757;P20618;PSMB1_E;P20618;right
758;O14818;PSMA1_F;O14818;right
759;P28072;PSMB6_G;P28072;right
760;Q99436;PSMB7_H;Q99436;right
761;P25789;PSMA4_I;P25789;right
762;P25788;PSMA3_J;P25788;right
763;P60900;PSMA6_K;P60900;right
764;P28066;PSMA5_L;P28066;right
765;P25787;PSMA2_M;P25787;right
766;Q8TAA3;PSMA8_A;Q8TAA3;right
767;P28070;PSMB4_B;P28070;right
768;P28074;PSMB5_C;P28074;right
769;P49721;PSMB2_D;P49721;right
770;P20618;PSMB1_E;P20618;right
771;O14818;PSMA1_F;O14818;right
772;P28072;PSMB6_G;P28072;right
773;Q99436;PSMB7_H;Q99436;right
774;P25789;PSMA4_I;P25789;right
775;P25788;PSMA3_J;P25788;right
776;P60900;PSMA6_K;P60900;right
777;P28066;PSMA5_L;P28066;right
778;P25787;PSMA2_M;P25787;right
779;Q8TAA3;PSMA8_A;Q8TAA3;right
780;P28070;PSMB4_B;P28070;right
781;P28074;PSMB5_C;P28074;right
782;P49721;PSMB2_D;P49721;right
783;P20618;PSMB1_E;P20618;right
784;O14818;PSMA1_F;O14818;right
785;P28072;PSMB6_G;P28072;right
786;Q99436;PSMB7_H;Q99436;right
787;P25789;PSMA4_I;P25789;right
788;P25788;PSMA3_J;P25788;right
789;P60900;PSMA6_K;P60900;right
790;P28066;PSMA5_L;P28066;right
791;P25787;PSMA2_M;P25787;right
792;Q8TAA3;PSMA8_A;Q8TAA3;right
793;P28070;PSMB4_B;P28070;right
794;P28074;PSMB5_C;P28074;right
795;P49721;PSMB2_D;P49721;right
796;P20618;PSMB1_E;P20618;right
797;O14818;PSMA1_F;O14818;right
798;P28072;PSMB6_G;P28072;right
799;Q99436;PSMB7_H;Q99436;right
800;P25789;PSMA4_I;P25789;right
801;P25788;PSMA3_J;P25788;right
802;P60900;PSMA6_K;P60900;right
803;P28066;PSMA5_L;P28066;right
804;P25787;PSMA2_M;P25787;right
805;Q8TAA3;PSMA8_A;Q8TAA3;right
806;P28070;PSMB4_B;P28070;right
807;P28074;PSMB5_C;P28074;right
808;P49721;PSMB2_D;P49721;right
809;P20618;PSMB1_E;P20618;right
810;O14818;PSMA1_F;O14818;right
811;P28072;PSMB6_G;P28072;right
812;Q99436;PSMB7_H;Q99436;right
813;P25789;PSMA4_I;P25789;right
814;P25788;PSMA3_J;P25788;right
815;P60900;PSMA6_K;P60900;right
816;P28066;PSMA5_L;P28066;right
817;P25787;PSMA2_M;P25787;right
818;Q8TAA3;PSMA8_A;Q8TAA3;right
819;P28070;PSMB4_B;P28070;right
820;P28074;PSMB5_C;P28074;right
821;P49721;PSMB2_D;P49721;right
822;P20618;PSMB1_E;P20618;right
823;O14818;PSMA1_F;O14818;right
824;P28072;PSMB6_G;P28072;right
825;Q99436;PSMB7_H;Q99436;right
826;P25789;PSMA4_I;P25789;right
827;P25788;PSMA3_J;P25788;right
828;P60900;PSMA6_K;P60900;right
829;P28066;PSMA5_L;P28066;right
830;P25787;PSMA2_M;P25787;right
831;Q8TAA3;PSMA8_A;Q8TAA3;right
832;P28070;PSMB4_B;P28070;right
833;P28074;PSMB5_C;P28074;right
834;P49721;PSMB2_D;P49721;right
835;P20618;PSMB1_E;P20618;right
836;O14818;PSMA1_F;O14818;right
837;P28072;PSMB6_G;P28072;right
838;Q99436;PSMB7_H;Q99436;right
839;P25789;PSMA4_I;P25789;right
840;P25788;PSMA3_J;P25788;right
841;P60900;PSMA6_K;P60900;right
842;P28066;PSMA5_L;P28066;right
843;P25787;PSMA2_M;P25787;right
844;Q8TAA3;PSMA8_A;Q8TAA3;right
845;P28070;PSMB4_B;P28070;right
846;P28074;PSMB5_C;P28074;right
847;P49721;PSMB2_D;P49721;right
848;P20618;PSMB1_E;P20618;right
849;O14818;PSMA1_F;O14818;right
850;P28072;PSMB6_G;P28072;right
851;Q99436;PSMB7_H;Q99436;right
852;P25789;PSMA4_I;P25789;right
853;P25788;PSMA3_J;P25788;right
854;P60900;PSMA6_K;P60900;right
855;P28066;PSMA5_L;P28066;right
856;P25787;PSMA2_M;P25787;right
857;Q8TAA3;PSMA8_A;Q8TAA3;right
858;P28070;PSMB4_B;P28070;right
859;P28074;PSMB5_C;P28074;right
860;P49721;PSMB2_D;P49721;right
861;P20618;PSMB1_E;P20618;right
862;O14818;PSMA1_F;O14818;right
863;P28072;PSMB6_G;P28072;right
864;Q99436;PSMB7_H;Q99436;right
865;P25789;PSMA4_I;P25789;right
866;P25788;PSMA3_J;P25788;right
867;P60900;PSMA6_K;P60900;right
868;P28066;PSMA5_L;P28066;right
869;P25787;PSMA2_M;P25787;right
870;Q8TAA3;PSMA8_A;Q8TAA3;right
871;P28070;PSMB4_B;P28070;right
872;P28074;PSMB5_C;P28074;right
873;P49721;PSMB2_D;P49721;right
874;P20618;PSMB1_E;P20618;right
875;O14818;PSMA1_F;O14818;right
876;P28072;PSMB6_G;P28072;right
877;Q99436;PSMB7_H;Q99436;right
878;P25789;PSMA4_I;P25789;right
879;P25788;PSMA3_J;P25788;right
880;P60900;PSMA6_K;P60900;right
881;P28066;PSMA5_L;P28066;right
882;P25787;PSMA2_M;P25787;right
883;Q8TAA3;PSMA8_A;Q8TAA3;right
884;P28070;PSMB4_B;P28070;right
885;P28074;PSMB5_C;P28074;right
886;P49721;PSMB2_D;P49721;right
887;P20618;PSMB1_E;P20618;right
888;O14818;PSMA1_F;O14818;right
889;P28072;PSMB6_G;P28072;right
890;Q99436;PSMB7_H;Q99436;right
891;P25789;PSMA4_I;P25789;right
892;P25788;PSMA3_J;P25788;right
893;P60900;PSMA6_K;P60900;right
894;P28066;PSMA5_L;P28066;right
895;P25787;PSMA2_M;P25787;right
896;Q8TAA3;PSMA8_A;Q8TAA3;right
897;P28070;PSMB4_B;P28070;right
898;P28074;PSMB5_C;P28074;right
899;P49721;PSMB2_D;P49721;right
900;P20618;PSMB1_E;P20618;right
901;O14818;PSMA1_F;O14818;right
902;P28072;PSMB6_G;P28072;right
903;Q99436;PSMB7_H;Q99436;right
904;P25789;PSMA4_I;P25789;right
905;P25788;PSMA3_J;P25788;right
906;P60900;PSMA6_K;P60900;right
907;P28066;PSMA5_L;P28066;right
908;P25787;PSMA2_M;P25787;right
909;Q8TAA3;PSMA8_A;Q8TAA3;right
910;P28070;PSMB4_B;P28070;right
911;P28074;PSMB5_C;P28074;right
912;P49721;PSMB2_D;P49721;right
913;P20618;PSMB1_E;P20618;right
914;O14818;PSMA1_F;O14818;right
915;P28072;PSMB6_G;P28072;right
916;Q99436;PSMB7_H;Q99436;right
917;P25789;PSMA4_I;P25789;right
918;P25788;PSMA3_J;P25788;right
919;P60900;PSMA6_K;P60900;right
920;P28066;PSMA5_L;P28066;right
921;P25787;PSMA2_M;P25787;right
922;Q8TAA3;PSMA8_A;Q8TAA3;right
923;P28070;PSMB4_B;P28070;right
924;P28074;PSMB5_C;P28074;right
925;P49721;PSMB2_D;P49721;right
926;P20618;PSMB1_E;P20618;right
927;O14818;PSMA1_F;O14818;right
928;P28072;PSMB6_G;P28072;right
929;Q99436;PSMB7_H;Q99436;right
930;P25789;PSMA4_I;P25789;right
931;P25788;PSMA3_J;P25788;right
932;P60900;PSMA6_K;P60900;right
933;P28066;PSMA5_L;P28066;right
934;P25787;PSMA2_M;P25787;right
935;Q8TAA3;PSMA8_A;Q8TAA3;right
936;P28070;PSMB4_B;P28070;right
937;P28074;PSMB5_C;P28074;right
938;P49721;PSMB2_D;P49721;right
939;P20618;PSMB1_E;P20618;right
940;O14818;PSMA1_F;O14818;right
941;P28072;PSMB6_G;P28072;right
942;Q99436;PSMB7_H;Q99436;right
943;P25789;PSMA4_I;P25789;right
944;P25788;PSMA3_J;P25788;right
945;P60900;PSMA6_K;P60900;right
946;P28066;PSMA5_L;P28066;right
947;P25787;PSMA2_M;P25787;right
948;Q8TAA3;PSMA8_A;Q8TAA3;right
949;P28070;PSMB4_B;P28070;right
950;P28074;PSMB5_C;P28074;right
951;P49721;PSMB2_D;P49721;right
952;P20618;PSMB1_E;P20618;right
953;O14818;PSMA1_F;O14818;right
954;P28072;PSMB6_G;P28072;right
955;Q99436;PSMB7_H;Q99436;right
956;P25789;PSMA4_I;P25789;right
957;P25788;PSMA3_J;P25788;right
958;P60900;PSMA6_K;P60900;right
959;P28066;PSMA5_L;P28066;right
960;P25787;PSMA2_M;P25787;right
961;Q8TAA3;PSMA8_A;Q8TAA3;right
962;P28070;PSMB4_B;P28070;right
963;P28074;PSMB5_C;P28074;right
964;P49721;PSMB2_D;P49721;right
965;P20618;PSMB1_E;P20618;right
966;O14818;PSMA1_F;O14818;right
967;P28072;PSMB6_G;P28072;right
968;Q99436;PSMB7_H;Q99436;right
969;P25789;PSMA4_I;P25789;right
970;P25788;PSMA3_J;P25788;right
971;P60900;PSMA6_K;P60900;right
972;P28066;PSMA5_L;P28066;right
973;P25787;PSMA2_M;P25787;right
974;Q8TAA3;PSMA8_A;Q8TAA3;right
975;P28070;PSMB4_B;P28070;right
976;P28074;PSMB5_C;P28074;right
977;P49721;PSMB2_D;P49721;right
978;P20618;PSMB1_E;P20618;right
979;O14818;PSMA1_F;O14818;right
980;P28072;PSMB6_G;P28072;right
981;Q99436;PSMB7_H;Q99436;right
982;P25789;PSMA4_I;P25789;right
983;P25788;PSMA3_J;P25788;right
984;P60900;PSMA6_K;P60900;right
985;P28066;PSMA5_L;P28066;right
986;P25787;PSMA2_M;P25787;right
987;Q8TAA3;PSMA8_A;Q8TAA3;right
988;P28070;PSMB4_B;P28070;right
989;P28074;PSMB5_C;P28074;right
990;P49721;PSMB2_D;P49721;right
991;P20618;PSMB1_E;P20618;right
992;O14818;PSMA1_F;O14818;right
993;P28072;PSMB6_G;P28072;right
994;Q99436;PSMB7_H;Q99436;right
995;P25789;PSMA4_I;P25789;right
996;P25788;PSMA3_J;P25788;right
997;P60900;PSMA6_K;P60900;right
998;P28066;PSMA5_L;P28066;right
999;P25787;PSMA2_M;P25787;right
1000;Q8TAA3;PSMA8_A;Q8TAA3;right
1001;P28070;PSMB4_B;P28070;right
1002;P28074;PSMB5_C;P28074;right
1003;P49721;PSMB2_D;P49721;right
1004;P20618;PSMB1_E;P20618;right
1005;O14818;PSMA1_F;O14818;right
1006;P28072;PSMB6_G;P28072;right
1007;Q99436;PSMB7_H;Q99436;right
1008;P25789;PSMA4_I;P25789;right
1009;P25788;PSMA3_J;P25788;right
1010;P60900;PSMA6_K;P60900;right
1011;P28066;PSMA5_L;P28066;right
1012;P25787;PSMA2_M;P25787;right
1013;Q8TAA3;PSMA8_A;Q8TAA3;right
1014;P28070;PSMB4_B;P28070;right
1015;P28074;PSMB5_C;P28074;right
1016;P49721;PSMB2_D;P49721;right
1017;P20618;PSMB1_E;P20618;right
1018;O14818;PSMA1_F;O14818;right
1019;P28072;PSMB6_G;P28072;right
1020;Q99436;PSMB7_H;Q99436;right
1021;P25789;PSMA4_I;P25789;right
1022;P25788;PSMA3_J;P25788;right
1023;P60900;PSMA6_K;P60900;right
1024;P28066;PSMA5_L;P28066;right
1025;P25787;PSMA2_M;P25787;right
1026;Q8TAA3;PSMA8_A;Q8TAA3;right
1027;P28070;PSMB4_B;P28070;right
1028;P28074;PSMB5_C;P28074;right
1029;P49721;PSMB2_D;P49721;right
1030;P20618;PSMB1_E;P20618;right
1031;O14818;PSMA1_F;O14818;right
1032;P28072;PSMB6_G;P28072;right
1033;Q99436;PSMB7_H;Q99436;right
1034;P25789;PSMA4_I;P25789;right
1035;P25788;PSMA3_J;P25788;right
1036;P60900;PSMA6_K;P60900;right
1037;P28066;PSMA5_L;P28066;right
1038;P25787;PSMA2_M;P25787;right
1039;Q8TAA3;PSMA8_A;Q8TAA3;right
1040;P28070;PSMB4_B;P28070;right
1041;P28074;PSMB5_C;P28074;right
1042;P49721;PSMB2_D;P49721;right
1043;P20618;PSMB1_E;P20618;right
1044;O14818;PSMA1_F;O14818;right
1045;P28072;PSMB6_G;P28072;right
1046;Q99436;PSMB7_H;Q99436;right
1047;P25789;PSMA4_I;P25789;right
1048;P25788;PSMA3_J;P25788;right
1049;P60900;PSMA6_K;P60900;right
1050;P28066;PSMA5_L;P28066;right
1051;P25787;PSMA2_M;P25787;right
1052;Q8TAA3;PSMA8_A;Q8TAA3;right
1053;P28070;PSMB4_B;P28070;right
1054;P28074;PSMB5_C;P28074;right
1055;P49721;PSMB2_D;P49721;right
1056;P20618;PSMB1_E;P20618;right
1057;O14818;PSMA1_F;O14818;right
1058;P28072;PSMB6_G;P28072;right
1059;Q99436;PSMB7_H;Q99436;right
1060;P25789;PSMA4_I;P25789;right
1061;P25788;PSMA3_J;P25788;right
1062;P60900;PSMA6_K;P60900;right
1063;P28066;PSMA5_L;P28066;right
1064;P25787;PSMA2_M;P25787;right
1065;Q8TAA3;PSMA8_A;Q8TAA3;right
1066;P28070;PSMB4_B;P28070;right
1067;P28074;PSMB5_C;P28074;right
1068;P49721;PSMB2_D;P49721;right
1069;P20618;PSMB1_E;P20618;right
1070;O14818;PSMA1_F;O14818;right
1071;P28072;PSMB6_G;P28072;right
1072;Q99436;PSMB7_H;Q99436;right
1073;P25789;PSMA4_I;P25789;right
1074;P25788;PSMA3_J;P25788;right
1075;P60900;PSMA6_K;P60900;right
1076;P28066;PSMA5_L;P28066;right
1077;P25787;PSMA2_M;P25787;right
1078;Q8TAA3;PSMA8_A;Q8TAA3;right
1079;P28070;PSMB4_B;P28070;right
1080;P28074;PSMB5_C;P28074;right
1081;P49721;PSMB2_D;P49721;right
1082;P20618;PSMB1_E;P20618;right
1083;O14818;PSMA1_F;O14818;right
1084;P28072;PSMB6_G;P28072;right
1085;Q99436;PSMB7_H;Q99436;right
1086;P25789;PSMA4_I;P25789;right
1087;P25788;PSMA3_J;P25788;right
1088;P60900;PSMA6_K;P60900;right
1089;P28066;PSMA5_L;P28066;right
1090;P25787;PSMA2_M;P25787;right
1091;Q8TAA3;PSMA8_A;Q8TAA3;right
1092;P28070;PSMB4_B;P28070;right
1093;P28074;PSMB5_C;P28074;right
1094;P49721;PSMB2_D;P49721;right
1095;P20618;PSMB1_E;P20618;right
1096;O14818;PSMA1_F;O14818;right
1097;P28072;PSMB6_G;P28072;right
1098;Q99436;PSMB7_H;Q99436;right
1099;P25789;PSMA4_I;P25789;right
1100;P25788;PSMA3_J;P25788;right
1101;P60900;PSMA6_K;P60900;right
1102;P28066;PSMA5_L;P28066;right
1103;P25787;PSMA2_M;P25787;right
1104;Q8TAA3;PSMA8_A;Q8TAA3;right
1105;P28070;PSMB4_B;P28070;right
1106;P28074;PSMB5_C;P28074;right
1107;P49721;PSMB2_D;P49721;right
1108;P20618;PSMB1_E;P20618;right
1109;O14818;PSMA1_F;O14818;right
1110;P28072;PSMB6_G;P28072;right
1111;Q99436;PSMB7_H;Q99436;right
1112;P25789;PSMA4_I;P25789;right
1113;P25788;PSMA3_J;P25788;right
1114;P60900;PSMA6_K;P60900;right
1115;P28066;PSMA5_L;P28066;right
1116;P25787;PSMA2_M;P25787;right
1117;Q8TAA3;PSMA8_A;Q8TAA3;right
1118;P28070;PSMB4_B;P28070;right
1119;P28074;PSMB5_C;P28074;right
1120;P49721;PSMB2_D;P49721;right
1121;P20618;PSMB1_E;P20618;right
1122;O14818;PSMA1_F;O14818;right
1123;P28072;PSMB6_G;P28072;right
1124;Q99436;PSMB7_H;Q99436;right
1125;P25789;PSMA4_I;P25789;right
1126;P25788;PSMA3_J;P25788;right
1127;P60900;PSMA6_K;P60900;right
1128;P28066;PSMA5_L;P28066;right
1129;P25787;PSMA2_M;P25787;right
1130;Q8TAA3;PSMA8_A;Q8TAA3;right
1131;P28070;PSMB4_B;P28070;right
1132;P28074;PSMB5_C;P28074;right
1133;P49721;PSMB2_D;P49721;right
1134;P20618;PSMB1_E;P20618;right
1135;O14818;PSMA1_F;O14818;right
1136;P28072;PSMB6_G;P28072;right
1137;Q99436;PSMB7_H;Q99436;right
1138;P25789;PSMA4_I;P25789;right
1139;P25788;PSMA3_J;P25788;right
1140;P60900;PSMA6_K;P60900;right
1141;P28066;PSMA5_L;P28066;right
1142;P25787;PSMA2_M;P25787;right
1143;Q8TAA3;PSMA8_A;Q8TAA3;right
1144;P28070;PSMB4_B;P28070;right
1145;P28074;PSMB5_C;P28074;right
1146;P49721;PSMB2_D;P49721;right
1147;P20618;PSMB1_E;P20618;right
1148;O14818;PSMA1_F;O14818;right
1149;P28072;PSMB6_G;P28072;right
1150;Q99436;PSMB7_H;Q99436;right
1151;P25789;PSMA4_I;P25789;right
1152;P25788;PSMA3_J;P25788;right
1153;P60900;PSMA6_K;P60900;right
1154;P28066;PSMA5_L;P28066;right
1155;P25787;PSMA2_M;P25787;right
1156;Q8TAA3;PSMA8_A;Q8TAA3;right
1157;P28070;PSMB4_B;P28070;right
1158;P28074;PSMB5_C;P28074;right
1159;P49721;PSMB2_D;P49721;right
1160;P20618;PSMB1_E;P20618;right
1161;O14818;PSMA1_F;O14818;right
1162;P28072;PSMB6_G;P28072;right
1163;Q99436;PSMB7_H;Q99436;right
1164;P25789;PSMA4_I;P25789;right
1165;P25788;PSMA3_J;P25788;right
1166;P60900;PSMA6_K;P60900;right
1167;P28066;PSMA5_L;P28066;right
1168;P25787;PSMA2_M;P25787;right
1169;Q8TAA3;PSMA8_A;Q8TAA3;right
1170;P28070;PSMB4_B;P28070;right
1171;P28074;PSMB5_C;P28074;right
1172;P49721;PSMB2_D;P49721;right
1173;P20618;PSMB1_E;P20618;right
1174;O14818;PSMA1_F;O14818;right
1175;P28072;PSMB6_G;P28072;right
1176;Q99436;PSMB7_H;Q99436;right
1177;P25789;PSMA4_I;P25789;right
1178;P25788;PSMA3_J;P25788;right
1179;P60900;PSMA6_K;P60900;right
1180;P28066;PSMA5_L;P28066;right
1181;P25787;PSMA2_M;P25787;right
1182;Q8TAA3;PSMA8_A;Q8TAA3;right
1183;P28070;PSMB4_B;P28070;right
1184;P28074;PSMB5_C;P28074;right
1185;P49721;PSMB2_D;P49721;right
1186;P20618;PSMB1_E;P20618;right
1187;O14818;PSMA1_F;O14818;right
1188;P28072;PSMB6_G;P28072;right
1189;Q99436;PSMB7_H;Q99436;right
1190;P25789;PSMA4_I;P25789;right
1191;P25788;PSMA3_J;P25788;right
1192;P60900;PSMA6_K;P60900;right
1193;P28066;PSMA5_L;P28066;right
1194;P25787;PSMA2_M;P25787;right
1195;Q8TAA3;PSMA8_A;Q8TAA3;right
1196;P28070;PSMB4_B;P28070;right
1197;P28074;PSMB5_C;P28074;right
1198;P49721;PSMB2_D;P49721;right
1199;P20618;PSMB1_E;P20618;right
1200;O14818;PSMA1_F;O14818;right
1201;P28072;PSMB6_G;P28072;right
1202;Q99436;PSMB7_H;Q99436;right
1203;P25789;PSMA4_I;P25789;right
1204;P25788;PSMA3_J;P25788;right
1205;P60900;PSMA6_K;P60900;right
1206;P28066;PSMA5_L;P28066;right
1207;P25787;PSMA2_M;P25787;right
1208;Q8TAA3;PSMA8_A;Q8TAA3;right
1209;P28070;PSMB4_B;P28070;right
1210;P28074;PSMB5_C;P28074;right
1211;P49721;PSMB2_D;P49721;right
1212;P20618;PSMB1_E;P20618;right
1213;O14818;PSMA1_F;O14818;right
1214;P28072;PSMB6_G;P28072;right
1215;Q99436;PSMB7_H;Q99436;right
1216;P25789;PSMA4_I;P25789;right
1217;P25788;PSMA3_J;P25788;right
1218;P60900;PSMA6_K;P60900;right
1219;P28066;PSMA5_L;P28066;right
1220;P25787;PSMA2_M;P25787;right
1221;Q8TAA3;PSMA8_A;Q8TAA3;right
1222;P28070;PSMB4_B;P28070;right
1223;P28074;PSMB5_C;P28074;right
1224;P49721;PSMB2_D;P49721;right
1225;P20618;PSMB1_E;P20618;right
1226;O14818;PSMA1_F;O14818;right
1227;P28072;PSMB6_G;P28072;right
1228;Q99436;PSMB7_H;Q99436;right
1229;P25789;PSMA4_I;P25789;right
1230;P25788;PSMA3_J;P25788;right
1231;P60900;PSMA6_K;P60900;right
1232;P28066;PSMA5_L;P28066;right
1233;P25787;PSMA2_M;P25787;right
1234;Q8TAA3;PSMA8_A;Q8TAA3;right
1235;P28070;PSMB4_B;P28070;right
1236;P28074;PSMB5_C;P28074;right
1237;P49721;PSMB2_D;P49721;right
1238;P20618;PSMB1_E;P20618;right
1239;O14818;PSMA1_F;O14818;right
1240;P28072;PSMB6_G;P28072;right
1241;Q99436;PSMB7_H;Q99436;right
1242;P25789;PSMA4_I;P25789;right
1243;P25788;PSMA3_J;P25788;right
1244;P60900;PSMA6_K;P60900;right
1245;P28066;PSMA5_L;P28066;right
1246;P25787;PSMA2_M;P25787;right
1247;Q8TAA3;PSMA8_A;Q8TAA3;right
1248;P28070;PSMB4_B;P28070;right
1249;P28074;PSMB5_C;P28074;right
1250;P49721;PSMB2_D;P49721;right
1251;P20618;PSMB1_E;P20618;right
1252;O14818;PSMA1_F;O14818;right
1253;P28072;PSMB6_G;P28072;right
1254;Q99436;PSMB7_H;Q99436;right
1255;P25789;PSMA4_I;P25789;right
1256;P25788;PSMA3_J;P25788;right
1257;P60900;PSMA6_K;P60900;right
1258;P28066;PSMA5_L;P28066;right
1259;P25787;PSMA2_M;P25787;right
1260;Q8TAA3;PSMA8_A;Q8TAA3;right
1261;P28070;PSMB4_B;P28070;right
1262;P28074;PSMB5_C;P28074;right
1263;P49721;PSMB2_D;P49721;right
1264;P20618;PSMB1_E;P20618;right
1265;O14818;PSMA1_F;O14818;right
1266;P28072;PSMB6_G;P28072;right
1267;Q99436;PSMB7_H;Q99436;right
1268;P25789;PSMA4_I;P25789;right
1269;P25788;PSMA3_J;P25788;right
1270;P60900;PSMA6_K;P60900;right
1271;P28066;PSMA5_L;P28066;right
1272;P25787;PSMA2_M;P25787;right
1273;Q8TAA3;PSMA8_A;Q8TAA3;right
1274;P28070;PSMB4_B;P28070;right
1275;P28074;PSMB5_C;P28074;right
1276;P49721;PSMB2_D;P49721;right
1277;P20618;PSMB1_E;P20618;right
1278;O14818;PSMA1_F;O14818;right
1279;P28072;PSMB6_G;P28072;right
1280;Q99436;PSMB7_H;Q99436;right
1281;P25789;PSMA4_I;P25789;right
1282;P25788;PSMA3_J;P25788;right
1283;P60900;PSMA6_K;P60900;right
1284;P28066;PSMA5_L;P28066;right
1285;P25787;PSMA2_M;P25787;right
1286;Q8TAA3;PSMA8_A;Q8TAA3;right
1287;P28070;PSMB4_B;P28070;right
1288;P28074;PSMB5_C;P28074;right
1289;P49721;PSMB2_D;P49721;right
1290;P20618;PSMB1_E;P20618;right
1291;O14818;PSMA1_F;O14818;right
1292;P28072;PSMB6_G;P28072;right
1293;Q99436;PSMB7_H;Q99436;right
1294;P25789;PSMA4_I;P25789;right
1295;P25788;PSMA3_J;P25788;right
1296;P60900;PSMA6_K;P60900;right
1297;P28066;PSMA5_L;P28066;right
1298;P25787;PSMA2_M;P25787;right
1299;Q8TAA3;PSMA8_A;Q8TAA3;right
1300;P28070;PSMB4_B;P28070;right
1301;P28074;PSMB5_C;P28074;right
1302;P49721;PSMB2_D;P49721;right
1303;P20618;PSMB1_E;P20618;right
1304;O14818;PSMA1_F;O14818;right
1305;P28072;PSMB6_G;P28072;right
1306;Q99436;PSMB7_H;Q99436;right
1307;P25789;PSMA4_I;P25789;right
1308;P25788;PSMA3_J;P25788;right
1309;P60900;PSMA6_K;P60900;right
1310;P28066;PSMA5_L;P28066;right
1311;P25787;PSMA2_M;P25787;right
1312;Q8TAA3;PSMA8_A;Q8TAA3;right
1313;P28070;PSMB4_B;P28070;right
1314;P28074;PSMB5_C;P28074;right
1315;P49721;PSMB2_D;P49721;right
1316;P20618;PSMB1_E;P20618;right
1317;O14818;PSMA1_F;O14818;right
1318;P28072;PSMB6_G;P28072;right
1319;Q99436;PSMB7_H;Q99436;right
1320;P25789;PSMA4_I;P25789;right
1321;P25788;PSMA3_J;P25788;right
1322;P60900;PSMA6_K;P60900;right
1323;P28066;PSMA5_L;P28066;right
1324;P25787;PSMA2_M;P25787;right
1325;Q8TAA3;PSMA8_A;Q8TAA3;right
1326;P28070;PSMB4_B;P28070;right
1327;P28074;PSMB5_C;P28074;right
1328;P49721;PSMB2_D;P49721;right
1329;P20618;PSMB1_E;P20618;right
1330;O14818;PSMA1_F;O14818;right
1331;P28072;PSMB6_G;P28072;right
1332;Q99436;PSMB7_H;Q99436;right
1333;P25789;PSMA4_I;P25789;right
1334;P25788;PSMA3_J;P25788;right
1335;P60900;PSMA6_K;P60900;right
1336;P28066;PSMA5_L;P28066;right
1337;P25787;PSMA2_M;P25787;right
