label;uniprotAccs;region_name;Score_Max;hemisphere
203;P25788;PSMA3_J;P25788;right
204;P60900;PSMA6_K;P60900;right
205;P28066;PSMA5_L;P28066;right
206;P25787;PSMA2_M;P25787;right
207;Q8TAA3;PSMA8_A;Q8TAA3;right
208;P28070;PSMB4_B;P28070;right
209;P28074;PSMB5_C;P28074;right
210;P49721;PSMB2_D;P49721;right
211;P20618;PSMB1_E;P20618;right
212;O14818;PSMA1_F;O14818;right
213;P28072;PSMB6_G;P28072;right
214;Q99436;PSMB7_H;Q99436;right
215;P25789;PSMA4_I;P25789;right
216;P25788;PSMA3_J;P25788;right
217;P60900;PSMA6_K;P60900;right
218;P28066;PSMA5_L;P28066;right
219;P25787;PSMA2_M;P25787;right
220;Q8TAA3;PSMA8_A;Q8TAA3;right
221;P28070;PSMB4_B;P28070;right
222;P28074;PSMB5_C;P28074;right
223;P49721;PSMB2_D;P49721;right
224;P20618;PSMB1_E;P20618;right
225;O14818;PSMA1_F;O14818;right
226;P28072;PSMB6_G;P28072;right
227;Q99436;PSMB7_H;Q99436;right
228;P25789;PSMA4_I;P25789;right
229;P25788;PSMA3_J;P25788;right
230;P60900;PSMA6_K;P60900;right
231;P28066;PSMA5_L;P28066;right
232;P25787;PSMA2_M;P25787;right
233;Q8TAA3;PSMA8_A;Q8TAA3;right
234;P28070;PSMB4_B;P28070;right
235;P28074;PSMB5_C;P28074;right
236;P49721;PSMB2_D;P49721;right
237;P20618;PSMB1_E;P20618;right
238;O14818;PSMA1_F;O14818;right
239;P28072;PSMB6_G;P28072;right
240;Q99436;PSMB7_H;Q99436;right
241;P25789;PSMA4_I;P25789;right
242;P25788;PSMA3_J;P25788;right
243;P60900;PSMA6_K;P60900;right
244;P28066;PSMA5_L;P28066;right
245;P25787;PSMA2_M;P25787;right
246;Q8TAA3;PSMA8_A;Q8TAA3;right
247;P28070;PSMB4_B;P28070;right
248;P28074;PSMB5_C;P28074;right
249;P49721;PSMB2_D;P49721;right
250;P20618;PSMB1_E;P20618;right
251;O14818;PSMA1_F;O14818;right
252;P28072;PSMB6_G;P28072;right
253;Q99436;PSMB7_H;Q99436;right
254;P25789;PSMA4_I;P25789;right
255;P25788;PSMA3_J;P25788;right
256;P60900;PSMA6_K;P60900;right
257;P28066;PSMA5_L;P28066;right
258;P25787;PSMA2_M;P25787;right
259;Q8TAA3;PSMA8_A;Q8TAA3;right
260;P28070;PSMB4_B;P28070;right
261;P28074;PSMB5_C;P28074;right
262;P49721;PSMB2_D;P49721;right
263;P20618;PSMB1_E;P20618;right
264;O14818;PSMA1_F;O14818;right
265;P28072;PSMB6_G;P28072;right
266;Q99436;PSMB7_H;Q99436;right
267;P25789;PSMA4_I;P25789;right
268;P25788;PSMA3_J;P25788;right
269;P60900;PSMA6_K;P60900;right
270;P28066;PSMA5_L;P28066;right
271;P25787;PSMA2_M;P25787;right
272;Q8TAA3;PSMA8_A;Q8TAA3;right
273;P28070;PSMB4_B;P28070;right
274;P28074;PSMB5_C;P28074;right
275;P49721;PSMB2_D;P49721;right
276;P20618;PSMB1_E;P20618;right
277;O14818;PSMA1_F;O14818;right
278;P28072;PSMB6_G;P28072;right
279;Q99436;PSMB7_H;Q99436;right
280;P25789;PSMA4_I;P25789;right
281;P25788;PSMA3_J;P25788;right
282;P60900;PSMA6_K;P60900;right
283;P28066;PSMA5_L;P28066;right
284;P25787;PSMA2_M;P25787;right
285;Q8TAA3;PSMA8_A;Q8TAA3;right
286;P28070;PSMB4_B;P28070;right
287;P28074;PSMB5_C;P28074;right
288;P49721;PSMB2_D;P49721;right
289;P20618;PSMB1_E;P20618;right
290;O14818;PSMA1_F;O14818;right
291;P28072;PSMB6_G;P28072;right
292;Q99436;PSMB7_H;Q99436;right
293;P25789;PSMA4_I;P25789;right
294;P25788;PSMA3_J;P25788;right
295;P60900;PSMA6_K;P60900;right
296;P28066;PSMA5_L;P28066;right
297;P25787;PSMA2_M;P25787;right
298;Q8TAA3;PSMA8_A;Q8TAA3;right
299;P28070;PSMB4_B;P28070;right
300;P28074;PSMB5_C;P28074;right
301;P49721;PSMB2_D;P49721;right
302;P20618;PSMB1_E;P20618;right
303;O14818;PSMA1_F;O14818;right
304;P28072;PSMB6_G;P28072;right
305;Q99436;PSMB7_H;Q99436;right
306;P25789;PSMA4_I;P25789;right
307;P25788;PSMA3_J;P25788;right
308;P60900;PSMA6_K;P60900;right
309;P28066;PSMA5_L;P28066;right
310;P25787;PSMA2_M;P25787;right
311;Q8TAA3;PSMA8_A;Q8TAA3;right
312;P28070;PSMB4_B;P28070;right
313;P28074;PSMB5_C;P28074;right
314;P49721;PSMB2_D;P49721;right
315;P20618;PSMB1_E;P20618;right
316;O14818;PSMA1_F;O14818;right
317;P28072;PSMB6_G;P28072;right
318;Q99436;PSMB7_H;Q99436;right
319;P25789;PSMA4_I;P25789;right
320;P25788;PSMA3_J;P25788;right
321;P60900;PSMA6_K;P60900;right
322;P28066;PSMA5_L;P28066;right
323;P25787;PSMA2_M;P25787;right
324;Q8TAA3;PSMA8_A;Q8TAA3;right
325;P28070;PSMB4_B;P28070;right
326;P28074;PSMB5_C;P28074;right
327;P49721;PSMB2_D;P49721;right
328;P20618;PSMB1_E;P20618;right
329;O14818;PSMA1_F;O14818;right
330;P28072;PSMB6_G;P28072;right
331;Q99436;PSMB7_H;Q99436;right
332;P25789;PSMA4_I;P25789;right
333;P25788;PSMA3_J;P25788;right
334;P60900;PSMA6_K;P60900;right
335;P28066;PSMA5_L;P28066;right
336;P25787;PSMA2_M;P25787;right
337;Q8TAA3;PSMA8_A;Q8TAA3;right
338;P28070;PSMB4_B;P28070;right
339;P28074;PSMB5_C;P28074;right
340;P49721;PSMB2_D;P49721;right
341;P20618;PSMB1_E;P20618;right
342;O14818;PSMA1_F;O14818;right
343;P28072;PSMB6_G;P28072;right
344;Q99436;PSMB7_H;Q99436;right
345;P25789;PSMA4_I;P25789;right
346;P25788;PSMA3_J;P25788;right
347;P60900;PSMA6_K;P60900;right
348;P28066;PSMA5_L;P28066;right
349;P25787;PSMA2_M;P25787;right
350;Q8TAA3;PSMA8_A;Q8TAA3;right
351;P28070;PSMB4_B;P28070;right
352;P28074;PSMB5_C;P28074;right
353;P49721;PSMB2_D;P49721;right
354;P20618;PSMB1_E;P20618;right
355;O14818;PSMA1_F;O14818;right
356;P28072;PSMB6_G;P28072;right
357;Q99436;PSMB7_H;Q99436;right
358;P25789;PSMA4_I;P25789;right
359;P25788;PSMA3_J;P25788;right
360;P60900;PSMA6_K;P60900;right
361;P28066;PSMA5_L;P28066;right
362;P25787;PSMA2_M;P25787;right
363;Q8TAA3;PSMA8_A;Q8TAA3;right
364;P28070;PSMB4_B;P28070;right
365;P28074;PSMB5_C;P28074;right
366;P49721;PSMB2_D;P49721;right
367;P20618;PSMB1_E;P20618;right
368;O14818;PSMA1_F;O14818;right
369;P28072;PSMB6_G;P28072;right
370;Q99436;PSMB7_H;Q99436;right
371;P25789;PSMA4_I;P25789;right
372;P25788;PSMA3_J;P25788;right
373;P60900;PSMA6_K;P60900;right
374;P28066;PSMA5_L;P28066;right
375;P25787;PSMA2_M;P25787;right
376;Q8TAA3;PSMA8_A;Q8TAA3;right
377;P28070;PSMB4_B;P28070;right
378;P28074;PSMB5_C;P28074;right
379;P49721;PSMB2_D;P49721;right
380;P20618;PSMB1_E;P20618;right
381;O14818;PSMA1_F;O14818;right
382;P28072;PSMB6_G;P28072;right
383;Q99436;PSMB7_H;Q99436;right
384;P25789;PSMA4_I;P25789;right
385;P25788;PSMA3_J;P25788;right
386;P60900;PSMA6_K;P60900;right
387;P28066;PSMA5_L;P28066;right
388;P25787;PSMA2_M;P25787;right
389;Q8TAA3;PSMA8_A;Q8TAA3;right
390;P28070;PSMB4_B;P28070;right
391;P28074;PSMB5_C;P28074;right
392;P49721;PSMB2_D;P49721;right
393;P20618;PSMB1_E;P20618;right
394;O14818;PSMA1_F;O14818;right
395;P28072;PSMB6_G;P28072;right
396;Q99436;PSMB7_H;Q99436;right
397;P25789;PSMA4_I;P25789;right
398;P25788;PSMA3_J;P25788;right
399;P60900;PSMA6_K;P60900;right
400;P28066;PSMA5_L;P28066;right
401;P25787;PSMA2_M;P25787;right
402;Q8TAA3;PSMA8_A;Q8TAA3;right
403;P28070;PSMB4_B;P28070;right
404;P28074;PSMB5_C;P28074;right
405;P49721;PSMB2_D;P49721;right
406;P20618;PSMB1_E;P20618;right
407;O14818;PSMA1_F;O14818;right
408;P28072;PSMB6_G;P28072;right
409;Q99436;PSMB7_H;Q99436;right
410;P25789;PSMA4_I;P25789;right
411;P25788;PSMA3_J;P25788;right
412;P60900;PSMA6_K;P60900;right
413;P28066;PSMA5_L;P28066;right
414;P25787;PSMA2_M;P25787;right
415;Q8TAA3;PSMA8_A;Q8TAA3;right
416;P28070;PSMB4_B;P28070;right
417;P28074;PSMB5_C;P28074;right
418;P49721;PSMB2_D;P49721;right
419;P20618;PSMB1_E;P20618;right
420;O14818;PSMA1_F;O14818;right
421;P28072;PSMB6_G;P28072;right
422;Q99436;PSMB7_H;Q99436;right
423;P25789;PSMA4_I;P25789;right
424;P25788;PSMA3_J;P25788;right
425;P60900;PSMA6_K;P60900;right
426;P28066;PSMA5_L;P28066;right
427;P25787;PSMA2_M;P25787;right
428;Q8TAA3;PSMA8_A;Q8TAA3;right
429;P28070;PSMB4_B;P28070;right
430;P28074;PSMB5_C;P28074;right
431;P49721;PSMB2_D;P49721;right
432;P20618;PSMB1_E;P20618;right
433;O14818;PSMA1_F;O14818;right
434;P28072;PSMB6_G;P28072;right
435;Q99436;PSMB7_H;Q99436;right
436;P25789;PSMA4_I;P25789;right
437;P25788;PSMA3_J;P25788;right
438;P60900;PSMA6_K;P60900;right
439;P28066;PSMA5_L;P28066;right
440;P25787;PSMA2_M;P25787;right
441;Q8TAA3;PSMA8_A;Q8TAA3;right
442;P28070;PSMB4_B;P28070;right
443;P28074;PSMB5_C;P28074;right
444;P49721;PSMB2_D;P49721;right
445;P20618;PSMB1_E;P20618;right
446;O14818;PSMA1_F;O14818;right
447;P28072;PSMB6_G;P28072;right
448;Q99436;PSMB7_H;Q99436;right
449;P25789;PSMA4_I;P25789;right
450;P25788;PSMA3_J;P25788;right
451;P60900;PSMA6_K;P60900;right
452;P28066;PSMA5_L;P28066;right
453;P25787;PSMA2_M;P25787;right
454;Q8TAA3;PSMA8_A;Q8TAA3;right
455;P28070;PSMB4_B;P28070;right
456;P28074;PSMB5_C;P28074;right
457;P49721;PSMB2_D;P49721;right
458;P20618;PSMB1_E;P20618;right
459;O14818;PSMA1_F;O14818;right
460;P28072;PSMB6_G;P28072;right
461;Q99436;PSMB7_H;Q99436;right
462;P25789;PSMA4_I;P25789;right
463;P25788;PSMA3_J;P25788;right
464;P60900;PSMA6_K;P60900;right
465;P28066;PSMA5_L;P28066;right
466;P25787;PSMA2_M;P25787;right
467;Q8TAA3;PSMA8_A;Q8TAA3;right
468;P28070;PSMB4_B;P28070;right
469;P28074;PSMB5_C;P28074;right
470;P49721;PSMB2_D;P49721;right
471;P20618;PSMB1_E;P20618;right
472;O14818;PSMA1_F;O14818;right
473;P28072;PSMB6_G;P28072;right
474;Q99436;PSMB7_H;Q99436;right
475;P25789;PSMA4_I;P25789;right
476;P25788;PSMA3_J;P25788;right
477;P60900;PSMA6_K;P60900;right
478;P28066;PSMA5_L;P28066;right
479;P25787;PSMA2_M;P25787;right
480;Q8TAA3;PSMA8_A;Q8TAA3;right
481;P28070;PSMB4_B;P28070;right
482;P28074;PSMB5_C;P28074;right
483;P49721;PSMB2_D;P49721;right
484;P20618;PSMB1_E;P20618;right
485;O14818;PSMA1_F;O14818;right
486;P28072;PSMB6_G;P28072;right
487;Q99436;PSMB7_H;Q99436;right
488;P25789;PSMA4_I;P25789;right
489;P25788;PSMA3_J;P25788;right
490;P60900;PSMA6_K;P60900;right
491;P28066;PSMA5_L;P28066;right
492;P25787;PSMA2_M;P25787;right
493;Q8TAA3;PSMA8_A;Q8TAA3;right
494;P28070;PSMB4_B;P28070;right
495;P28074;PSMB5_C;P28074;right
496;P49721;PSMB2_D;P49721;right
497;P20618;PSMB1_E;P20618;right
498;O14818;PSMA1_F;O14818;right
499;P28072;PSMB6_G;P28072;right
500;Q99436;PSMB7_H;Q99436;right
501;P25789;PSMA4_I;P25789;right
502;P25788;PSMA3_J;P25788;right
503;P60900;PSMA6_K;P60900;right
504;P28066;PSMA5_L;P28066;right
505;P25787;PSMA2_M;P25787;right
506;Q8TAA3;PSMA8_A;Q8TAA3;right
507;P28070;PSMB4_B;P28070;right
508;P28074;PSMB5_C;P28074;right
509;P49721;PSMB2_D;P49721;right
510;P20618;PSMB1_E;P20618;right
511;O14818;PSMA1_F;O14818;right
512;P28072;PSMB6_G;P28072;right
513;Q99436;PSMB7_H;Q99436;right
514;P25789;PSMA4_I;P25789;right
515;P25788;PSMA3_J;P25788;right
516;P60900;PSMA6_K;P60900;right
517;P28066;PSMA5_L;P28066;right
518;P25787;PSMA2_M;P25787;right
519;Q8TAA3;PSMA8_A;Q8TAA3;right
520;P28070;PSMB4_B;P28070;right
521;P28074;PSMB5_C;P28074;right
522;P49721;PSMB2_D;P49721;right
523;P20618;PSMB1_E;P20618;right
524;O14818;PSMA1_F;O14818;right
525;P28072;PSMB6_G;P28072;right
526;Q99436;PSMB7_H;Q99436;right
527;P25789;PSMA4_I;P25789;right
528;P25788;PSMA3_J;P25788;right
529;P60900;PSMA6_K;P60900;right
530;P28066;PSMA5_L;P28066;right
531;P25787;PSMA2_M;P25787;right
532;Q8TAA3;PSMA8_A;Q8TAA3;right
533;P28070;PSMB4_B;P28070;right
534;P28074;PSMB5_C;P28074;right
535;P49721;PSMB2_D;P49721;right
536;P20618;PSMB1_E;P20618;right
537;O14818;PSMA1_F;O14818;right
538;P28072;PSMB6_G;P28072;right
539;Q99436;PSMB7_H;Q99436;right
540;P25789;PSMA4_I;P25789;right
541;P25788;PSMA3_J;P25788;right
542;P60900;PSMA6_K;P60900;right
543;P28066;PSMA5_L;P28066;right
544;P25787;PSMA2_M;P25787;right
545;Q8TAA3;PSMA8_A;Q8TAA3;right
546;P28070;PSMB4_B;P28070;right
547;P28074;PSMB5_C;P28074;right
548;P49721;PSMB2_D;P49721;right
549;P20618;PSMB1_E;P20618;right
550;O14818;PSMA1_F;O14818;right
551;P28072;PSMB6_G;P28072;right
552;Q99436;PSMB7_H;Q99436;right
553;P25789;PSMA4_I;P25789;right
554;P25788;PSMA3_J;P25788;right
555;P60900;PSMA6_K;P60900;right
556;P28066;PSMA5_L;P28066;right
557;P25787;PSMA2_M;P25787;right
558;Q8TAA3;PSMA8_A;Q8TAA3;right
559;P28070;PSMB4_B;P28070;right
560;P28074;PSMB5_C;P28074;right
561;P49721;PSMB2_D;P49721;right
562;P20618;PSMB1_E;P20618;right
563;O14818;PSMA1_F;O14818;right
564;P28072;PSMB6_G;P28072;right
565;Q99436;PSMB7_H;Q99436;right
566;P25789;PSMA4_I;P25789;right
567;P25788;PSMA3_J;P25788;right
568;P60900;PSMA6_K;P60900;right
569;P28066;PSMA5_L;P28066;right
570;P25787;PSMA2_M;P25787;right
571;Q8TAA3;PSMA8_A;Q8TAA3;right
572;P28070;PSMB4_B;P28070;right
573;P28074;PSMB5_C;P28074;right
574;P49721;PSMB2_D;P49721;right
575;P20618;PSMB1_E;P20618;right
576;O14818;PSMA1_F;O14818;right
577;P28072;PSMB6_G;P28072;right
578;Q99436;PSMB7_H;Q99436;right
579;P25789;PSMA4_I;P25789;right
580;P25788;PSMA3_J;P25788;right
581;P60900;PSMA6_K;P60900;right
582;P28066;PSMA5_L;P28066;right
583;P25787;PSMA2_M;P25787;right
584;Q8TAA3;PSMA8_A;Q8TAA3;right
585;P28070;PSMB4_B;P28070;right
586;P28074;PSMB5_C;P28074;right
587;P49721;PSMB2_D;P49721;right
588;P20618;PSMB1_E;P20618;right
589;O14818;PSMA1_F;O14818;right
590;P28072;PSMB6_G;P28072;right
591;Q99436;PSMB7_H;Q99436;right
592;P25789;PSMA4_I;P25789;right
593;P25788;PSMA3_J;P25788;right
594;P60900;PSMA6_K;P60900;right
595;P28066;PSMA5_L;P28066;right
596;P25787;PSMA2_M;P25787;right
597;Q8TAA3;PSMA8_A;Q8TAA3;right
598;P28070;PSMB4_B;P28070;right
599;P28074;PSMB5_C;P28074;right
600;P49721;PSMB2_D;P49721;right
601;P20618;PSMB1_E;P20618;right
602;O14818;PSMA1_F;O14818;right
603;P28072;PSMB6_G;P28072;right
604;Q99436;PSMB7_H;Q99436;right
605;P25789;PSMA4_I;P25789;right
606;P25788;PSMA3_J;P25788;right
607;P60900;PSMA6_K;P60900;right
608;P28066;PSMA5_L;P28066;right
609;P25787;PSMA2_M;P25787;right
610;Q8TAA3;PSMA8_A;Q8TAA3;right
611;P28070;PSMB4_B;P28070;right
612;P28074;PSMB5_C;P28074;right
613;P49721;PSMB2_D;P49721;right
614;P20618;PSMB1_E;P20618;right
615;O14818;PSMA1_F;O14818;right
616;P28072;PSMB6_G;P28072;right
617;Q99436;PSMB7_H;Q99436;right
618;P25789;PSMA4_I;P25789;right
619;P25788;PSMA3_J;P25788;right
620;P60900;PSMA6_K;P60900;right
621;P28066;PSMA5_L;P28066;right
622;P25787;PSMA2_M;P25787;right
623;Q8TAA3;PSMA8_A;Q8TAA3;right
624;P28070;PSMB4_B;P28070;right
625;P28074;PSMB5_C;P28074;right
626;P49721;PSMB2_D;P49721;right
627;P20618;PSMB1_E;P20618;right
628;O14818;PSMA1_F;O14818;right
629;P28072;PSMB6_G;P28072;right
630;Q99436;PSMB7_H;Q99436;right
631;P25789;PSMA4_I;P25789;right
632;P25788;PSMA3_J;P25788;right
633;P60900;PSMA6_K;P60900;right
634;P28066;PSMA5_L;P28066;right
635;P25787;PSMA2_M;P25787;right
636;Q8TAA3;PSMA8_A;Q8TAA3;right
637;P28070;PSMB4_B;P28070;right
638;P28074;PSMB5_C;P28074;right
639;P49721;PSMB2_D;P49721;right
640;P20618;PSMB1_E;P20618;right
641;O14818;PSMA1_F;O14818;right
642;P28072;PSMB6_G;P28072;right
643;Q99436;PSMB7_H;Q99436;right
644;P25789;PSMA4_I;P25789;right
645;P25788;PSMA3_J;P25788;right
646;P60900;PSMA6_K;P60900;right
647;P28066;PSMA5_L;P28066;right
648;P25787;PSMA2_M;P25787;right
649;Q8TAA3;PSMA8_A;Q8TAA3;right
650;P28070;PSMB4_B;P28070;right
651;P28074;PSMB5_C;P28074;right
652;P49721;PSMB2_D;P49721;right
653;P20618;PSMB1_E;P20618;right
654;O14818;PSMA1_F;O14818;right
655;P28072;PSMB6_G;P28072;right
656;Q99436;PSMB7_H;Q99436;right
657;P25789;PSMA4_I;P25789;right
658;P25788;PSMA3_J;P25788;right
659;P60900;PSMA6_K;P60900;right
660;P28066;PSMA5_L;P28066;right
661;P25787;PSMA2_M;P25787;right
662;Q8TAA3;PSMA8_A;Q8TAA3;right
663;P28070;PSMB4_B;P28070;right
664;P28074;PSMB5_C;P28074;right
665;P49721;PSMB2_D;P49721;right
666;P20618;PSMB1_E;P20618;right
667;O14818;PSMA1_F;O14818;right
668;P28072;PSMB6_G;P28072;right
669;Q99436;PSMB7_H;Q99436;right
670;P25789;PSMA4_I;P25789;right
671;P25788;PSMA3_J;P25788;right
672;P60900;PSMA6_K;P60900;right
673;P28066;PSMA5_L;P28066;right
674;P25787;PSMA2_M;P25787;right
675;Q8TAA3;PSMA8_A;Q8TAA3;right
676;P28070;PSMB4_B;P28070;right
677;P28074;PSMB5_C;P28074;right
678;P49721;PSMB2_D;P49721;right
679;P20618;PSMB1_E;P20618;right
680;O14818;PSMA1_F;O14818;right
681;P28072;PSMB6_G;P28072;right
