Label;NodeStrength;DegreeCentrality;BetweennessCentrality;EigenvectorCentrality;ClusteringCoefficient;AvgPathLength;region_name;hemisphere
5082;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;5082_164_91_69;right
5083;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;5083_110_93_69;right
5084;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;5084_138_94_69;right
5085;0.39691;0.39691;0.39691;0.39691;0.39691;0.39691;5085_146_95_69;right
5086;0.29639;0.29639;0.29639;0.29639;0.29639;0.29639;5086_92_96_69;right
5087;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;5087_87_98_69;right
5088;0.40206;0.40206;0.40206;0.40206;0.40206;0.40206;5088_110_99_69;right
5089;0.40851;0.40851;0.40851;0.40851;0.40851;0.40851;5089_110_100_69;right
5090;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;5090_150_100_69;right
5091;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;5091_164_101_69;right
5092;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;5092_123_102_69;right
5093;0.20747;0.20747;0.20747;0.20747;0.20747;0.20747;5093_82_104_69;right
5094;0.35052;0.35052;0.35052;0.35052;0.35052;0.35052;5094_118_104_69;right
5095;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;5095_164_105_69;right
5096;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;5096_121_106_69;right
5097;0.40335;0.40335;0.40335;0.40335;0.40335;0.40335;5097_105_108_69;right
5098;0.32861;0.32861;0.32861;0.32861;0.32861;0.32861;5098_157_109_69;right
5099;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;5099_177_110_69;right
5100;0.26289;0.26289;0.26289;0.26289;0.26289;0.26289;5100_131_111_69;right
5101;0.40206;0.40206;0.40206;0.40206;0.40206;0.40206;5101_97_113_69;right
5102;0.29381;0.29381;0.29381;0.29381;0.29381;0.29381;5102_137_113_69;right
5103;0.37371;0.37371;0.37371;0.37371;0.37371;0.37371;5103_148_113_69;right
5104;0.083763;0.083763;0.083763;0.083763;0.083763;0.083763;5104_182_114_69;right
5105;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;5105_141_116_69;right
5106;0.22036;0.22036;0.22036;0.22036;0.22036;0.22036;5106_96_117_69;right
5107;0.12113;0.12113;0.12113;0.12113;0.12113;0.12113;5107_181_118_69;right
5108;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;5108_148_120_69;right
5109;0.375;0.375;0.375;0.375;0.375;0.375;5109_145_122_69;right
5110;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;5110_140_123_69;right
5111;0.23454;0.23454;0.23454;0.23454;0.23454;0.23454;5111_89_124_69;right
5112;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;5112_155_124_69;right
5113;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;5113_175_124_69;right
5114;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;5114_99_126_69;right
5115;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;5115_164_127_69;right
5116;0.36469;0.36469;0.36469;0.36469;0.36469;0.36469;5116_95_129_69;right
5117;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;5117_84_131_69;right
5118;0.39948;0.39948;0.39948;0.39948;0.39948;0.39948;5118_117_131_69;right
5119;0.39046;0.39046;0.39046;0.39046;0.39046;0.39046;5119_111_133_69;right
5120;0.39562;0.39562;0.39562;0.39562;0.39562;0.39562;5120_118_135_69;right
5121;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;5121_169_135_69;right
5122;0.36211;0.36211;0.36211;0.36211;0.36211;0.36211;5122_119_137_69;right
5123;0.32861;0.32861;0.32861;0.32861;0.32861;0.32861;5123_90_139_69;right
5124;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;5124_124_140_69;right
5125;0.34278;0.34278;0.34278;0.34278;0.34278;0.34278;5125_157_141_69;right
5126;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;5126_117_143_69;right
5127;0.3982;0.3982;0.3982;0.3982;0.3982;0.3982;5127_146_144_69;right
5128;0.39433;0.39433;0.39433;0.39433;0.39433;0.39433;5128_147_145_69;right
5129;0.38531;0.38531;0.38531;0.38531;0.38531;0.38531;5129_98_147_69;right
5130;0.40077;0.40077;0.40077;0.40077;0.40077;0.40077;5130_107_149_69;right
5131;0.37629;0.37629;0.37629;0.37629;0.37629;0.37629;5131_108_150_69;right
5132;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;5132_152_151_69;right
5133;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;5133_156_153_69;right
5134;0.14175;0.14175;0.14175;0.14175;0.14175;0.14175;5134_172_154_69;right
5135;0.38273;0.38273;0.38273;0.38273;0.38273;0.38273;5135_148_155_69;right
5136;0.38789;0.38789;0.38789;0.38789;0.38789;0.38789;5136_140_156_69;right
5137;0.24613;0.24613;0.24613;0.24613;0.24613;0.24613;5137_167_156_69;right
5138;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;5138_135_158_69;right
5139;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;5139_115_159_69;right
5140;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;5140_160_160_69;right
5141;0.20747;0.20747;0.20747;0.20747;0.20747;0.20747;5141_100_163_69;right
5142;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;5142_157_164_69;right
5143;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;5143_148_166_69;right
5144;0.16237;0.16237;0.16237;0.16237;0.16237;0.16237;5144_154_166_69;right
5145;0.19974;0.19974;0.19974;0.19974;0.19974;0.19974;5145_114_168_69;right
5146;0.24227;0.24227;0.24227;0.24227;0.24227;0.24227;5146_116_170_69;right
5147;0.17268;0.17268;0.17268;0.17268;0.17268;0.17268;5147_155_172_69;right
5148;0.13789;0.13789;0.13789;0.13789;0.13789;0.13789;5148_159_173_69;right
5149;0.14562;0.14562;0.14562;0.14562;0.14562;0.14562;5149_107_175_69;right
5150;0.26289;0.26289;0.26289;0.26289;0.26289;0.26289;5150_142_176_69;right
5151;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;5151_123_179_69;right
5152;0.1366;0.1366;0.1366;0.1366;0.1366;0.1366;5152_140_183_69;right
5153;0.11598;0.11598;0.11598;0.11598;0.11598;0.11598;5153_128_184_69;right
5154;0.2616;0.2616;0.2616;0.2616;0.2616;0.2616;5154_138_68_70;right
5155;0.30412;0.30412;0.30412;0.30412;0.30412;0.30412;5155_143_69_70;right
5156;0.3183;0.3183;0.3183;0.3183;0.3183;0.3183;5156_106_71_70;right
5157;0.18943;0.18943;0.18943;0.18943;0.18943;0.18943;5157_99_72_70;right
5158;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;5158_116_73_70;right
5159;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;5159_119_73_70;right
5160;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;5160_106_76_70;right
5161;0.26031;0.26031;0.26031;0.26031;0.26031;0.26031;5161_120_78_70;right
5162;0.29124;0.29124;0.29124;0.29124;0.29124;0.29124;5162_164_78_70;right
5163;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;5163_150_79_70;right
5164;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;5164_128_81_70;right
5165;0.22938;0.22938;0.22938;0.22938;0.22938;0.22938;5165_132_82_70;right
5166;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;5166_159_82_70;right
5167;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;5167_141_84_70;right
5168;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;5168_91_85_70;right
5169;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;5169_167_85_70;right
5170;0.29124;0.29124;0.29124;0.29124;0.29124;0.29124;5170_169_87_70;right
5171;0.1134;0.1134;0.1134;0.1134;0.1134;0.1134;5171_84_90_70;right
5172;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;5172_100_91_70;right
5173;0.12758;0.12758;0.12758;0.12758;0.12758;0.12758;5173_83_93_70;right
5174;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;5174_91_94_70;right
5175;0.41237;0.41237;0.41237;0.41237;0.41237;0.41237;5175_115_95_70;right
5176;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;5176_124_95_70;right
5177;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;5177_134_97_70;right
5178;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;5178_86_99_70;right
5179;0.22165;0.22165;0.22165;0.22165;0.22165;0.22165;5179_172_100_70;right
5180;0.375;0.375;0.375;0.375;0.375;0.375;5180_93_101_70;right
5181;0.21649;0.21649;0.21649;0.21649;0.21649;0.21649;5181_176_102_70;right
5182;0.3518;0.3518;0.3518;0.3518;0.3518;0.3518;5182_97_103_70;right
5183;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;5183_101_103_70;right
5184;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;5184_93_104_70;right
5185;0.26546;0.26546;0.26546;0.26546;0.26546;0.26546;5185_145_104_70;right
5186;0.40335;0.40335;0.40335;0.40335;0.40335;0.40335;5186_113_105_70;right
5187;0.25644;0.25644;0.25644;0.25644;0.25644;0.25644;5187_168_106_70;right
5188;0.39046;0.39046;0.39046;0.39046;0.39046;0.39046;5188_103_108_70;right
5189;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;5189_85_110_70;right
5190;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;5190_129_110_70;right
5191;0.22552;0.22552;0.22552;0.22552;0.22552;0.22552;5191_89_111_70;right
5192;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;5192_137_111_70;right
5193;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;5193_123_112_70;right
5194;0.28222;0.28222;0.28222;0.28222;0.28222;0.28222;5194_130_112_70;right
5195;0.11598;0.11598;0.11598;0.11598;0.11598;0.11598;5195_181_112_70;right
5196;0.39304;0.39304;0.39304;0.39304;0.39304;0.39304;5196_111_114_70;right
5197;0.34794;0.34794;0.34794;0.34794;0.34794;0.34794;5197_89_116_70;right
5198;0.24356;0.24356;0.24356;0.24356;0.24356;0.24356;5198_130_117_70;right
5199;0.15335;0.15335;0.15335;0.15335;0.15335;0.15335;5199_81_118_70;right
5200;0.37242;0.37242;0.37242;0.37242;0.37242;0.37242;5200_154_119_70;right
5201;0.35696;0.35696;0.35696;0.35696;0.35696;0.35696;5201_166_120_70;right
5202;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;5202_95_121_70;right
5203;0.39046;0.39046;0.39046;0.39046;0.39046;0.39046;5203_143_121_70;right
5204;0.38273;0.38273;0.38273;0.38273;0.38273;0.38273;5204_103_122_70;right
5205;0.38789;0.38789;0.38789;0.38789;0.38789;0.38789;5205_104_124_70;right
5206;0.39304;0.39304;0.39304;0.39304;0.39304;0.39304;5206_107_124_70;right
5207;0.35696;0.35696;0.35696;0.35696;0.35696;0.35696;5207_156_125_70;right
5208;0.26804;0.26804;0.26804;0.26804;0.26804;0.26804;5208_137_126_70;right
5209;0.24871;0.24871;0.24871;0.24871;0.24871;0.24871;5209_168_127_70;right
5210;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;5210_86_129_70;right
5211;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;5211_88_131_70;right
5212;0.39948;0.39948;0.39948;0.39948;0.39948;0.39948;5212_110_131_70;right
5213;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;5213_170_131_70;right
5214;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;5214_98_133_70;right
5215;0.36985;0.36985;0.36985;0.36985;0.36985;0.36985;5215_140_134_70;right
5216;0.39304;0.39304;0.39304;0.39304;0.39304;0.39304;5216_149_136_70;right
5217;0.21392;0.21392;0.21392;0.21392;0.21392;0.21392;5217_164_137_70;right
5218;0.27448;0.27448;0.27448;0.27448;0.27448;0.27448;5218_170_137_70;right
5219;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;5219_97_138_70;right
5220;0.25258;0.25258;0.25258;0.25258;0.25258;0.25258;5220_131_139_70;right
5221;0.24871;0.24871;0.24871;0.24871;0.24871;0.24871;5221_137_139_70;right
5222;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;5222_141_139_70;right
5223;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;5223_149_140_70;right
5224;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;5224_101_142_70;right
5225;0.37371;0.37371;0.37371;0.37371;0.37371;0.37371;5225_108_142_70;right
5226;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;5226_107_144_70;right
5227;0.39948;0.39948;0.39948;0.39948;0.39948;0.39948;5227_109_144_70;right
5228;0.36727;0.36727;0.36727;0.36727;0.36727;0.36727;5228_98_146_70;right
5229;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;5229_147_147_70;right
5230;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;5230_91_149_70;right
5231;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;5231_109_150_70;right
5232;0.27706;0.27706;0.27706;0.27706;0.27706;0.27706;5232_123_150_70;right
5233;0.36727;0.36727;0.36727;0.36727;0.36727;0.36727;5233_117_152_70;right
5234;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;5234_165_153_70;right
5235;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;5235_167_153_70;right
5236;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;5236_97_156_70;right
5237;0.22165;0.22165;0.22165;0.22165;0.22165;0.22165;5237_152_157_70;right
5238;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;5238_157_159_70;right
5239;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;5239_119_161_70;right
5240;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;5240_155_162_70;right
5241;0.38789;0.38789;0.38789;0.38789;0.38789;0.38789;5241_119_163_70;right
5242;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;5242_150_165_70;right
5243;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;5243_121_168_70;right
5244;0.14175;0.14175;0.14175;0.14175;0.14175;0.14175;5244_102_169_70;right
5245;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;5245_131_170_70;right
5246;0.24613;0.24613;0.24613;0.24613;0.24613;0.24613;5246_127_172_70;right
5247;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;5247_146_173_70;right
5248;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;5248_124_175_70;right
5249;0.22165;0.22165;0.22165;0.22165;0.22165;0.22165;5249_143_176_70;right
5250;0.13144;0.13144;0.13144;0.13144;0.13144;0.13144;5250_147_178_70;right
5251;0.13789;0.13789;0.13789;0.13789;0.13789;0.13789;5251_131_184_70;right
5252;0.23067;0.23067;0.23067;0.23067;0.23067;0.23067;5252_137_69_71;right
5253;0.21521;0.21521;0.21521;0.21521;0.21521;0.21521;5253_131_71_71;right
5254;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;5254_107_73_71;right
5255;0.17397;0.17397;0.17397;0.17397;0.17397;0.17397;5255_161_75_71;right
5256;0.14304;0.14304;0.14304;0.14304;0.14304;0.14304;5256_111_77_71;right
5257;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;5257_107_78_71;right
5258;0.19459;0.19459;0.19459;0.19459;0.19459;0.19459;5258_106_80_71;right
5259;0.23196;0.23196;0.23196;0.23196;0.23196;0.23196;5259_151_81_71;right
5260;0.21263;0.21263;0.21263;0.21263;0.21263;0.21263;5260_132_82_71;right
5261;0.20232;0.20232;0.20232;0.20232;0.20232;0.20232;5261_158_84_71;right
5262;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;5262_142_86_71;right
5263;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;5263_137_88_71;right
5264;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;5264_150_90_71;right
5265;0.38789;0.38789;0.38789;0.38789;0.38789;0.38789;5265_117_91_71;right
5266;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;5266_139_91_71;right
5267;0.37887;0.37887;0.37887;0.37887;0.37887;0.37887;5267_141_93_71;right
5268;0.35567;0.35567;0.35567;0.35567;0.35567;0.35567;5268_154_93_71;right
5269;0.16753;0.16753;0.16753;0.16753;0.16753;0.16753;5269_170_94_71;right
5270;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;5270_144_95_71;right
5271;0.40077;0.40077;0.40077;0.40077;0.40077;0.40077;5271_147_97_71;right
5272;0.29124;0.29124;0.29124;0.29124;0.29124;0.29124;5272_168_98_71;right
5273;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;5273_130_100_71;right
5274;0.38015;0.38015;0.38015;0.38015;0.38015;0.38015;5274_153_101_71;right
5275;0.40851;0.40851;0.40851;0.40851;0.40851;0.40851;5275_107_102_71;right
5276;0.19072;0.19072;0.19072;0.19072;0.19072;0.19072;5276_133_102_71;right
5277;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;5277_164_103_71;right
5278;0.36985;0.36985;0.36985;0.36985;0.36985;0.36985;5278_91_105_71;right
5279;0.14304;0.14304;0.14304;0.14304;0.14304;0.14304;5279_172_106_71;right
5280;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;5280_156_108_71;right
5281;0.26675;0.26675;0.26675;0.26675;0.26675;0.26675;5281_130_109_71;right
5282;0.375;0.375;0.375;0.375;0.375;0.375;5282_148_110_71;right
5283;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;5283_123_112_71;right
5284;0.26804;0.26804;0.26804;0.26804;0.26804;0.26804;5284_142_113_71;right
5285;0.22165;0.22165;0.22165;0.22165;0.22165;0.22165;5285_168_113_71;right
5286;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;5286_152_115_71;right
5287;0.14433;0.14433;0.14433;0.14433;0.14433;0.14433;5287_179_116_71;right
5288;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;5288_150_117_71;right
5289;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;5289_95_118_71;right
5290;0.39433;0.39433;0.39433;0.39433;0.39433;0.39433;5290_114_119_71;right
5291;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;5291_120_119_71;right
5292;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;5292_97_121_71;right
5293;0.38015;0.38015;0.38015;0.38015;0.38015;0.38015;5293_94_123_71;right
5294;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;5294_95_125_71;right
5295;0.17784;0.17784;0.17784;0.17784;0.17784;0.17784;5295_132_126_71;right
5296;0.38789;0.38789;0.38789;0.38789;0.38789;0.38789;5296_103_128_71;right
5297;0.35696;0.35696;0.35696;0.35696;0.35696;0.35696;5297_94_129_71;right
5298;0.39562;0.39562;0.39562;0.39562;0.39562;0.39562;5298_104_129_71;right
5299;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;5299_148_130_71;right
5300;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;5300_137_131_71;right
5301;0.28608;0.28608;0.28608;0.28608;0.28608;0.28608;5301_88_133_71;right
5302;0.20232;0.20232;0.20232;0.20232;0.20232;0.20232;5302_91_133_71;right
5303;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;5303_122_133_71;right
5304;0.33634;0.33634;0.33634;0.33634;0.33634;0.33634;5304_98_135_71;right
5305;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;5305_117_135_71;right
5306;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;5306_104_136_71;right
5307;0.21392;0.21392;0.21392;0.21392;0.21392;0.21392;5307_167_136_71;right
5308;0.26418;0.26418;0.26418;0.26418;0.26418;0.26418;5308_123_138_71;right
5309;0.38015;0.38015;0.38015;0.38015;0.38015;0.38015;5309_156_139_71;right
5310;0.24871;0.24871;0.24871;0.24871;0.24871;0.24871;5310_167_139_71;right
5311;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;5311_98_141_71;right
5312;0.35567;0.35567;0.35567;0.35567;0.35567;0.35567;5312_157_142_71;right
5313;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;5313_165_143_71;right
5314;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;5314_137_145_71;right
5315;0.37371;0.37371;0.37371;0.37371;0.37371;0.37371;5315_155_146_71;right
5316;0.37629;0.37629;0.37629;0.37629;0.37629;0.37629;5316_139_147_71;right
5317;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;5317_115_148_71;right
5318;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;5318_104_149_71;right
5319;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;5319_122_150_71;right
5320;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;5320_107_152_71;right
5321;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;5321_92_153_71;right
5322;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;5322_145_153_71;right
5323;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;5323_157_155_71;right
5324;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;5324_149_157_71;right
5325;0.28479;0.28479;0.28479;0.28479;0.28479;0.28479;5325_147_159_71;right
5326;0.14948;0.14948;0.14948;0.14948;0.14948;0.14948;5326_100_162_71;right
5327;0.34794;0.34794;0.34794;0.34794;0.34794;0.34794;5327_121_162_71;right
5328;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;5328_151_163_71;right
5329;0.28608;0.28608;0.28608;0.28608;0.28608;0.28608;5329_107_164_71;right
5330;0.38789;0.38789;0.38789;0.38789;0.38789;0.38789;5330_138_164_71;right
5331;0.21392;0.21392;0.21392;0.21392;0.21392;0.21392;5331_108_166_71;right
5332;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;5332_137_167_71;right
5333;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;5333_135_168_71;right
5334;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;5334_134_171_71;right
5335;0.32216;0.32216;0.32216;0.32216;0.32216;0.32216;5335_146_171_71;right
5336;0.20747;0.20747;0.20747;0.20747;0.20747;0.20747;5336_127_174_71;right
5337;0.14433;0.14433;0.14433;0.14433;0.14433;0.14433;5337_156_174_71;right
5338;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;5338_136_176_71;right
5339;0.14175;0.14175;0.14175;0.14175;0.14175;0.14175;5339_152_176_71;right
5340;0.13789;0.13789;0.13789;0.13789;0.13789;0.13789;5340_152_177_71;right
5341;0.13531;0.13531;0.13531;0.13531;0.13531;0.13531;5341_119_182_71;right
5342;0.1134;0.1134;0.1134;0.1134;0.1134;0.1134;5342_102_70_72;right
5343;0.18557;0.18557;0.18557;0.18557;0.18557;0.18557;5343_129_72_72;right
5344;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;5344_114_74_72;right
5345;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;5345_116_75_72;right
5346;0.28608;0.28608;0.28608;0.28608;0.28608;0.28608;5346_140_75_72;right
5347;0.1482;0.1482;0.1482;0.1482;0.1482;0.1482;5347_160_77_72;right
5348;0.19201;0.19201;0.19201;0.19201;0.19201;0.19201;5348_162_77_72;right
5349;0.23196;0.23196;0.23196;0.23196;0.23196;0.23196;5349_99_78_72;right
5350;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;5350_121_80_72;right
5351;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;5351_129_81_72;right
5352;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;5352_147_82_72;right
5353;0.36985;0.36985;0.36985;0.36985;0.36985;0.36985;5353_126_83_72;right
5354;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;5354_111_84_72;right
5355;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;5355_145_85_72;right
5356;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;5356_151_86_72;right
5357;0.21521;0.21521;0.21521;0.21521;0.21521;0.21521;5357_101_88_72;right
5358;0.22165;0.22165;0.22165;0.22165;0.22165;0.22165;5358_155_89_72;right
5359;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;5359_152_90_72;right
5360;0.2732;0.2732;0.2732;0.2732;0.2732;0.2732;5360_106_92_72;right
5361;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;5361_163_93_72;right
5362;0.41495;0.41495;0.41495;0.41495;0.41495;0.41495;5362_118_94_72;right
5363;0.38015;0.38015;0.38015;0.38015;0.38015;0.38015;5363_142_94_72;right
5364;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;5364_92_95_72;right
5365;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;5365_152_96_72;right
5366;0.1817;0.1817;0.1817;0.1817;0.1817;0.1817;5366_172_97_72;right
5367;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;5367_120_98_72;right
5368;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;5368_131_100_72;right
5369;0.39046;0.39046;0.39046;0.39046;0.39046;0.39046;5369_93_101_72;right
5370;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;5370_130_101_72;right
5371;0.2268;0.2268;0.2268;0.2268;0.2268;0.2268;5371_83_103_72;right
5372;0.38015;0.38015;0.38015;0.38015;0.38015;0.38015;5372_150_103_72;right
5373;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;5373_98_105_72;right
5374;0.26804;0.26804;0.26804;0.26804;0.26804;0.26804;5374_163_106_72;right
5375;0.37242;0.37242;0.37242;0.37242;0.37242;0.37242;5375_145_108_72;right
5376;0.27062;0.27062;0.27062;0.27062;0.27062;0.27062;5376_94_109_72;right
5377;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;5377_144_109_72;right
5378;0.23454;0.23454;0.23454;0.23454;0.23454;0.23454;5378_176_110_72;right
5379;0.18686;0.18686;0.18686;0.18686;0.18686;0.18686;5379_169_112_72;right
5380;0.39175;0.39175;0.39175;0.39175;0.39175;0.39175;5380_111_113_72;right
5381;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;5381_121_114_72;right
5382;0.39175;0.39175;0.39175;0.39175;0.39175;0.39175;5382_114_115_72;right
5383;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;5383_159_116_72;right
5384;0.24742;0.24742;0.24742;0.24742;0.24742;0.24742;5384_140_118_72;right
5385;0.39562;0.39562;0.39562;0.39562;0.39562;0.39562;5385_109_120_72;right
5386;0.19072;0.19072;0.19072;0.19072;0.19072;0.19072;5386_83_121_72;right
5387;0.24098;0.24098;0.24098;0.24098;0.24098;0.24098;5387_132_121_72;right
5388;0.37887;0.37887;0.37887;0.37887;0.37887;0.37887;5388_103_122_72;right
5389;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;5389_121_123_72;right
5390;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;5390_95_125_72;right
5391;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;5391_135_125_72;right
5392;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;5392_124_126_72;right
5393;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;5393_121_127_72;right
5394;0.14175;0.14175;0.14175;0.14175;0.14175;0.14175;5394_130_129_72;right
5395;0.39175;0.39175;0.39175;0.39175;0.39175;0.39175;5395_103_130_72;right
5396;0.28351;0.28351;0.28351;0.28351;0.28351;0.28351;5396_96_131_72;right
5397;0.29381;0.29381;0.29381;0.29381;0.29381;0.29381;5397_132_132_72;right
5398;0.17655;0.17655;0.17655;0.17655;0.17655;0.17655;5398_87_134_72;right
