label;Sample;superclass;region_name;hemisphere
60688;7;Non neuron;CA1;left
60689;7;PC CA1;CA1;left
60690;7;PC CA1;CA1;left
60691;7;Uncalled;CA1;left
60692;7;Non neuron;CA1;left
60693;7;PC CA1;CA1;left
60694;7;Non neuron;CA1;left
60695;7;Uncalled;CA1;left
60696;7;PC CA1;CA1;left
60697;7;Uncalled;CA1;left
60698;7;Uncalled;CA1;left
60699;7;Non neuron;CA1;left
60700;7;Non neuron;CA1;left
60701;7;Uncalled;CA1;left
60702;7;Uncalled;CA1;left
60703;7;PC CA1;CA1;left
60704;7;PC CA1;CA1;left
60705;7;PC CA1;CA1;left
60706;7;PC CA1;CA1;left
60707;7;PC CA1;CA1;left
60708;7;PC CA1;CA1;left
60709;7;PC CA1;CA1;left
60710;7;PC CA1;CA1;left
60711;7;Non neuron;CA1;left
60712;7;Non neuron;CA1;left
60713;7;PC CA1;CA1;left
60714;7;Non neuron;CA1;left
60715;7;Uncalled;CA1;left
60716;7;PC CA1;CA1;left
60717;7;Non neuron;CA1;left
60718;7;Non neuron;CA1;left
60719;7;Non neuron;CA1;left
60720;7;Uncalled;CA1;left
60721;7;PC CA1;CA1;left
60722;7;Non neuron;CA1;left
60723;7;Uncalled;CA1;left
60724;7;PC CA1;CA1;left
60725;7;Uncalled;CA1;left
60726;7;PC CA1;CA1;left
60727;7;Uncalled;CA1;left
60728;7;Uncalled;CA1;left
60729;7;Non neuron;CA1;left
60730;7;PC CA1;CA1;left
60731;7;Uncalled;CA1;left
60732;7;Uncalled;CA1;left
60733;7;Non neuron;CA1;left
60734;7;PC CA1;CA1;left
60735;7;Uncalled;CA1;left
60736;7;PC CA1;CA1;left
60737;7;PC CA1;CA1;left
60738;7;PC CA1;CA1;left
60739;7;Non neuron;CA1;left
60740;7;PC CA1;CA1;left
60741;7;Cck Cxcl14-;CA1;left
60742;7;Non neuron;CA1;left
60743;7;PC CA1;CA1;left
60744;7;PC CA1;CA1;left
60745;7;Uncalled;CA1;left
60746;7;Non neuron;CA1;left
60747;7;Non neuron;CA1;left
60748;7;Uncalled;CA1;left
60749;7;PC CA1;CA1;left
60750;7;Non neuron;CA1;left
60751;7;Uncalled;CA1;left
60752;7;PC CA1;CA1;left
60753;7;Uncalled;CA1;left
60754;7;Uncalled;CA1;left
60755;7;Uncalled;CA1;left
60756;7;Uncalled;CA1;left
60757;7;Non neuron;CA1;left
60758;7;Uncalled;CA1;left
60759;7;Uncalled;CA1;left
60760;7;PC CA1;CA1;left
60761;7;Non neuron;CA1;left
60762;7;Uncalled;CA1;left
60763;7;Uncalled;CA1;left
60764;7;PC CA1;CA1;left
60765;7;Non neuron;CA1;left
60766;7;Uncalled;CA1;left
60767;7;PC CA1;CA1;left
60768;7;PC CA1;CA1;left
60769;7;Non neuron;CA1;left
60770;7;Uncalled;CA1;left
60771;7;PC CA1;CA1;left
60772;7;Uncalled;CA1;left
60773;7;Uncalled;CA1;left
60774;7;Non neuron;CA1;left
60775;7;IS3;CA1;left
60776;7;PC CA1;CA1;left
60777;7;Non neuron;CA1;left
60778;7;Non neuron;CA1;left
60779;7;PC CA1;CA1;left
60780;7;Uncalled;CA1;left
60781;7;Uncalled;CA1;left
60782;7;Uncalled;CA1;left
60783;7;Non neuron;CA1;left
60784;7;Uncalled;CA1;left
60785;7;Non neuron;CA1;left
60786;7;PC CA1;CA1;left
60787;7;Non neuron;CA1;left
60788;7;Uncalled;CA1;left
60789;7;Non neuron;CA1;left
60790;7;Uncalled;CA1;left
60791;7;PC CA1;CA1;left
60792;7;Uncalled;CA1;left
60793;7;PC CA1;CA1;left
60794;7;MGE NGF/IVY;CA1;left
60795;7;Uncalled;CA1;left
60796;7;PC CA1;CA1;left
60797;7;Uncalled;CA1;left
60798;7;Uncalled;CA1;left
60799;7;Uncalled;CA1;left
60800;7;Uncalled;CA1;left
60801;7;Non neuron;CA1;left
60802;7;PC CA1;CA1;left
60803;7;PC CA1;CA1;left
60804;7;Uncalled;CA1;left
60805;7;PC CA1;CA1;left
60806;7;Uncalled;CA1;left
60807;7;Uncalled;CA1;left
60808;7;PC CA1;CA1;left
60809;7;PC CA1;CA1;left
60810;7;Uncalled;CA1;left
60811;7;Uncalled;CA1;left
60812;7;PC CA1;CA1;left
60813;7;Non neuron;CA1;left
60814;7;PC CA1;CA1;left
60815;7;PC CA1;CA1;left
60816;7;Uncalled;CA1;left
60817;7;Non neuron;CA1;left
60818;7;Non neuron;CA1;left
60819;7;Non neuron;CA1;left
60820;7;PC CA1;CA1;left
60821;7;PC CA1;CA1;left
60822;7;PC CA1;CA1;left
60823;7;PC CA1;CA1;left
60824;7;Uncalled;CA1;left
60825;7;Uncalled;CA1;left
60826;7;PC CA1;CA1;left
60827;7;PC CA1;CA1;left
60828;7;PC CA1;CA1;left
60829;7;Uncalled;CA1;left
60830;7;IS1;CA1;left
60831;7;Non neuron;CA1;left
60832;7;Non neuron;CA1;left
60833;7;Uncalled;CA1;left
60834;7;Uncalled;CA1;left
60835;7;Uncalled;CA1;left
60836;7;Uncalled;CA1;left
60837;7;Uncalled;CA1;left
60838;7;Basket;CA1;left
60839;7;Uncalled;CA1;left
60840;7;PC CA1;CA1;left
60841;7;Non neuron;CA1;left
60842;7;Non neuron;CA1;left
60843;7;Non neuron;CA1;left
60844;7;Uncalled;CA1;left
60845;7;Uncalled;CA1;left
60846;7;Non neuron;CA1;left
60847;7;Non neuron;CA1;left
60848;7;PC CA1;CA1;left
60849;7;PC CA1;CA1;left
60850;7;PC CA1;CA1;left
60851;7;Uncalled;CA1;left
60852;7;Uncalled;CA1;left
60853;7;PC CA1;CA1;left
60854;7;Uncalled;CA1;left
60855;7;Uncalled;CA1;left
60856;7;Uncalled;CA1;left
60857;7;PC CA1;CA1;left
60858;7;Uncalled;CA1;left
60859;7;Uncalled;CA1;left
60860;7;Uncalled;CA1;left
60861;7;Non neuron;CA1;left
60862;7;Non neuron;CA1;left
60863;7;Uncalled;CA1;left
60864;7;Uncalled;CA1;left
60865;7;Uncalled;CA1;left
60866;7;Uncalled;CA1;left
60867;7;PC CA1;CA1;left
60868;7;Uncalled;CA1;left
60869;7;Uncalled;CA1;left
60870;7;Uncalled;CA1;left
60871;7;PC CA1;CA1;left
60872;7;Uncalled;CA1;left
60873;7;Uncalled;CA1;left
60874;7;Uncalled;CA1;left
60875;7;Uncalled;CA1;left
60876;7;Uncalled;CA1;left
60877;7;Uncalled;CA1;left
60878;7;PC CA1;CA1;left
60879;7;PC CA1;CA1;left
60880;7;Uncalled;CA1;left
60881;7;Uncalled;CA1;left
60882;7;Non neuron;CA1;left
60883;7;Non neuron;CA1;left
60884;7;Uncalled;CA1;left
60885;7;Uncalled;CA1;left
60886;7;Uncalled;CA1;left
60887;7;Non neuron;CA1;left
60888;7;Uncalled;CA1;left
60889;7;Non neuron;CA1;left
60890;7;Non neuron;CA1;left
60891;7;PC CA1;CA1;left
60892;7;Uncalled;CA1;left
60893;7;Uncalled;CA1;left
60894;7;Non neuron;CA1;left
60895;7;Cck Cxcl14+;CA1;left
60896;7;Uncalled;CA1;left
60897;7;PC CA1;CA1;left
60898;7;PC CA1;CA1;left
60899;7;Non neuron;CA1;left
60900;7;Non neuron;CA1;left
60901;7;Uncalled;CA1;left
60902;7;PC CA1;CA1;left
60903;7;Uncalled;CA1;left
60904;7;Uncalled;CA1;left
60905;7;PC CA1;CA1;left
60906;7;Uncalled;CA1;left
60907;7;Non neuron;CA1;left
60908;7;Non neuron;CA1;left
60909;7;Non neuron;CA1;left
60910;7;Uncalled;CA1;left
60911;7;Uncalled;CA1;left
60912;7;Non neuron;CA1;left
60913;7;PC CA1;CA1;left
60914;7;Non neuron;CA1;left
60915;7;Non neuron;CA1;left
60916;7;Uncalled;CA1;left
60917;7;PC CA1;CA1;left
60918;7;Uncalled;CA1;left
60919;7;PC CA1;CA1;left
60920;7;Uncalled;CA1;left
60921;7;Uncalled;CA1;left
60922;7;Non neuron;CA1;left
60923;7;PC CA1;CA1;left
60924;7;Uncalled;CA1;left
60925;7;Non neuron;CA1;left
60926;7;Non neuron;CA1;left
60927;7;PC CA1;CA1;left
60928;7;PC CA1;CA1;left
60929;7;Non neuron;CA1;left
60930;7;Non neuron;CA1;left
60931;7;Uncalled;CA1;left
60932;7;PC CA1;CA1;left
60933;7;IS3;CA1;left
60934;7;PC CA1;CA1;left
60935;7;Uncalled;CA1;left
60936;7;PC CA1;CA1;left
60937;7;PC CA1;CA1;left
60938;7;Uncalled;CA1;left
60939;7;Uncalled;CA1;left
60940;7;Uncalled;CA1;left
60941;7;Non neuron;CA1;left
60942;7;Uncalled;CA1;left
60943;7;PC CA1;CA1;left
60944;7;Uncalled;CA1;left
60945;7;Uncalled;CA1;left
60946;7;Uncalled;CA1;left
60947;7;IS3;CA1;left
60948;7;Uncalled;CA1;left
60949;7;PC CA1;CA1;left
60950;7;Non neuron;CA1;left
60951;7;PC CA1;CA1;left
60952;7;Uncalled;CA1;left
60953;7;Uncalled;CA1;left
60954;7;Axo-axonic;CA1;left
60955;7;PC CA1;CA1;left
60956;7;IS3;CA1;left
60957;7;Uncalled;CA1;left
60958;7;PC CA1;CA1;left
60959;7;Uncalled;CA1;left
60960;7;Uncalled;CA1;left
60961;7;Uncalled;CA1;left
60962;7;Uncalled;CA1;left
60963;7;PC CA1;CA1;left
60964;7;PC CA1;CA1;left
60965;7;Uncalled;CA1;left
60966;7;Uncalled;CA1;left
60967;7;Uncalled;CA1;left
60968;7;Uncalled;CA1;left
60969;7;Uncalled;CA1;left
60970;7;Uncalled;CA1;left
60971;7;Uncalled;CA1;left
60972;7;Non neuron;CA1;left
60973;7;PC CA1;CA1;left
60974;7;Non neuron;CA1;left
60975;7;Uncalled;CA1;left
60976;7;Bistratified;CA1;left
60977;7;PC CA1;CA1;left
60978;7;PC CA1;CA1;left
60979;7;PC CA1;CA1;left
60980;7;Uncalled;CA1;left
60981;7;Uncalled;CA1;left
60982;7;Uncalled;CA1;left
60983;7;Uncalled;CA1;left
60984;7;PC CA1;CA1;left
60985;7;Uncalled;CA1;left
60986;7;Non neuron;CA1;left
60987;7;Uncalled;CA1;left
60988;7;Uncalled;CA1;left
60989;7;Non neuron;CA1;left
60990;7;Uncalled;CA1;left
60991;7;PC CA1;CA1;left
60992;7;Non neuron;CA1;left
60993;7;Uncalled;CA1;left
60994;7;PC CA1;CA1;left
60995;7;Uncalled;CA1;left
60996;7;Non neuron;CA1;left
60997;7;PC CA1;CA1;left
60998;7;Non neuron;CA1;left
60999;7;Uncalled;CA1;left
61000;7;Axo-axonic;CA1;left
61001;7;Uncalled;CA1;left
61002;7;Uncalled;CA1;left
61003;7;PC CA1;CA1;left
61004;7;O/LM;CA1;left
61005;7;Uncalled;CA1;left
61006;7;Uncalled;CA1;left
61007;7;Non neuron;CA1;left
61008;7;Uncalled;CA1;left
61009;7;Non neuron;CA1;left
61010;7;PC CA1;CA1;left
61011;7;Uncalled;CA1;left
61012;7;Uncalled;CA1;left
61013;7;Uncalled;CA1;left
61014;7;Uncalled;CA1;left
61015;7;PC CA1;CA1;left
61016;7;Uncalled;CA1;left
61017;7;Non neuron;CA1;left
61018;7;IS3;CA1;left
61019;7;Uncalled;CA1;left
61020;7;Uncalled;CA1;left
61021;7;Non neuron;CA1;left
61022;7;Uncalled;CA1;left
61023;7;Uncalled;CA1;left
61024;7;PC CA1;CA1;left
61025;7;PC CA1;CA1;left
61026;7;Uncalled;CA1;left
61027;7;Uncalled;CA1;left
61028;7;Uncalled;CA1;left
61029;7;Uncalled;CA1;left
61030;7;PC CA1;CA1;left
61031;7;Non neuron;CA1;left
61032;7;PC CA1;CA1;left
61033;7;Non neuron;CA1;left
61034;7;Uncalled;CA1;left
61035;7;Uncalled;CA1;left
61036;7;Uncalled;CA1;left
61037;7;Non neuron;CA1;left
61038;7;Uncalled;CA1;left
61039;7;PC CA1;CA1;left
61040;7;Non neuron;CA1;left
61041;7;Non neuron;CA1;left
61042;7;Non neuron;CA1;left
61043;7;Uncalled;CA1;left
61044;7;Uncalled;CA1;left
61045;7;Uncalled;CA1;left
61046;7;PC CA1;CA1;left
61047;7;Uncalled;CA1;left
61048;7;Non neuron;CA1;left
61049;7;PC CA1;CA1;left
61050;7;Uncalled;CA1;left
61051;7;PC CA1;CA1;left
61052;7;Non neuron;CA1;left
61053;7;Uncalled;CA1;left
61054;7;Non neuron;CA1;left
61055;7;Non neuron;CA1;left
61056;7;Non neuron;CA1;left
61057;7;Non neuron;CA1;left
61058;7;Uncalled;CA1;left
61059;7;Non neuron;CA1;left
61060;7;Uncalled;CA1;left
61061;7;Uncalled;CA1;left
61062;7;Non neuron;CA1;left
61063;7;PC CA1;CA1;left
61064;7;Non neuron;CA1;left
61065;7;PC CA1;CA1;left
61066;7;Non neuron;CA1;left
61067;7;PC CA1;CA1;left
61068;7;PC CA1;CA1;left
61069;7;PC CA1;CA1;left
61070;7;Uncalled;CA1;left
61071;7;Uncalled;CA1;left
61072;7;PC CA1;CA1;left
61073;7;Non neuron;CA1;left
61074;7;Non neuron;CA1;left
61075;7;Non neuron;CA1;left
61076;7;Uncalled;CA1;left
61077;7;Non neuron;CA1;left
61078;7;PC CA1;CA1;left
61079;7;PC CA1;CA1;left
61080;7;PC CA1;CA1;left
61081;7;Uncalled;CA1;left
61082;7;Uncalled;CA1;left
61083;7;IS3;CA1;left
61084;7;PC CA1;CA1;left
61085;7;Non neuron;CA1;left
61086;7;PC CA1;CA1;left
61087;7;Uncalled;CA1;left
61088;7;Non neuron;CA1;left
61089;7;Uncalled;CA1;left
61090;7;Non neuron;CA1;left
61091;7;Uncalled;CA1;left
61092;7;Non neuron;CA1;left
61093;7;Uncalled;CA1;left
61094;7;Uncalled;CA1;left
61095;7;Non neuron;CA1;left
61096;7;Uncalled;CA1;left
61097;7;Uncalled;CA1;left
61098;7;Uncalled;CA1;left
61099;7;Uncalled;CA1;left
61100;7;Uncalled;CA1;left
61101;7;Uncalled;CA1;left
61102;7;Uncalled;CA1;left
61103;7;Uncalled;CA1;left
61104;7;Uncalled;CA1;left
61105;7;Non neuron;CA1;left
61106;7;Uncalled;CA1;left
61107;7;Uncalled;CA1;left
61108;7;Uncalled;CA1;left
61109;7;Radiatum retrohip;CA1;left
61110;7;PC CA1;CA1;left
61111;7;Uncalled;CA1;left
61112;7;Uncalled;CA1;left
61113;7;PC CA1;CA1;left
61114;7;Uncalled;CA1;left
61115;7;Uncalled;CA1;left
61116;7;Non neuron;CA1;left
61117;7;PC CA1;CA1;left
61118;7;PC CA1;CA1;left
61119;7;PC CA1;CA1;left
61120;7;Uncalled;CA1;left
61121;7;Non neuron;CA1;left
61122;7;Uncalled;CA1;left
61123;7;Non neuron;CA1;left
61124;7;PC CA1;CA1;left
61125;7;PC CA1;CA1;left
61126;7;Uncalled;CA1;left
61127;7;Uncalled;CA1;left
61128;7;Non neuron;CA1;left
61129;7;Uncalled;CA1;left
61130;7;Uncalled;CA1;left
61131;7;Non neuron;CA1;left
61132;7;IS3;CA1;left
61133;7;Non neuron;CA1;left
61134;7;PC CA1;CA1;left
61135;7;Uncalled;CA1;left
61136;7;Uncalled;CA1;left
61137;7;Uncalled;CA1;left
61138;7;Uncalled;CA1;left
61139;7;Uncalled;CA1;left
61140;7;Non neuron;CA1;left
61141;7;PC CA1;CA1;left
61142;7;Uncalled;CA1;left
61143;7;Uncalled;CA1;left
61144;7;PC CA1;CA1;left
61145;7;PC CA1;CA1;left
61146;7;O/LM;CA1;left
61147;7;Uncalled;CA1;left
61148;7;Uncalled;CA1;left
61149;7;Uncalled;CA1;left
61150;7;Uncalled;CA1;left
61151;7;Uncalled;CA1;left
61152;7;Non neuron;CA1;left
61153;7;Uncalled;CA1;left
61154;7;PC CA1;CA1;left
61155;7;Uncalled;CA1;left
61156;7;Non neuron;CA1;left
61157;7;Uncalled;CA1;left
61158;7;PC CA1;CA1;left
61159;7;Uncalled;CA1;left
61160;7;PC CA1;CA1;left
61161;7;PC CA1;CA1;left
61162;7;Uncalled;CA1;left
61163;7;Uncalled;CA1;left
61164;7;Uncalled;CA1;left
61165;7;PC CA1;CA1;left
61166;7;Non neuron;CA1;left
61167;7;PC CA1;CA1;left
61168;7;Uncalled;CA1;left
61169;7;Uncalled;CA1;left
61170;7;Non neuron;CA1;left
61171;7;Uncalled;CA1;left
61172;7;PC CA1;CA1;left
61173;7;Uncalled;CA1;left
61174;7;PC CA1;CA1;left
61175;7;Non neuron;CA1;left
61176;7;Uncalled;CA1;left
61177;7;Uncalled;CA1;left
61178;7;Non neuron;CA1;left
61179;7;PC CA1;CA1;left
61180;7;Uncalled;CA1;left
61181;7;Uncalled;CA1;left
61182;7;PC CA1;CA1;left
61183;7;Uncalled;CA1;left
61184;7;PC CA1;CA1;left
61185;7;Non neuron;CA1;left
61186;7;Uncalled;CA1;left
61187;7;Non neuron;CA1;left
61188;7;PC CA1;CA1;left
61189;7;Uncalled;CA1;left
61190;7;Non neuron;CA1;left
61191;7;Non neuron;CA1;left
61192;7;Non neuron;CA1;left
61193;7;PC CA1;CA1;left
61194;7;PC CA1;CA1;left
61195;7;Uncalled;CA1;left
61196;7;PC CA1;CA1;left
61197;7;Uncalled;CA1;left
61198;7;PC CA1;CA1;left
61199;7;PC CA1;CA1;left
61200;7;Uncalled;CA1;left
61201;7;Non neuron;CA1;left
61202;7;Uncalled;CA1;left
61203;7;PC CA1;CA1;left
61204;7;Uncalled;CA1;left
61205;7;Uncalled;CA1;left
61206;7;PC CA1;CA1;left
61207;7;Uncalled;CA1;left
61208;7;PC CA1;CA1;left
61209;7;Non neuron;CA1;left
61210;7;PC CA1;CA1;left
61211;7;Non neuron;CA1;left
61212;7;Uncalled;CA1;left
61213;7;Uncalled;CA1;left
61214;7;PC CA1;CA1;left
61215;7;Uncalled;CA1;left
61216;7;Uncalled;CA1;left
61217;7;Uncalled;CA1;left
61218;7;Uncalled;CA1;left
61219;7;Uncalled;CA1;left
61220;7;Non neuron;CA1;left
61221;7;Non neuron;CA1;left
61222;7;PC CA1;CA1;left
61223;7;Non neuron;CA1;left
61224;7;PC CA1;CA1;left
61225;7;Uncalled;CA1;left
61226;7;Uncalled;CA1;left
61227;7;Uncalled;CA1;left
61228;7;Uncalled;CA1;left
61229;7;Uncalled;CA1;left
61230;7;PC CA1;CA1;left
61231;7;CGE NGF;CA1;left
61232;7;Non neuron;CA1;left
61233;7;Uncalled;CA1;left
61234;7;Uncalled;CA1;left
61235;7;Non neuron;CA1;left
61236;7;Non neuron;CA1;left
61237;7;Uncalled;CA1;left
61238;7;Uncalled;CA1;left
61239;7;PC CA1;CA1;left
61240;7;Non neuron;CA1;left
61241;7;PC CA1;CA1;left
61242;7;PC CA1;CA1;left
61243;7;Non neuron;CA1;left
61244;7;Non neuron;CA1;left
61245;7;Uncalled;CA1;left
61246;7;Non neuron;CA1;left
61247;7;Uncalled;CA1;left
61248;7;Uncalled;CA1;left
61249;7;Uncalled;CA1;left
61250;7;PC CA1;CA1;left
61251;7;Uncalled;CA1;left
61252;7;PC CA1;CA1;left
61253;7;Uncalled;CA1;left
61254;7;Uncalled;CA1;left
61255;7;Uncalled;CA1;left
61256;7;Non neuron;CA1;left
61257;7;Non neuron;CA1;left
61258;7;Uncalled;CA1;left
61259;7;Uncalled;CA1;left
61260;7;Uncalled;CA1;left
61261;7;PC CA1;CA1;left
61262;7;Uncalled;CA1;left
61263;7;PC CA1;CA1;left
61264;7;Non neuron;CA1;left
61265;7;Non neuron;CA1;left
61266;7;Non neuron;CA1;left
61267;7;Uncalled;CA1;left
61268;7;Non neuron;CA1;left
61269;7;PC CA1;CA1;left
61270;7;Uncalled;CA1;left
61271;7;Uncalled;CA1;left
61272;7;Uncalled;CA1;left
61273;7;Uncalled;CA1;left
61274;7;Uncalled;CA1;left
61275;7;IS1;CA1;left
61276;7;PC CA1;CA1;left
61277;7;PC CA1;CA1;left
61278;7;Non neuron;CA1;left
61279;7;PC CA1;CA1;left
61280;7;Uncalled;CA1;left
61281;7;Uncalled;CA1;left
61282;7;Uncalled;CA1;left
61283;7;PC CA1;CA1;left
61284;7;Uncalled;CA1;left
61285;7;IS3;CA1;left
61286;7;Uncalled;CA1;left
61287;7;Non neuron;CA1;left
61288;7;Uncalled;CA1;left
61289;7;PC CA1;CA1;left
61290;7;PC CA1;CA1;left
61291;7;PC CA1;CA1;left
61292;7;Uncalled;CA1;left
61293;7;Uncalled;CA1;left
61294;7;PC CA1;CA1;left
61295;7;Non neuron;CA1;left
61296;7;Uncalled;CA1;left
61297;7;Non neuron;CA1;left
61298;7;Non neuron;CA1;left
61299;7;Uncalled;CA1;left
61300;7;PC CA1;CA1;left
61301;7;Uncalled;CA1;left
61302;7;Non neuron;CA1;left
61303;7;Non neuron;CA1;left
61304;7;Non neuron;CA1;left
61305;7;Uncalled;CA1;left
61306;7;Uncalled;CA1;left
61307;7;Non neuron;CA1;left
61308;7;Uncalled;CA1;left
61309;7;Non neuron;CA1;left
61310;7;Uncalled;CA1;left
61311;7;Uncalled;CA1;left
61312;7;Uncalled;CA1;left
61313;7;Uncalled;CA1;left
61314;7;PC CA1;CA1;left
61315;7;Non neuron;CA1;left
61316;7;PC CA1;CA1;left
61317;7;PC CA1;CA1;left
61318;7;Radiatum retrohip;CA1;left
61319;7;PC CA1;CA1;left
61320;7;Uncalled;CA1;left
61321;7;Non neuron;CA1;left
61322;7;Uncalled;CA1;left
61323;7;Uncalled;CA1;left
61324;7;Uncalled;CA1;left
61325;7;Uncalled;CA1;left
61326;7;PC CA1;CA1;left
61327;7;PC CA1;CA1;left
61328;7;Uncalled;CA1;left
61329;7;Non neuron;CA1;left
61330;7;PC CA1;CA1;left
61331;7;Uncalled;CA1;left
61332;7;Uncalled;CA1;left
61333;7;PC CA1;CA1;left
61334;7;PC CA1;CA1;left
61335;7;Cck Cxcl14-;CA1;left
61336;7;PC CA1;CA1;left
61337;7;PC CA1;CA1;left
61338;7;Uncalled;CA1;left
61339;7;Non neuron;CA1;left
61340;7;Uncalled;CA1;left
61341;7;Uncalled;CA1;left
61342;7;PC CA1;CA1;left
61343;7;Uncalled;CA1;left
61344;7;Non neuron;CA1;left
61345;7;PC CA1;CA1;left
61346;7;PC CA1;CA1;left
61347;7;Uncalled;CA1;left
61348;7;Uncalled;CA1;left
61349;7;Non neuron;CA1;left
61350;7;Non neuron;CA1;left
61351;7;Uncalled;CA1;left
61352;7;Uncalled;CA1;left
61353;7;Non neuron;CA1;left
61354;7;Uncalled;CA1;left
61355;7;Uncalled;CA1;left
61356;7;Uncalled;CA1;left
61357;7;PC CA1;CA1;left
61358;7;PC CA1;CA1;left
61359;7;Non neuron;CA1;left
61360;7;Uncalled;CA1;left
61361;7;Uncalled;CA1;left
61362;7;Uncalled;CA1;left
61363;7;PC CA1;CA1;left
61364;7;Non neuron;CA1;left
61365;7;Uncalled;CA1;left
61366;7;Uncalled;CA1;left
61367;7;Uncalled;CA1;left
61368;7;Non neuron;CA1;left
61369;7;IS3;CA1;left
61370;7;Uncalled;CA1;left
61371;7;Non neuron;CA1;left
61372;7;Uncalled;CA1;left
61373;7;Non neuron;CA1;left
61374;7;Uncalled;CA1;left
61375;7;PC CA1;CA1;left
61376;7;PC CA1;CA1;left
61377;7;Non neuron;CA1;left
61378;7;Uncalled;CA1;left
61379;7;O-Bi;CA1;left
61380;7;Non neuron;CA1;left
61381;7;Non neuron;CA1;left
61382;7;PC CA1;CA1;left
61383;7;Uncalled;CA1;left
61384;7;Uncalled;CA1;left
61385;7;PC CA1;CA1;left
61386;7;Non neuron;CA1;left
61387;7;Uncalled;CA1;left
61388;7;PC CA1;CA1;left
61389;7;CGE NGF;CA1;left
61390;7;Uncalled;CA1;left
61391;7;Uncalled;CA1;left
61392;7;Uncalled;CA1;left
61393;7;Uncalled;CA1;left
61394;7;Non neuron;CA1;left
61395;7;Uncalled;CA1;left
61396;7;Non neuron;CA1;left
61397;7;Non neuron;CA1;left
61398;7;PC CA1;CA1;left
61399;7;Uncalled;CA1;left
61400;7;Non neuron;CA1;left
61401;7;Uncalled;CA1;left
61402;7;PC CA1;CA1;left
61403;7;Uncalled;CA1;left
61404;7;Uncalled;CA1;left
61405;7;Uncalled;CA1;left
61406;7;Non neuron;CA1;left
61407;7;Uncalled;CA1;left
61408;7;Uncalled;CA1;left
61409;7;Uncalled;CA1;left
61410;7;Uncalled;CA1;left
61411;7;PC CA1;CA1;left
61412;7;Non neuron;CA1;left
61413;7;Non neuron;CA1;left
61414;7;Uncalled;CA1;left
61415;7;Uncalled;CA1;left
61416;7;Uncalled;CA1;left
61417;7;Uncalled;CA1;left
61418;7;PC CA1;CA1;left
61419;7;PC CA1;CA1;left
61420;7;Uncalled;CA1;left
61421;7;Uncalled;CA1;left
61422;7;Non neuron;CA1;left
61423;7;PC CA1;CA1;left
61424;7;PC CA1;CA1;left
61425;7;Uncalled;CA1;left
61426;7;Non neuron;CA1;left
61427;7;Non neuron;CA1;left
61428;7;Non neuron;CA1;left
61429;7;Uncalled;CA1;left
61430;7;Uncalled;CA1;left
61431;7;CGE NGF;CA1;left
61432;7;PC CA1;CA1;left
61433;7;PC CA1;CA1;left
61434;7;Uncalled;CA1;left
61435;7;PC CA1;CA1;left
61436;7;Non neuron;CA1;left
61437;7;PC CA1;CA1;left
61438;7;Non neuron;CA1;left
61439;7;Uncalled;CA1;left
61440;7;PC CA1;CA1;left
61441;7;Uncalled;CA1;left
61442;7;PC CA1;CA1;left
61443;7;Non neuron;CA1;left
61444;7;Uncalled;CA1;left
61445;7;Non neuron;CA1;left
61446;7;PC CA1;CA1;left
61447;7;Uncalled;CA1;left
61448;7;Uncalled;CA1;left
61449;7;PC CA1;CA1;left
61450;7;Uncalled;CA1;left
61451;7;PC CA1;CA1;left
61452;7;Uncalled;CA1;left
61453;7;MGE NGF/IVY;CA1;left
61454;7;Non neuron;CA1;left
61455;7;Uncalled;CA1;left
61456;7;Uncalled;CA1;left
61457;7;CGE NGF;CA1;left
61458;7;Uncalled;CA1;left
61459;7;PC CA1;CA1;left
61460;7;Uncalled;CA1;left
61461;7;Uncalled;CA1;left
61462;7;Non neuron;CA1;left
61463;7;Uncalled;CA1;left
61464;7;Uncalled;CA1;left
61465;7;PC CA1;CA1;left
61466;7;Uncalled;CA1;left
61467;7;Uncalled;CA1;left
61468;7;Uncalled;CA1;left
61469;7;Non neuron;CA1;left
61470;7;Uncalled;CA1;left
61471;7;Uncalled;CA1;left
61472;7;Uncalled;CA1;left
61473;7;PC CA1;CA1;left
61474;7;PC CA1;CA1;left
61475;7;PC CA1;CA1;left
61476;7;PC CA1;CA1;left
61477;7;Non neuron;CA1;left
61478;7;Uncalled;CA1;left
61479;7;PC CA1;CA1;left
61480;7;Uncalled;CA1;left
61481;7;Non neuron;CA1;left
61482;7;Uncalled;CA1;left
61483;7;Non neuron;CA1;left
61484;7;Uncalled;CA1;left
61485;7;Non neuron;CA1;left
61486;7;PC CA1;CA1;left
61487;7;Non neuron;CA1;left
61488;7;Uncalled;CA1;left
61489;7;PC other;CA1;left
61490;7;Uncalled;CA1;left
61491;7;PC CA1;CA1;left
61492;7;Non neuron;CA1;left
61493;7;Uncalled;CA1;left
61494;7;Non neuron;CA1;left
61495;7;Non neuron;CA1;left
61496;7;Uncalled;CA1;left
61497;7;Uncalled;CA1;left
61498;7;Uncalled;CA1;left
61499;7;Uncalled;CA1;left
61500;7;PC CA1;CA1;left
61501;7;PC CA1;CA1;left
61502;7;Uncalled;CA1;left
61503;7;PC CA1;CA1;left
61504;7;Non neuron;CA1;left
61505;7;Uncalled;CA1;left
61506;7;Uncalled;CA1;left
61507;7;PC CA1;CA1;left
61508;7;Uncalled;CA1;left
