label;Sample;superclass;region_name;hemisphere
2571;3;Uncalled;CA1;left
2572;3;Non neuron;CA1;left
2573;3;Non neuron;CA1;left
2574;3;PC CA1;CA1;left
2575;3;Non neuron;CA1;left
2576;3;PC CA1;CA1;left
2577;3;Non neuron;CA1;left
2578;3;PC CA1;CA1;left
2579;3;Uncalled;CA1;left
2580;3;PC CA1;CA1;left
2581;3;Non neuron;CA1;left
2582;3;Basket;CA1;left
2583;3;Uncalled;CA1;left
2584;3;Uncalled;CA1;left
2585;3;PC CA1;CA1;left
2586;3;PC CA1;CA1;left
2587;3;Non neuron;CA1;left
2588;3;PC CA1;CA1;left
2589;3;PC other;CA1;left
2590;3;PC other;CA1;left
2591;3;Uncalled;CA1;left
2592;3;PC other;CA1;left
2593;3;Uncalled;CA1;left
2594;3;PC CA1;CA1;left
2595;3;Non neuron;CA1;left
2596;3;O/LM;CA1;left
2597;3;Uncalled;CA1;left
2598;3;Non neuron;CA1;left
2599;3;PC CA1;CA1;left
2600;3;Non neuron;CA1;left
2601;3;Uncalled;CA1;left
2602;3;IS1;CA1;left
2603;3;Non neuron;CA1;left
2604;3;Uncalled;CA1;left
2605;3;Uncalled;CA1;left
2606;3;Non neuron;CA1;left
2607;3;PC CA1;CA1;left
2608;3;Bistratified;CA1;left
2609;3;PC CA1;CA1;left
2610;3;PC other;CA1;left
2611;3;Non neuron;CA1;left
2612;3;Basket;CA1;left
2613;3;Uncalled;CA1;left
2614;3;Non neuron;CA1;left
2615;3;Uncalled;CA1;left
2616;3;Non neuron;CA1;left
2617;3;IS1;CA1;left
2618;3;Non neuron;CA1;left
2619;3;Non neuron;CA1;left
2620;3;PC CA1;CA1;left
2621;3;Uncalled;CA1;left
2622;3;Uncalled;CA1;left
2623;3;Non neuron;CA1;left
2624;3;Non neuron;CA1;left
2625;3;Non neuron;CA1;left
2626;3;Non neuron;CA1;left
2627;3;Non neuron;CA1;left
2628;3;PC CA1;CA1;left
2629;3;PC other;CA1;left
2630;3;Non neuron;CA1;left
2631;3;Uncalled;CA1;left
2632;3;PC CA1;CA1;left
2633;3;Non neuron;CA1;left
2634;3;Uncalled;CA1;left
2635;3;PC CA1;CA1;left
2636;3;Non neuron;CA1;left
2637;3;PC CA1;CA1;left
2638;3;PC CA1;CA1;left
2639;3;PC CA1;CA1;left
2640;3;Uncalled;CA1;left
2641;3;PC other;CA1;left
2642;3;PC CA1;CA1;left
2643;3;Basket;CA1;left
2644;3;Non neuron;CA1;left
2645;3;Uncalled;CA1;left
2646;3;PC CA1;CA1;left
2647;3;Non neuron;CA1;left
2648;3;Uncalled;CA1;left
2649;3;Uncalled;CA1;left
2650;3;Uncalled;CA1;left
2651;3;PC CA1;CA1;left
2652;3;Non neuron;CA1;left
2653;3;Uncalled;CA1;left
2654;3;Uncalled;CA1;left
2655;3;Uncalled;CA1;left
2656;3;Uncalled;CA1;left
2657;3;Uncalled;CA1;left
2658;3;Non neuron;CA1;left
2659;3;O/LM;CA1;left
2660;3;Uncalled;CA1;left
2661;3;Uncalled;CA1;left
2662;3;Non neuron;CA1;left
2663;3;Non neuron;CA1;left
2664;3;Non neuron;CA1;left
2665;3;Radiatum retrohip;CA1;left
2666;3;PC CA1;CA1;left
2667;3;Uncalled;CA1;left
2668;3;PC CA1;CA1;left
2669;3;Uncalled;CA1;left
2670;3;PC CA1;CA1;left
2671;3;PC other;CA1;left
2672;3;Uncalled;CA1;left
2673;3;Uncalled;CA1;left
2674;3;Uncalled;CA1;left
2675;3;Uncalled;CA1;left
2676;3;Non neuron;CA1;left
2677;3;PC CA1;CA1;left
2678;3;PC CA1;CA1;left
2679;3;Basket;CA1;left
2680;3;PC other;CA1;left
2681;3;Non neuron;CA1;left
2682;3;Non neuron;CA1;left
2683;3;Uncalled;CA1;left
2684;3;CGE NGF;CA1;left
2685;3;Non neuron;CA1;left
2686;3;Uncalled;CA1;left
2687;3;PC CA1;CA1;left
2688;3;PC other;CA1;left
2689;3;Uncalled;CA1;left
2690;3;Non neuron;CA1;left
2691;3;Non neuron;CA1;left
2692;3;Non neuron;CA1;left
2693;3;Non neuron;CA1;left
2694;3;Non neuron;CA1;left
2695;3;Non neuron;CA1;left
2696;3;Non neuron;CA1;left
2697;3;PC CA1;CA1;left
2698;3;Non neuron;CA1;left
2699;3;Non neuron;CA1;left
2700;3;PC other;CA1;left
2701;3;Uncalled;CA1;left
2702;3;Non neuron;CA1;left
2703;3;Non neuron;CA1;left
2704;3;PC CA1;CA1;left
2705;3;Non neuron;CA1;left
2706;3;Non neuron;CA1;left
2707;3;Non neuron;CA1;left
2708;3;Non neuron;CA1;left
2709;3;Non neuron;CA1;left
2710;3;PC CA1;CA1;left
2711;3;Non neuron;CA1;left
2712;3;Non neuron;CA1;left
2713;3;Cck Cxcl14+;CA1;left
2714;3;PC CA1;CA1;left
2715;3;Non neuron;CA1;left
2716;3;Uncalled;CA1;left
2717;3;Non neuron;CA1;left
2718;3;Non neuron;CA1;left
2719;3;Uncalled;CA1;left
2720;3;Non neuron;CA1;left
2721;3;Non neuron;CA1;left
2722;3;Non neuron;CA1;left
2723;3;PC CA1;CA1;left
2724;3;Non neuron;CA1;left
2725;3;Uncalled;CA1;left
2726;3;Uncalled;CA1;left
2727;3;Uncalled;CA1;left
2728;3;Uncalled;CA1;left
2729;3;Basket;CA1;left
2730;3;PC CA1;CA1;left
2731;3;Uncalled;CA1;left
2732;3;Non neuron;CA1;left
2733;3;PC CA1;CA1;left
2734;3;Non neuron;CA1;left
2735;3;Uncalled;CA1;left
2736;3;Uncalled;CA1;left
2737;3;Uncalled;CA1;left
2738;3;Uncalled;CA1;left
2739;3;PC CA1;CA1;left
2740;3;Non neuron;CA1;left
2741;3;Uncalled;CA1;left
2742;3;Uncalled;CA1;left
2743;3;PC CA1;CA1;left
2744;3;PC CA1;CA1;left
2745;3;Non neuron;CA1;left
2746;3;Non neuron;CA1;left
2747;3;Uncalled;CA1;left
2748;3;Non neuron;CA1;left
2749;3;Non neuron;CA1;left
2750;3;Uncalled;CA1;left
2751;3;Non neuron;CA1;left
2752;3;Uncalled;CA1;left
2753;3;Non neuron;CA1;left
2754;3;PC CA1;CA1;left
2755;3;Non neuron;CA1;left
2756;3;PC CA1;CA1;left
2757;3;Uncalled;CA1;left
2758;3;Uncalled;CA1;left
2759;3;Non neuron;CA1;left
2760;3;Non neuron;CA1;left
2761;3;PC CA1;CA1;left
2762;3;IS3;CA1;left
2763;3;PC CA1;CA1;left
2764;3;Non neuron;CA1;left
2765;3;Non neuron;CA1;left
2766;3;Non neuron;CA1;left
2767;3;Non neuron;CA1;left
2768;3;Uncalled;CA1;left
2769;3;Non neuron;CA1;left
2770;3;PC CA1;CA1;left
2771;3;Non neuron;CA1;left
2772;3;Uncalled;CA1;left
2773;3;Non neuron;CA1;left
2774;3;Uncalled;CA1;left
2775;3;Uncalled;CA1;left
2776;3;Non neuron;CA1;left
2777;3;PC other;CA1;left
2778;3;Uncalled;CA1;left
2779;3;Uncalled;CA1;left
2780;3;Uncalled;CA1;left
2781;3;PC CA1;CA1;left
2782;3;PC other;CA1;left
2783;3;Non neuron;CA1;left
2784;3;PC CA1;CA1;left
2785;3;PC CA1;CA1;left
2786;3;Non neuron;CA1;left
2787;3;Uncalled;CA1;left
2788;3;PC CA1;CA1;left
2789;3;IS3;CA1;left
2790;3;Uncalled;CA1;left
2791;3;Uncalled;CA1;left
2792;3;Non neuron;CA1;left
2793;3;Non neuron;CA1;left
2794;3;Uncalled;CA1;left
2795;3;Non neuron;CA1;left
2796;3;PC other;CA1;left
2797;3;PC other;CA1;left
2798;3;Non neuron;CA1;left
2799;3;Uncalled;CA1;left
2800;3;Non neuron;CA1;left
2801;3;Uncalled;CA1;left
2802;3;Uncalled;CA1;left
2803;3;O/LM;CA1;left
2804;3;Non neuron;CA1;left
2805;3;Non neuron;CA1;left
2806;3;Non neuron;CA1;left
2807;3;Uncalled;CA1;left
2808;3;Uncalled;CA1;left
2809;3;PC CA1;CA1;left
2810;3;Uncalled;CA1;left
2811;3;Uncalled;CA1;left
2812;3;IS3;CA1;left
2813;3;Uncalled;CA1;left
2814;3;Non neuron;CA1;left
2815;3;Non neuron;CA1;left
2816;3;PC CA1;CA1;left
2817;3;PC CA1;CA1;left
2818;3;Uncalled;CA1;left
2819;3;Uncalled;CA1;left
2820;3;Non neuron;CA1;left
2821;3;Non neuron;CA1;left
2822;3;Non neuron;CA1;left
2823;3;Uncalled;CA1;left
2824;3;Non neuron;CA1;left
2825;3;Uncalled;CA1;left
2826;3;Uncalled;CA1;left
2827;3;Uncalled;CA1;left
2828;3;Uncalled;CA1;left
2829;3;Uncalled;CA1;left
2830;3;Non neuron;CA1;left
2831;3;Uncalled;CA1;left
2832;3;Non neuron;CA1;left
2833;3;Uncalled;CA1;left
2834;3;PC CA1;CA1;left
2835;3;Non neuron;CA1;left
2836;3;PC CA1;CA1;left
2837;3;Non neuron;CA1;left
2838;3;Non neuron;CA1;left
2839;3;Non neuron;CA1;left
2840;3;Uncalled;CA1;left
2841;3;Non neuron;CA1;left
2842;3;Non neuron;CA1;left
2843;3;Uncalled;CA1;left
2844;3;Uncalled;CA1;left
2845;3;Basket;CA1;left
2846;3;PC CA1;CA1;left
2847;3;Uncalled;CA1;left
2848;3;CGE NGF;CA1;left
2849;3;PC CA1;CA1;left
2850;3;Uncalled;CA1;left
2851;3;Non neuron;CA1;left
2852;3;Uncalled;CA1;left
2853;3;Non neuron;CA1;left
2854;3;PC other;CA1;left
2855;3;Non neuron;CA1;left
2856;3;PC CA1;CA1;left
2857;3;Non neuron;CA1;left
2858;3;Uncalled;CA1;left
2859;3;Non neuron;CA1;left
2860;3;Uncalled;CA1;left
2861;3;PC CA1;CA1;left
2862;3;Uncalled;CA1;left
2863;3;Non neuron;CA1;left
2864;3;Uncalled;CA1;left
2865;3;Non neuron;CA1;left
2866;3;Non neuron;CA1;left
2867;3;Non neuron;CA1;left
2868;3;Non neuron;CA1;left
2869;3;Uncalled;CA1;left
2870;3;Non neuron;CA1;left
2871;3;O/LM;CA1;left
2872;3;Non neuron;CA1;left
2873;3;Uncalled;CA1;left
2874;3;PC CA1;CA1;left
2875;3;Bistratified;CA1;left
2876;3;PC CA1;CA1;left
2877;3;Non neuron;CA1;left
2878;3;Uncalled;CA1;left
2879;3;Non neuron;CA1;left
2880;3;Uncalled;CA1;left
2881;3;Uncalled;CA1;left
2882;3;PC CA1;CA1;left
2883;3;Uncalled;CA1;left
2884;3;Uncalled;CA1;left
2885;3;Non neuron;CA1;left
2886;3;Non neuron;CA1;left
2887;3;PC other;CA1;left
2888;3;Uncalled;CA1;left
2889;3;Uncalled;CA1;left
2890;3;PC CA1;CA1;left
2891;3;Uncalled;CA1;left
2892;3;Basket;CA1;left
2893;3;Non neuron;CA1;left
2894;3;Non neuron;CA1;left
2895;3;Non neuron;CA1;left
2896;3;PC CA1;CA1;left
2897;3;Non neuron;CA1;left
2898;3;Uncalled;CA1;left
2899;3;Uncalled;CA1;left
2900;3;Non neuron;CA1;left
2901;3;Non neuron;CA1;left
2902;3;Non neuron;CA1;left
2903;3;Uncalled;CA1;left
2904;3;Non neuron;CA1;left
2905;3;Uncalled;CA1;left
2906;3;Non neuron;CA1;left
2907;3;Non neuron;CA1;left
2908;3;Uncalled;CA1;left
2909;3;Non neuron;CA1;left
2910;3;PC CA1;CA1;left
2911;3;O/LM;CA1;left
2912;3;Uncalled;CA1;left
2913;3;O-Bi;CA1;left
2914;3;Basket;CA1;left
2915;3;Uncalled;CA1;left
2916;3;Non neuron;CA1;left
2917;3;Non neuron;CA1;left
2918;3;Non neuron;CA1;left
2919;3;Non neuron;CA1;left
2920;3;PC CA1;CA1;left
2921;3;PC CA1;CA1;left
2922;3;PC CA1;CA1;left
2923;3;Uncalled;CA1;left
2924;3;Non neuron;CA1;left
2925;3;PC other;CA1;left
2926;3;Uncalled;CA1;left
2927;3;Uncalled;CA1;left
2928;3;Uncalled;CA1;left
2929;3;Uncalled;CA1;left
2930;3;Uncalled;CA1;left
2931;3;Non neuron;CA1;left
2932;3;Uncalled;CA1;left
2933;3;Uncalled;CA1;left
2934;3;Uncalled;CA1;left
2935;3;Non neuron;CA1;left
2936;3;Non neuron;CA1;left
2937;3;Non neuron;CA1;left
2938;3;Non neuron;CA1;left
2939;3;Non neuron;CA1;left
2940;3;Uncalled;CA1;left
2941;3;PC CA1;CA1;left
2942;3;Non neuron;CA1;left
2943;3;Non neuron;CA1;left
2944;3;Non neuron;CA1;left
2945;3;Non neuron;CA1;left
2946;3;PC CA1;CA1;left
2947;3;Uncalled;CA1;left
2948;3;PC CA1;CA1;left
2949;3;Non neuron;CA1;left
2950;3;PC CA1;CA1;left
2951;3;PC other;CA1;left
2952;3;Uncalled;CA1;left
2953;3;Uncalled;CA1;left
2954;3;PC CA1;CA1;left
2955;3;Non neuron;CA1;left
2956;3;Uncalled;CA1;left
2957;3;Non neuron;CA1;left
2958;3;Uncalled;CA1;left
2959;3;PC other;CA1;left
2960;3;Uncalled;CA1;left
2961;3;Uncalled;CA1;left
2962;3;Non neuron;CA1;left
2963;3;Non neuron;CA1;left
2964;3;PC CA1;CA1;left
2965;3;Non neuron;CA1;left
2966;3;PC CA1;CA1;left
2967;3;Uncalled;CA1;left
2968;3;Uncalled;CA1;left
2969;3;Non neuron;CA1;left
2970;3;Uncalled;CA1;left
2971;3;Uncalled;CA1;left
2972;3;Uncalled;CA1;left
2973;3;Uncalled;CA1;left
2974;3;O/LM;CA1;left
2975;3;Non neuron;CA1;left
2976;3;Non neuron;CA1;left
2977;3;PC CA1;CA1;left
2978;3;Non neuron;CA1;left
2979;3;Non neuron;CA1;left
2980;3;Uncalled;CA1;left
2981;3;Non neuron;CA1;left
2982;3;Uncalled;CA1;left
2983;3;PC CA1;CA1;left
2984;3;Uncalled;CA1;left
2985;3;PC CA1;CA1;left
2986;3;Non neuron;CA1;left
2987;3;PC CA1;CA1;left
2988;3;Non neuron;CA1;left
2989;3;PC CA1;CA1;left
2990;3;PC CA1;CA1;left
2991;3;Non neuron;CA1;left
2992;3;Uncalled;CA1;left
2993;3;Uncalled;CA1;left
2994;3;Uncalled;CA1;left
2995;3;PC other;CA1;left
2996;3;Non neuron;CA1;left
2997;3;Uncalled;CA1;left
2998;3;Uncalled;CA1;left
2999;3;Non neuron;CA1;left
3000;3;Uncalled;CA1;left
3001;3;Uncalled;CA1;left
3002;3;PC CA1;CA1;left
3003;3;Uncalled;CA1;left
3004;3;PC CA1;CA1;left
3005;3;Non neuron;CA1;left
3006;3;Non neuron;CA1;left
3007;3;Non neuron;CA1;left
3008;3;Uncalled;CA1;left
3009;3;Uncalled;CA1;left
3010;3;Uncalled;CA1;left
3011;3;Non neuron;CA1;left
3012;3;PC CA1;CA1;left
3013;3;Uncalled;CA1;left
3014;3;Non neuron;CA1;left
3015;3;IS1;CA1;left
3016;3;Non neuron;CA1;left
3017;3;Uncalled;CA1;left
3018;3;Non neuron;CA1;left
3019;3;Non neuron;CA1;left
3020;3;Uncalled;CA1;left
3021;3;Uncalled;CA1;left
3022;3;Hippocamposeptal;CA1;left
3023;3;Basket;CA1;left
3024;3;IS3;CA1;left
3025;3;Non neuron;CA1;left
3026;3;Non neuron;CA1;left
3027;3;Non neuron;CA1;left
3028;3;PC CA1;CA1;left
3029;3;Non neuron;CA1;left
3030;3;Non neuron;CA1;left
3031;3;Uncalled;CA1;left
3032;3;Non neuron;CA1;left
3033;3;Uncalled;CA1;left
3034;3;PC CA1;CA1;left
3035;3;Uncalled;CA1;left
3036;3;Uncalled;CA1;left
3037;3;Uncalled;CA1;left
3038;3;Non neuron;CA1;left
3039;3;Uncalled;CA1;left
3040;3;Non neuron;CA1;left
3041;3;Uncalled;CA1;left
3042;3;Uncalled;CA1;left
3043;3;Non neuron;CA1;left
3044;3;Uncalled;CA1;left
3045;3;PC CA1;CA1;left
3046;3;Non neuron;CA1;left
3047;3;Uncalled;CA1;left
3048;3;Uncalled;CA1;left
3049;3;Non neuron;CA1;left
3050;3;PC CA1;CA1;left
3051;3;Non neuron;CA1;left
3052;3;Uncalled;CA1;left
3053;3;PC CA1;CA1;left
3054;3;Uncalled;CA1;left
3055;3;Non neuron;CA1;left
3056;3;Uncalled;CA1;left
3057;3;PC CA1;CA1;left
3058;3;Uncalled;CA1;left
3059;3;Uncalled;CA1;left
3060;3;Non neuron;CA1;left
3061;3;Uncalled;CA1;left
3062;3;Uncalled;CA1;left
3063;3;Uncalled;CA1;left
3064;3;Uncalled;CA1;left
3065;3;Non neuron;CA1;left
3066;3;Basket;CA1;left
3067;3;PC CA1;CA1;left
3068;3;Basket;CA1;left
3069;3;Non neuron;CA1;left
3070;3;Uncalled;CA1;left
3071;3;Uncalled;CA1;left
3072;3;Non neuron;CA1;left
3073;3;Uncalled;CA1;left
3074;3;PC CA1;CA1;left
3075;3;PC CA1;CA1;left
3076;3;Uncalled;CA1;left
3077;3;Non neuron;CA1;left
3078;3;Non neuron;CA1;left
3079;3;Non neuron;CA1;left
3080;3;PC CA1;CA1;left
3081;3;PC CA1;CA1;left
3082;3;Non neuron;CA1;left
3083;3;Non neuron;CA1;left
3084;3;Uncalled;CA1;left
3085;3;Non neuron;CA1;left
3086;3;PC CA1;CA1;left
3087;3;Basket;CA1;left
3088;3;Non neuron;CA1;left
3089;3;Non neuron;CA1;left
3090;3;PC CA1;CA1;left
3091;3;Non neuron;CA1;left
3092;3;Non neuron;CA1;left
3093;3;Uncalled;CA1;left
3094;3;Non neuron;CA1;left
3095;3;Uncalled;CA1;left
3096;3;Non neuron;CA1;left
3097;3;PC CA1;CA1;left
3098;3;PC CA1;CA1;left
3099;3;Uncalled;CA1;left
3100;3;Non neuron;CA1;left
3101;3;Uncalled;CA1;left
3102;3;Uncalled;CA1;left
3103;3;Uncalled;CA1;left
3104;3;Non neuron;CA1;left
3105;3;Non neuron;CA1;left
3106;3;Uncalled;CA1;left
3107;3;Uncalled;CA1;left
3108;3;Non neuron;CA1;left
3109;3;Non neuron;CA1;left
3110;3;PC CA1;CA1;left
3111;3;Non neuron;CA1;left
3112;3;PC CA1;CA1;left
3113;3;PC other;CA1;left
3114;3;Uncalled;CA1;left
3115;3;Uncalled;CA1;left
3116;3;Non neuron;CA1;left
3117;3;PC CA1;CA1;left
3118;3;PC other;CA1;left
3119;3;Non neuron;CA1;left
3120;3;Non neuron;CA1;left
3121;3;Non neuron;CA1;left
3122;3;IS1;CA1;left
3123;3;Uncalled;CA1;left
3124;3;PC CA1;CA1;left
3125;3;Uncalled;CA1;left
3126;3;Non neuron;CA1;left
3127;3;PC CA1;CA1;left
3128;3;Uncalled;CA1;left
3129;3;Uncalled;CA1;left
3130;3;Uncalled;CA1;left
3131;3;Non neuron;CA1;left
3132;3;Uncalled;CA1;left
3133;3;Hippocamposeptal;CA1;left
3134;3;Uncalled;CA1;left
3135;3;Non neuron;CA1;left
3136;3;Non neuron;CA1;left
3137;3;Non neuron;CA1;left
3138;3;Non neuron;CA1;left
3139;3;Non neuron;CA1;left
3140;3;Uncalled;CA1;left
3141;3;Non neuron;CA1;left
3142;3;PC CA1;CA1;left
3143;3;Non neuron;CA1;left
3144;3;Non neuron;CA1;left
3145;3;Non neuron;CA1;left
3146;3;Uncalled;CA1;left
3147;3;Uncalled;CA1;left
3148;3;Uncalled;CA1;left
3149;3;PC CA1;CA1;left
3150;3;Uncalled;CA1;left
3151;3;PC other;CA1;left
3152;3;Non neuron;CA1;left
3153;3;Uncalled;CA1;left
3154;3;Uncalled;CA1;left
3155;3;Non neuron;CA1;left
3156;3;Non neuron;CA1;left
3157;3;PC CA1;CA1;left
3158;3;Non neuron;CA1;left
3159;3;PC other;CA1;left
3160;3;Non neuron;CA1;left
3161;3;Non neuron;CA1;left
3162;3;Non neuron;CA1;left
3163;3;Basket;CA1;left
3164;3;PC CA1;CA1;left
3165;3;Uncalled;CA1;left
3166;3;CGE NGF;CA1;left
3167;3;O/LM;CA1;left
3168;3;Uncalled;CA1;left
3169;3;PC CA1;CA1;left
3170;3;PC other;CA1;left
3171;3;Non neuron;CA1;left
3172;3;Non neuron;CA1;left
3173;3;Non neuron;CA1;left
3174;3;Non neuron;CA1;left
3175;3;Uncalled;CA1;left
3176;3;PC other;CA1;left
3177;3;Uncalled;CA1;left
3178;3;Uncalled;CA1;left
3179;3;Non neuron;CA1;left
3180;3;Non neuron;CA1;left
3181;3;Non neuron;CA1;left
3182;3;Uncalled;CA1;left
3183;3;Non neuron;CA1;left
3184;3;Non neuron;CA1;left
3185;3;PC CA1;CA1;left
3186;3;Non neuron;CA1;left
3187;3;Non neuron;CA1;left
3188;3;Non neuron;CA1;left
3189;3;Non neuron;CA1;left
3190;3;Non neuron;CA1;left
3191;3;PC CA1;CA1;left
3192;3;Non neuron;CA1;left
3193;3;Non neuron;CA1;left
3194;3;Uncalled;CA1;left
3195;3;PC CA1;CA1;left
3196;3;PC CA1;CA1;left
3197;3;Non neuron;CA1;left
3198;3;Basket;CA1;left
3199;3;Non neuron;CA1;left
3200;3;Non neuron;CA1;left
3201;3;PC CA1;CA1;left
3202;3;Non neuron;CA1;left
3203;3;Uncalled;CA1;left
3204;3;Non neuron;CA1;left
3205;3;Uncalled;CA1;left
3206;3;Uncalled;CA1;left
3207;3;Cck Cxcl14+;CA1;left
3208;3;Uncalled;CA1;left
3209;3;PC CA1;CA1;left
3210;3;Uncalled;CA1;left
3211;3;Uncalled;CA1;left
3212;3;Non neuron;CA1;left
3213;3;Non neuron;CA1;left
3214;3;Uncalled;CA1;left
3215;3;Uncalled;CA1;left
3216;3;Uncalled;CA1;left
3217;3;Uncalled;CA1;left
3218;3;Non neuron;CA1;left
3219;3;PC other;CA1;left
3220;3;Non neuron;CA1;left
3221;3;Uncalled;CA1;left
3222;3;Non neuron;CA1;left
3223;3;Uncalled;CA1;left
3224;3;Uncalled;CA1;left
3225;3;Uncalled;CA1;left
3226;3;Uncalled;CA1;left
3227;3;Non neuron;CA1;left
3228;3;Non neuron;CA1;left
3229;3;Non neuron;CA1;left
3230;3;PC CA1;CA1;left
3231;3;Uncalled;CA1;left
3232;3;Non neuron;CA1;left
3233;3;Non neuron;CA1;left
3234;3;Uncalled;CA1;left
3235;3;Non neuron;CA1;left
3236;3;Uncalled;CA1;left
3237;3;Non neuron;CA1;left
3238;3;Uncalled;CA1;left
3239;3;PC other;CA1;left
3240;3;PC other;CA1;left
3241;3;Uncalled;CA1;left
3242;3;Uncalled;CA1;left
3243;3;PC CA1;CA1;left
3244;3;Non neuron;CA1;left
3245;3;O-Bi;CA1;left
3246;3;Non neuron;CA1;left
3247;3;Basket;CA1;left
3248;3;Uncalled;CA1;left
3249;3;Non neuron;CA1;left
3250;3;Uncalled;CA1;left
3251;3;Non neuron;CA1;left
3252;3;Non neuron;CA1;left
3253;3;Non neuron;CA1;left
3254;3;Uncalled;CA1;left
3255;3;Uncalled;CA1;left
3256;3;Non neuron;CA1;left
3257;3;Non neuron;CA1;left
3258;3;Non neuron;CA1;left
3259;3;Non neuron;CA1;left
3260;3;PC CA1;CA1;left
3261;3;Non neuron;CA1;left
3262;3;Non neuron;CA1;left
3263;3;Uncalled;CA1;left
3264;3;Uncalled;CA1;left
3265;3;PC other;CA1;left
3266;3;Non neuron;CA1;left
3267;3;Non neuron;CA1;left
3268;3;MGE NGF/IVY;CA1;left
3269;3;Uncalled;CA1;left
3270;3;Non neuron;CA1;left
3271;3;Uncalled;CA1;left
3272;3;PC CA1;CA1;left
3273;3;Uncalled;CA1;left
3274;3;Non neuron;CA1;left
3275;3;Uncalled;CA1;left
3276;3;Non neuron;CA1;left
3277;3;Non neuron;CA1;left
3278;3;PC CA1;CA1;left
3279;3;Non neuron;CA1;left
3280;3;Non neuron;CA1;left
3281;3;Non neuron;CA1;left
3282;3;Uncalled;CA1;left
3283;3;PC CA1;CA1;left
3284;3;Non neuron;CA1;left
3285;3;Non neuron;CA1;left
3286;3;Non neuron;CA1;left
3287;3;PC CA1;CA1;left
3288;3;Uncalled;CA1;left
3289;3;Non neuron;CA1;left
3290;3;PC other;CA1;left
3291;3;Uncalled;CA1;left
3292;3;Uncalled;CA1;left
3293;3;Non neuron;CA1;left
3294;3;PC CA1;CA1;left
3295;3;PC CA1;CA1;left
3296;3;Uncalled;CA1;left
3297;3;Non neuron;CA1;left
3298;3;Non neuron;CA1;left
3299;3;Non neuron;CA1;left
3300;3;PC CA1;CA1;left
3301;3;Uncalled;CA1;left
3302;3;Non neuron;CA1;left
3303;3;Non neuron;CA1;left
3304;3;Non neuron;CA1;left
3305;3;Non neuron;CA1;left
3306;3;Uncalled;CA1;left
3307;3;Uncalled;CA1;left
3308;3;Uncalled;CA1;left
3309;3;PC CA1;CA1;left
3310;3;Uncalled;CA1;left
3311;3;Non neuron;CA1;left
3312;3;PC other;CA1;left
3313;3;Non neuron;CA1;left
3314;3;PC other;CA1;left
3315;3;Non neuron;CA1;left
3316;3;Uncalled;CA1;left
3317;3;Uncalled;CA1;left
3318;3;Uncalled;CA1;left
3319;3;Non neuron;CA1;left
3320;3;Uncalled;CA1;left
3321;3;Uncalled;CA1;left
3322;3;Uncalled;CA1;left
3323;3;Non neuron;CA1;left
3324;3;Non neuron;CA1;left
3325;3;Non neuron;CA1;left
3326;3;Uncalled;CA1;left
3327;3;PC CA1;CA1;left
3328;3;Non neuron;CA1;left
3329;3;IS3;CA1;left
3330;3;Uncalled;CA1;left
3331;3;Non neuron;CA1;left
3332;3;Uncalled;CA1;left
3333;3;PC CA1;CA1;left
3334;3;PC other;CA1;left
3335;3;PC other;CA1;left
3336;3;Non neuron;CA1;left
3337;3;Uncalled;CA1;left
3338;3;PC other;CA1;left
3339;3;Non neuron;CA1;left
3340;3;Non neuron;CA1;left
3341;3;Non neuron;CA1;left
3342;3;PC CA1;CA1;left
3343;3;Non neuron;CA1;left
3344;3;Uncalled;CA1;left
3345;3;Non neuron;CA1;left
3346;3;Non neuron;CA1;left
3347;3;PC CA1;CA1;left
3348;3;Non neuron;CA1;left
3349;3;IS3;CA1;left
3350;3;MGE NGF/IVY;CA1;left
3351;3;Non neuron;CA1;left
3352;3;Basket;CA1;left
3353;3;PC CA1;CA1;left
3354;3;Uncalled;CA1;left
3355;3;Non neuron;CA1;left
3356;3;Non neuron;CA1;left
3357;3;Non neuron;CA1;left
3358;3;Non neuron;CA1;left
3359;3;Non neuron;CA1;left
3360;3;Non neuron;CA1;left
3361;3;PC other;CA1;left
3362;3;Uncalled;CA1;left
3363;3;Non neuron;CA1;left
3364;3;Basket;CA1;left
3365;3;Non neuron;CA1;left
3366;3;Non neuron;CA1;left
3367;3;Non neuron;CA1;left
3368;3;PC other;CA1;left
3369;3;Non neuron;CA1;left
3370;3;Non neuron;CA1;left
3371;3;PC other;CA1;left
3372;3;Uncalled;CA1;left
3373;3;Uncalled;CA1;left
3374;3;PC other;CA1;left
3375;3;O/LM;CA1;left
3376;3;PC CA1;CA1;left
3377;3;Non neuron;CA1;left
3378;3;PC CA1;CA1;left
3379;3;Non neuron;CA1;left
3380;3;Uncalled;CA1;left
3381;3;Uncalled;CA1;left
3382;3;Non neuron;CA1;left
3383;3;Uncalled;CA1;left
3384;3;PC CA1;CA1;left
3385;3;Basket;CA1;left
3386;3;PC other;CA1;left
3387;3;Non neuron;CA1;left
3388;3;Uncalled;CA1;left
3389;3;Non neuron;CA1;left
3390;3;Non neuron;CA1;left
3391;3;Non neuron;CA1;left
3392;3;Non neuron;CA1;left
3393;3;Non neuron;CA1;left
3394;3;Non neuron;CA1;left
3395;3;Non neuron;CA1;left
3396;3;Uncalled;CA1;left
3397;3;Non neuron;CA1;left
3398;3;Non neuron;CA1;left
