label;region_name;Score_Max;hemisphere
231;L;04200-05599;right
232;M;04200-05599;right
233;A;01400-02799;right
234;B;01400-02799;right
235;C;01400-02799;right
236;D;01400-02799;right
237;E;01400-02799;right
238;F;01400-02799;right
239;G;01400-02799;right
240;H;01400-02799;right
241;I;01400-02799;right
242;J;01400-02799;right
243;K;01400-02799;right
244;L;01400-02799;right
245;M;01400-02799;right
246;A;02800-04199;right
247;B;02800-04199;right
248;C;02800-04199;right
249;D;02800-04199;right
250;E;02800-04199;right
251;F;02800-04199;right
252;G;02800-04199;right
253;H;02800-04199;right
254;I;02800-04199;right
255;J;02800-04199;right
256;K;02800-04199;right
257;L;02800-04199;right
258;M;02800-04199;right
259;A;01400-02799;right
260;B;01400-02799;right
261;C;01400-02799;right
262;D;01400-02799;right
263;E;01400-02799;right
264;F;01400-02799;right
265;G;01400-02799;right
266;H;01400-02799;right
267;I;01400-02799;right
268;J;01400-02799;right
269;K;01400-02799;right
270;L;01400-02799;right
271;M;01400-02799;right
272;A;01400-02799;right
273;B;01400-02799;right
274;C;01400-02799;right
275;D;01400-02799;right
276;E;01400-02799;right
277;F;01400-02799;right
278;G;01400-02799;right
279;H;01400-02799;right
280;I;01400-02799;right
281;J;01400-02799;right
282;K;01400-02799;right
283;L;01400-02799;right
284;M;01400-02799;right
285;A;0-01400;right
286;B;0-01400;right
287;C;0-01400;right
288;D;0-01400;right
289;E;0-01400;right
290;F;0-01400;right
291;G;0-01400;right
292;H;0-01400;right
293;I;0-01400;right
294;J;0-01400;right
295;K;0-01400;right
296;L;0-01400;right
297;M;0-01400;right
298;A;01400-02799;right
299;B;01400-02799;right
300;C;01400-02799;right
301;D;01400-02799;right
302;E;01400-02799;right
303;F;01400-02799;right
304;G;01400-02799;right
305;H;01400-02799;right
306;I;01400-02799;right
307;J;01400-02799;right
308;K;01400-02799;right
309;L;01400-02799;right
310;M;01400-02799;right
311;A;01400-02799;right
312;B;01400-02799;right
313;C;01400-02799;right
314;D;01400-02799;right
315;E;01400-02799;right
316;F;01400-02799;right
317;G;01400-02799;right
318;H;01400-02799;right
319;I;01400-02799;right
320;J;01400-02799;right
321;K;01400-02799;right
322;L;01400-02799;right
323;M;01400-02799;right
324;A;02800-04199;right
325;B;02800-04199;right
326;C;02800-04199;right
327;D;02800-04199;right
328;E;02800-04199;right
329;F;02800-04199;right
330;G;02800-04199;right
331;H;02800-04199;right
332;I;02800-04199;right
333;J;02800-04199;right
334;K;02800-04199;right
335;L;02800-04199;right
336;M;02800-04199;right
337;A;01400-02799;right
338;B;01400-02799;right
339;C;01400-02799;right
340;D;01400-02799;right
341;E;01400-02799;right
342;F;01400-02799;right
343;G;01400-02799;right
344;H;01400-02799;right
345;I;01400-02799;right
346;J;01400-02799;right
347;K;01400-02799;right
348;L;01400-02799;right
349;M;01400-02799;right
350;A;0-01400;right
351;B;0-01400;right
352;C;0-01400;right
353;D;0-01400;right
354;E;0-01400;right
355;F;0-01400;right
356;G;0-01400;right
357;H;0-01400;right
358;I;0-01400;right
359;J;0-01400;right
360;K;0-01400;right
361;L;0-01400;right
362;M;0-01400;right
363;A;01400-02799;right
364;B;01400-02799;right
365;C;01400-02799;right
366;D;01400-02799;right
367;E;01400-02799;right
368;F;01400-02799;right
369;G;01400-02799;right
370;H;01400-02799;right
371;I;01400-02799;right
372;J;01400-02799;right
373;K;01400-02799;right
374;L;01400-02799;right
375;M;01400-02799;right
376;A;01400-02799;right
377;B;01400-02799;right
378;C;01400-02799;right
379;D;01400-02799;right
380;E;01400-02799;right
381;F;01400-02799;right
382;G;01400-02799;right
383;H;01400-02799;right
384;I;01400-02799;right
385;J;01400-02799;right
386;K;01400-02799;right
387;L;01400-02799;right
388;M;01400-02799;right
389;A;01400-02799;right
390;B;01400-02799;right
391;C;01400-02799;right
392;D;01400-02799;right
393;E;01400-02799;right
394;F;01400-02799;right
395;G;01400-02799;right
396;H;01400-02799;right
397;I;01400-02799;right
398;J;01400-02799;right
399;K;01400-02799;right
400;L;01400-02799;right
401;M;01400-02799;right
402;A;02800-04199;right
403;B;02800-04199;right
404;C;02800-04199;right
405;D;02800-04199;right
406;E;02800-04199;right
407;F;02800-04199;right
408;G;02800-04199;right
409;H;02800-04199;right
410;I;02800-04199;right
411;J;02800-04199;right
412;K;02800-04199;right
413;L;02800-04199;right
414;M;02800-04199;right
415;A;01400-02799;right
416;B;01400-02799;right
417;C;01400-02799;right
418;D;01400-02799;right
419;E;01400-02799;right
420;F;01400-02799;right
421;G;01400-02799;right
422;H;01400-02799;right
423;I;01400-02799;right
424;J;01400-02799;right
425;K;01400-02799;right
426;L;01400-02799;right
427;M;01400-02799;right
428;A;12600-13999;right
429;B;12600-13999;right
430;C;12600-13999;right
431;D;12600-13999;right
432;E;12600-13999;right
433;F;12600-13999;right
434;G;12600-13999;right
435;H;12600-13999;right
436;I;12600-13999;right
437;J;12600-13999;right
438;K;12600-13999;right
439;L;12600-13999;right
440;M;12600-13999;right
441;A;12600-13999;right
442;B;12600-13999;right
443;C;12600-13999;right
444;D;12600-13999;right
445;E;12600-13999;right
446;F;12600-13999;right
447;G;12600-13999;right
448;H;12600-13999;right
449;I;12600-13999;right
450;J;12600-13999;right
451;K;12600-13999;right
452;L;12600-13999;right
453;M;12600-13999;right
454;A;04200-05599;right
455;B;04200-05599;right
456;C;04200-05599;right
457;D;04200-05599;right
458;E;04200-05599;right
459;F;04200-05599;right
460;G;04200-05599;right
461;H;04200-05599;right
462;I;04200-05599;right
463;J;04200-05599;right
464;K;04200-05599;right
465;L;04200-05599;right
466;M;04200-05599;right
467;A;01400-02799;right
468;B;01400-02799;right
469;C;01400-02799;right
470;D;01400-02799;right
471;E;01400-02799;right
472;F;01400-02799;right
473;G;01400-02799;right
474;H;01400-02799;right
475;I;01400-02799;right
476;J;01400-02799;right
477;K;01400-02799;right
478;L;01400-02799;right
479;M;01400-02799;right
480;A;02800-04199;right
481;B;02800-04199;right
482;C;02800-04199;right
483;D;02800-04199;right
484;E;02800-04199;right
485;F;02800-04199;right
486;G;02800-04199;right
487;H;02800-04199;right
488;I;02800-04199;right
489;J;02800-04199;right
490;K;02800-04199;right
491;L;02800-04199;right
492;M;02800-04199;right
493;A;12600-13999;right
494;B;12600-13999;right
495;C;12600-13999;right
496;D;12600-13999;right
497;E;12600-13999;right
498;F;12600-13999;right
499;G;12600-13999;right
500;H;12600-13999;right
501;I;12600-13999;right
502;J;12600-13999;right
503;K;12600-13999;right
504;L;12600-13999;right
505;M;12600-13999;right
506;A;12600-13999;right
507;B;12600-13999;right
508;C;12600-13999;right
509;D;12600-13999;right
510;E;12600-13999;right
511;F;12600-13999;right
512;G;12600-13999;right
513;H;12600-13999;right
514;I;12600-13999;right
515;J;12600-13999;right
516;K;12600-13999;right
517;L;12600-13999;right
518;M;12600-13999;right
519;A;05600-06999;right
520;B;05600-06999;right
521;C;05600-06999;right
522;D;05600-06999;right
523;E;05600-06999;right
524;F;05600-06999;right
525;G;05600-06999;right
526;H;05600-06999;right
527;I;05600-06999;right
528;J;05600-06999;right
529;K;05600-06999;right
530;L;05600-06999;right
531;M;05600-06999;right
532;A;07000-08399;right
533;B;07000-08399;right
534;C;07000-08399;right
535;D;07000-08399;right
536;E;07000-08399;right
537;F;07000-08399;right
538;G;07000-08399;right
539;H;07000-08399;right
540;I;07000-08399;right
541;J;07000-08399;right
542;K;07000-08399;right
543;L;07000-08399;right
544;M;07000-08399;right
545;A;02800-04199;right
546;B;02800-04199;right
547;C;02800-04199;right
548;D;02800-04199;right
549;E;02800-04199;right
550;F;02800-04199;right
551;G;02800-04199;right
552;H;02800-04199;right
553;I;02800-04199;right
554;J;02800-04199;right
555;K;02800-04199;right
556;L;02800-04199;right
557;M;02800-04199;right
558;A;05600-06999;right
559;B;05600-06999;right
560;C;05600-06999;right
561;D;05600-06999;right
562;E;05600-06999;right
563;F;05600-06999;right
564;G;05600-06999;right
565;H;05600-06999;right
566;I;05600-06999;right
567;J;05600-06999;right
568;K;05600-06999;right
569;L;05600-06999;right
570;M;05600-06999;right
571;A;05600-06999;right
572;B;05600-06999;right
573;C;05600-06999;right
574;D;05600-06999;right
575;E;05600-06999;right
576;F;05600-06999;right
577;G;05600-06999;right
578;H;05600-06999;right
579;I;05600-06999;right
580;J;05600-06999;right
581;K;05600-06999;right
582;L;05600-06999;right
583;M;05600-06999;right
584;A;07000-08399;right
585;B;07000-08399;right
586;C;07000-08399;right
587;D;07000-08399;right
588;E;07000-08399;right
589;F;07000-08399;right
590;G;07000-08399;right
591;H;07000-08399;right
592;I;07000-08399;right
593;J;07000-08399;right
594;K;07000-08399;right
595;L;07000-08399;right
596;M;07000-08399;right
597;A;04200-05599;right
598;B;04200-05599;right
599;C;04200-05599;right
600;D;04200-05599;right
601;E;04200-05599;right
602;F;04200-05599;right
603;G;04200-05599;right
604;H;04200-05599;right
605;I;04200-05599;right
606;J;04200-05599;right
607;K;04200-05599;right
608;L;04200-05599;right
609;M;04200-05599;right
610;A;04200-05599;right
611;B;04200-05599;right
612;C;04200-05599;right
613;D;04200-05599;right
614;E;04200-05599;right
615;F;04200-05599;right
616;G;04200-05599;right
617;H;04200-05599;right
618;I;04200-05599;right
619;J;04200-05599;right
620;K;04200-05599;right
621;L;04200-05599;right
622;M;04200-05599;right
623;A;04200-05599;right
624;B;04200-05599;right
625;C;04200-05599;right
626;D;04200-05599;right
627;E;04200-05599;right
628;F;04200-05599;right
629;G;04200-05599;right
630;H;04200-05599;right
631;I;04200-05599;right
632;J;04200-05599;right
633;K;04200-05599;right
634;L;04200-05599;right
635;M;04200-05599;right
636;A;04200-05599;right
637;B;04200-05599;right
638;C;04200-05599;right
639;D;04200-05599;right
640;E;04200-05599;right
641;F;04200-05599;right
642;G;04200-05599;right
643;H;04200-05599;right
644;I;04200-05599;right
645;J;04200-05599;right
646;K;04200-05599;right
647;L;04200-05599;right
648;M;04200-05599;right
649;A;05600-06999;right
650;B;05600-06999;right
651;C;05600-06999;right
652;D;05600-06999;right
653;E;05600-06999;right
654;F;05600-06999;right
655;G;05600-06999;right
656;H;05600-06999;right
657;I;05600-06999;right
658;J;05600-06999;right
659;K;05600-06999;right
660;L;05600-06999;right
661;M;05600-06999;right
662;A;05600-06999;right
663;B;05600-06999;right
664;C;05600-06999;right
665;D;05600-06999;right
666;E;05600-06999;right
667;F;05600-06999;right
668;G;05600-06999;right
669;H;05600-06999;right
670;I;05600-06999;right
671;J;05600-06999;right
672;K;05600-06999;right
673;L;05600-06999;right
674;M;05600-06999;right
675;A;12600-13999;right
676;B;12600-13999;right
677;C;12600-13999;right
678;D;12600-13999;right
679;E;12600-13999;right
680;F;12600-13999;right
681;G;12600-13999;right
682;H;12600-13999;right
683;I;12600-13999;right
684;J;12600-13999;right
685;K;12600-13999;right
686;L;12600-13999;right
687;M;12600-13999;right
688;A;05600-06999;right
689;B;05600-06999;right
690;C;05600-06999;right
691;D;05600-06999;right
692;E;05600-06999;right
693;F;05600-06999;right
694;G;05600-06999;right
695;H;05600-06999;right
696;I;05600-06999;right
697;J;05600-06999;right
698;K;05600-06999;right
699;L;05600-06999;right
700;M;05600-06999;right
701;A;05600-06999;right
702;B;05600-06999;right
703;C;05600-06999;right
704;D;05600-06999;right
705;E;05600-06999;right
706;F;05600-06999;right
707;G;05600-06999;right
708;H;05600-06999;right
709;I;05600-06999;right
710;J;05600-06999;right
711;K;05600-06999;right
712;L;05600-06999;right
713;M;05600-06999;right
714;A;07000-08399;right
715;B;07000-08399;right
716;C;07000-08399;right
717;D;07000-08399;right
718;E;07000-08399;right
719;F;07000-08399;right
720;G;07000-08399;right
721;H;07000-08399;right
722;I;07000-08399;right
723;J;07000-08399;right
724;K;07000-08399;right
725;L;07000-08399;right
726;M;07000-08399;right
727;A;07000-08399;right
728;B;07000-08399;right
729;C;07000-08399;right
730;D;07000-08399;right
731;E;07000-08399;right
732;F;07000-08399;right
733;G;07000-08399;right
734;H;07000-08399;right
735;I;07000-08399;right
736;J;07000-08399;right
737;K;07000-08399;right
738;L;07000-08399;right
739;M;07000-08399;right
740;A;07000-08399;right
741;B;07000-08399;right
742;C;07000-08399;right
743;D;07000-08399;right
744;E;07000-08399;right
745;F;07000-08399;right
746;G;07000-08399;right
747;H;07000-08399;right
748;I;07000-08399;right
749;J;07000-08399;right
750;K;07000-08399;right
751;L;07000-08399;right
752;M;07000-08399;right
753;A;07000-08399;right
754;B;07000-08399;right
755;C;07000-08399;right
756;D;07000-08399;right
757;E;07000-08399;right
758;F;07000-08399;right
759;G;07000-08399;right
760;H;07000-08399;right
761;I;07000-08399;right
762;J;07000-08399;right
763;K;07000-08399;right
764;L;07000-08399;right
765;M;07000-08399;right
766;A;07000-08399;right
767;B;07000-08399;right
768;C;07000-08399;right
769;D;07000-08399;right
770;E;07000-08399;right
771;F;07000-08399;right
772;G;07000-08399;right
773;H;07000-08399;right
774;I;07000-08399;right
775;J;07000-08399;right
776;K;07000-08399;right
777;L;07000-08399;right
778;M;07000-08399;right
779;A;05600-06999;right
780;B;05600-06999;right
781;C;05600-06999;right
782;D;05600-06999;right
783;E;05600-06999;right
784;F;05600-06999;right
785;G;05600-06999;right
786;H;05600-06999;right
787;I;05600-06999;right
788;J;05600-06999;right
789;K;05600-06999;right
790;L;05600-06999;right
791;M;05600-06999;right
792;A;07000-08399;right
793;B;07000-08399;right
794;C;07000-08399;right
795;D;07000-08399;right
796;E;07000-08399;right
797;F;07000-08399;right
798;G;07000-08399;right
799;H;07000-08399;right
800;I;07000-08399;right
801;J;07000-08399;right
802;K;07000-08399;right
803;L;07000-08399;right
804;M;07000-08399;right
805;A;12600-13999;right
806;B;12600-13999;right
807;C;12600-13999;right
808;D;12600-13999;right
809;E;12600-13999;right
810;F;12600-13999;right
811;G;12600-13999;right
812;H;12600-13999;right
813;I;12600-13999;right
814;J;12600-13999;right
815;K;12600-13999;right
816;L;12600-13999;right
817;M;12600-13999;right
818;A;09800-11199;right
819;B;09800-11199;right
820;C;09800-11199;right
821;D;09800-11199;right
822;E;09800-11199;right
823;F;09800-11199;right
824;G;09800-11199;right
825;H;09800-11199;right
826;I;09800-11199;right
827;J;09800-11199;right
828;K;09800-11199;right
829;L;09800-11199;right
830;M;09800-11199;right
831;A;07000-08399;right
832;B;07000-08399;right
833;C;07000-08399;right
834;D;07000-08399;right
835;E;07000-08399;right
836;F;07000-08399;right
837;G;07000-08399;right
838;H;07000-08399;right
839;I;07000-08399;right
840;J;07000-08399;right
841;K;07000-08399;right
842;L;07000-08399;right
843;M;07000-08399;right
844;A;12600-13999;right
845;B;12600-13999;right
846;C;12600-13999;right
847;D;12600-13999;right
848;E;12600-13999;right
849;F;12600-13999;right
850;G;12600-13999;right
851;H;12600-13999;right
852;I;12600-13999;right
853;J;12600-13999;right
854;K;12600-13999;right
855;L;12600-13999;right
856;M;12600-13999;right
857;A;12600-13999;right
858;B;12600-13999;right
859;C;12600-13999;right
860;D;12600-13999;right
861;E;12600-13999;right
862;F;12600-13999;right
863;G;12600-13999;right
864;H;12600-13999;right
865;I;12600-13999;right
866;J;12600-13999;right
867;K;12600-13999;right
868;L;12600-13999;right
869;M;12600-13999;right
870;A;12600-13999;right
871;B;12600-13999;right
872;C;12600-13999;right
873;D;12600-13999;right
874;E;12600-13999;right
875;F;12600-13999;right
876;G;12600-13999;right
877;H;12600-13999;right
878;I;12600-13999;right
879;J;12600-13999;right
880;K;12600-13999;right
881;L;12600-13999;right
882;M;12600-13999;right
883;A;12600-13999;right
884;B;12600-13999;right
885;C;12600-13999;right
886;D;12600-13999;right
887;E;12600-13999;right
888;F;12600-13999;right
889;G;12600-13999;right
890;H;12600-13999;right
891;I;12600-13999;right
892;J;12600-13999;right
893;K;12600-13999;right
894;L;12600-13999;right
895;M;12600-13999;right
896;A;12600-13999;right
897;B;12600-13999;right
898;C;12600-13999;right
899;D;12600-13999;right
900;E;12600-13999;right
901;F;12600-13999;right
902;G;12600-13999;right
903;H;12600-13999;right
904;I;12600-13999;right
905;J;12600-13999;right
906;K;12600-13999;right
907;L;12600-13999;right
908;M;12600-13999;right
909;A;12600-13999;right
910;B;12600-13999;right
911;C;12600-13999;right
912;D;12600-13999;right
913;E;12600-13999;right
914;F;12600-13999;right
915;G;12600-13999;right
916;H;12600-13999;right
917;I;12600-13999;right
918;J;12600-13999;right
919;K;12600-13999;right
920;L;12600-13999;right
921;M;12600-13999;right
922;A;11200-12599;right
923;B;11200-12599;right
924;C;11200-12599;right
925;D;11200-12599;right
926;E;11200-12599;right
927;F;11200-12599;right
928;G;11200-12599;right
929;H;11200-12599;right
930;I;11200-12599;right
931;J;11200-12599;right
932;K;11200-12599;right
933;L;11200-12599;right
934;M;11200-12599;right
935;A;11200-12599;right
936;B;11200-12599;right
937;C;11200-12599;right
938;D;11200-12599;right
939;E;11200-12599;right
940;F;11200-12599;right
941;G;11200-12599;right
942;H;11200-12599;right
943;I;11200-12599;right
944;J;11200-12599;right
945;K;11200-12599;right
946;L;11200-12599;right
947;M;11200-12599;right
948;A;08400-09799;right
949;B;08400-09799;right
950;C;08400-09799;right
951;D;08400-09799;right
952;E;08400-09799;right
953;F;08400-09799;right
954;G;08400-09799;right
955;H;08400-09799;right
956;I;08400-09799;right
957;J;08400-09799;right
958;K;08400-09799;right
959;L;08400-09799;right
960;M;08400-09799;right
961;A;09800-11199;right
962;B;09800-11199;right
963;C;09800-11199;right
964;D;09800-11199;right
965;E;09800-11199;right
966;F;09800-11199;right
967;G;09800-11199;right
968;H;09800-11199;right
969;I;09800-11199;right
970;J;09800-11199;right
971;K;09800-11199;right
972;L;09800-11199;right
973;M;09800-11199;right
974;A;08400-09799;right
975;B;08400-09799;right
976;C;08400-09799;right
977;D;08400-09799;right
978;E;08400-09799;right
979;F;08400-09799;right
980;G;08400-09799;right
981;H;08400-09799;right
982;I;08400-09799;right
983;J;08400-09799;right
984;K;08400-09799;right
985;L;08400-09799;right
986;M;08400-09799;right
987;A;07000-08399;right
988;B;07000-08399;right
989;C;07000-08399;right
990;D;07000-08399;right
991;E;07000-08399;right
992;F;07000-08399;right
993;G;07000-08399;right
994;H;07000-08399;right
995;I;07000-08399;right
996;J;07000-08399;right
997;K;07000-08399;right
998;L;07000-08399;right
999;M;07000-08399;right
1000;A;09800-11199;right
1001;B;09800-11199;right
1002;C;09800-11199;right
1003;D;09800-11199;right
1004;E;09800-11199;right
1005;F;09800-11199;right
1006;G;09800-11199;right
1007;H;09800-11199;right
1008;I;09800-11199;right
1009;J;09800-11199;right
1010;K;09800-11199;right
1011;L;09800-11199;right
1012;M;09800-11199;right
1013;A;08400-09799;right
1014;B;08400-09799;right
1015;C;08400-09799;right
1016;D;08400-09799;right
1017;E;08400-09799;right
1018;F;08400-09799;right
1019;G;08400-09799;right
1020;H;08400-09799;right
1021;I;08400-09799;right
1022;J;08400-09799;right
1023;K;08400-09799;right
1024;L;08400-09799;right
1025;M;08400-09799;right
1026;A;09800-11199;right
1027;B;09800-11199;right
1028;C;09800-11199;right
1029;D;09800-11199;right
1030;E;09800-11199;right
1031;F;09800-11199;right
1032;G;09800-11199;right
1033;H;09800-11199;right
1034;I;09800-11199;right
1035;J;09800-11199;right
1036;K;09800-11199;right
1037;L;09800-11199;right
1038;M;09800-11199;right
1039;A;09800-11199;right
1040;B;09800-11199;right
1041;C;09800-11199;right
1042;D;09800-11199;right
1043;E;09800-11199;right
1044;F;09800-11199;right
1045;G;09800-11199;right
1046;H;09800-11199;right
1047;I;09800-11199;right
1048;J;09800-11199;right
1049;K;09800-11199;right
1050;L;09800-11199;right
1051;M;09800-11199;right
1052;A;07000-08399;right
1053;B;07000-08399;right
1054;C;07000-08399;right
1055;D;07000-08399;right
1056;E;07000-08399;right
1057;F;07000-08399;right
1058;G;07000-08399;right
1059;H;07000-08399;right
1060;I;07000-08399;right
1061;J;07000-08399;right
1062;K;07000-08399;right
1063;L;07000-08399;right
1064;M;07000-08399;right
1065;A;07000-08399;right
1066;B;07000-08399;right
1067;C;07000-08399;right
1068;D;07000-08399;right
1069;E;07000-08399;right
1070;F;07000-08399;right
1071;G;07000-08399;right
1072;H;07000-08399;right
1073;I;07000-08399;right
1074;J;07000-08399;right
1075;K;07000-08399;right
1076;L;07000-08399;right
1077;M;07000-08399;right
1078;A;05600-06999;right
1079;B;05600-06999;right
1080;C;05600-06999;right
1081;D;05600-06999;right
1082;E;05600-06999;right
1083;F;05600-06999;right
1084;G;05600-06999;right
1085;H;05600-06999;right
1086;I;05600-06999;right
1087;J;05600-06999;right
1088;K;05600-06999;right
1089;L;05600-06999;right
1090;M;05600-06999;right
1091;A;04200-05599;right
1092;B;04200-05599;right
1093;C;04200-05599;right
1094;D;04200-05599;right
1095;E;04200-05599;right
1096;F;04200-05599;right
1097;G;04200-05599;right
1098;H;04200-05599;right
1099;I;04200-05599;right
1100;J;04200-05599;right
1101;K;04200-05599;right
1102;L;04200-05599;right
1103;M;04200-05599;right
1104;A;04200-05599;right
1105;B;04200-05599;right
1106;C;04200-05599;right
1107;D;04200-05599;right
1108;E;04200-05599;right
