label;Anatomy;region_name;hemisphere;case_id;node_set_id;local_label;node_id;seg_label;x;y;z;graph_seed;node_count;node_hash;degree_export_k20;strength_export_k20;KMeans_k20_c16_s0_Clustering;degree_export_k40;strength_export_k40;KMeans_k40_c16_s0_Clustering
10072;left_module_16;UPENN-GBM-00013_11 node 10071;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10072;10071;4;154;174;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.8713109;16;8;5.2032837;16
10073;left_module_16;UPENN-GBM-00013_11 node 10072;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10073;10072;4;154;174;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.5364735;16;9;5.1908775;16
10074;left_module_16;UPENN-GBM-00013_11 node 10073;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10074;10073;4;154;174;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;3.8384373;16;7;3.6520639;16
10075;left_module_16;UPENN-GBM-00013_11 node 10074;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10075;10074;4;154;174;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.4428127;16;5;3.4525554;16
10076;left_module_7;UPENN-GBM-00013_11 node 10075;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10076;10075;4;154;174;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;6.1046844;7;9;8.3770889;7
10077;left_module_7;UPENN-GBM-00013_11 node 10076;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10077;10076;2;154;174;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;17.046906;7;7;9.9472353;7
10078;left_module_13;UPENN-GBM-00013_11 node 10077;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10078;10077;2;154;174;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;5;7.0269701;13;8;13.646712;13
10079;left_module_13;UPENN-GBM-00013_11 node 10078;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10079;10078;2;154;174;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;11.274345;13;8;13.055181;13
10080;left_module_13;UPENN-GBM-00013_11 node 10079;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10080;10079;2;154;174;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;13.933075;13;7;11.961501;13
10081;left_module_16;UPENN-GBM-00013_11 node 10080;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10081;10080;4;154;175;88;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;3.4198228;16;16;12.219053;16
10082;left_module_16;UPENN-GBM-00013_11 node 10081;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10082;10081;4;154;175;89;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.964909;16;9;8.6490913;16
10083;left_module_16;UPENN-GBM-00013_11 node 10082;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10083;10082;4;154;175;90;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.7050172;16;13;9.3835174;16
10084;left_module_16;UPENN-GBM-00013_11 node 10083;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10084;10083;4;154;175;91;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.2720546;16;9;6.2683232;16
10085;left_module_16;UPENN-GBM-00013_11 node 10084;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10085;10084;4;154;175;92;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.406295;16;10;7.2015473;16
10086;left_module_16;UPENN-GBM-00013_11 node 10085;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10086;10085;4;154;175;93;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.5813191;16;12;8.9866647;16
10087;left_module_16;UPENN-GBM-00013_11 node 10086;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10087;10086;4;154;175;94;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;5;3.2445068;16;8;6.1014715;16
10088;left_module_16;UPENN-GBM-00013_11 node 10087;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10088;10087;4;154;175;95;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;7.858511;16;10;7.5026342;16
10089;left_module_16;UPENN-GBM-00013_11 node 10088;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10089;10088;4;154;175;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.8518638;16;8;4.9037539;16
10090;left_module_16;UPENN-GBM-00013_11 node 10089;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10090;10089;4;154;175;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.8951559;16;7;4.9023549;16
10091;left_module_16;UPENN-GBM-00013_11 node 10090;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10091;10090;4;154;175;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;6.0567115;16;7;4.4382381;16
10092;left_module_16;UPENN-GBM-00013_11 node 10091;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10092;10091;4;154;175;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;5.0472014;16;7;3.6657643;16
10093;left_module_16;UPENN-GBM-00013_11 node 10092;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10093;10092;4;154;175;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;6.5152796;16;7;3.4689342;16
10094;left_module_16;UPENN-GBM-00013_11 node 10093;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10094;10093;4;154;175;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;6.6971728;16;13;7.2926705;16
10095;left_module_2;UPENN-GBM-00013_11 node 10094;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10095;10094;1;154;175;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;5.9242496;2;12;6.3128386;2
10096;left_module_2;UPENN-GBM-00013_11 node 10095;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10096;10095;1;154;175;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;3.7660867;2;7;3.5776567;2
10097;left_module_16;UPENN-GBM-00013_11 node 10096;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10097;10096;4;154;175;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.8994158;16;6;5.4278742;16
10098;left_module_14;UPENN-GBM-00013_11 node 10097;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10098;10097;4;154;175;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;8.0161601;14;8;9.6435059;14
10099;left_module_7;UPENN-GBM-00013_11 node 10098;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10099;10098;4;154;175;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;7.6463336;7;7;9.343778;7
10100;left_module_7;UPENN-GBM-00013_11 node 10099;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10100;10099;4;154;175;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;8.6999707;7;9;13.349057;7
10101;left_module_13;UPENN-GBM-00013_11 node 10100;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10101;10100;2;154;175;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;14.530034;13;6;8.1167424;13
10102;left_module_13;UPENN-GBM-00013_11 node 10101;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10102;10101;2;154;175;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;7.5528069;13;10;14.198744;13
10103;left_module_13;UPENN-GBM-00013_11 node 10102;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10103;10102;2;154;175;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;13.362262;13;12;18.764532;13
10104;left_module_16;UPENN-GBM-00013_11 node 10103;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10104;10103;4;154;176;92;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;4.0287038;16;7;5.3443738;16
10105;left_module_16;UPENN-GBM-00013_11 node 10104;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10105;10104;4;154;176;93;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;5.0556229;16;5;5.0824232;16
10106;left_module_16;UPENN-GBM-00013_11 node 10105;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10106;10105;4;154;176;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.2830949;16;12;6.4600632;16
10107;left_module_16;UPENN-GBM-00013_11 node 10106;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10107;10106;4;154;176;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;4.8832166;16;16;8.8297706;16
10108;left_module_16;UPENN-GBM-00013_11 node 10107;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10108;10107;4;154;176;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.9959268;16;12;8.1602338;16
10109;left_module_16;UPENN-GBM-00013_11 node 10108;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10109;10108;4;154;176;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.4484556;16;12;7.0560525;16
10110;left_module_16;UPENN-GBM-00013_11 node 10109;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10110;10109;4;154;176;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;7.5323369;16;9;5.3924732;16
10111;left_module_16;UPENN-GBM-00013_11 node 10110;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10111;10110;4;154;176;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;6.77293;16;13;8.4972987;16
10112;left_module_16;UPENN-GBM-00013_11 node 10111;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10112;10111;4;154;176;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.5183433;16;15;9.1505892;16
10113;left_module_2;UPENN-GBM-00013_11 node 10112;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10113;10112;1;154;176;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;5.8651091;2;11;6.5764068;2
10114;left_module_16;UPENN-GBM-00013_11 node 10113;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10114;10113;4;154;176;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;5;2.8127402;16;9;5.6383477;16
10115;left_module_16;UPENN-GBM-00013_11 node 10114;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10115;10114;4;154;176;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.6959617;16;7;5.4701932;16
10116;left_module_14;UPENN-GBM-00013_11 node 10115;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10116;10115;4;154;176;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;9.7088205;14;10;10.758643;14
10117;left_module_7;UPENN-GBM-00013_11 node 10116;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10117;10116;4;154;176;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;10.450299;7;9;13.369484;7
10118;left_module_7;UPENN-GBM-00013_11 node 10117;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10118;10117;2;154;176;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;11.19731;7;11;15.194737;7
10119;left_module_13;UPENN-GBM-00013_11 node 10118;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10119;10118;2;154;176;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;11.890238;13;9;12.70009;13
10120;left_module_13;UPENN-GBM-00013_11 node 10119;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10120;10119;2;154;176;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;7.5731965;13;12;17.039876;13
10121;left_module_13;UPENN-GBM-00013_11 node 10120;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10121;10120;2;154;176;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;9.4849561;13;10;14.569692;13
10122;left_module_13;UPENN-GBM-00013_11 node 10121;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10122;10121;2;154;176;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;15.121725;13;5;15.356172;13
10123;left_module_16;UPENN-GBM-00013_11 node 10122;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10123;10122;4;154;177;96;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.4782022;16;7;5.0571959;16
10124;left_module_16;UPENN-GBM-00013_11 node 10123;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10124;10123;4;154;177;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.7840267;16;9;6.6992003;16
10125;left_module_16;UPENN-GBM-00013_11 node 10124;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10125;10124;4;154;177;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;6.1481132;16;10;6.8568727;16
10126;left_module_16;UPENN-GBM-00013_11 node 10125;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10126;10125;4;154;177;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;7.7410834;16;7;5.4848018;16
10127;left_module_16;UPENN-GBM-00013_11 node 10126;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10127;10126;4;154;177;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.2147205;16;9;5.4953296;16
10128;left_module_16;UPENN-GBM-00013_11 node 10127;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10128;10127;4;154;177;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.7745096;16;9;5.7156725;16
10129;left_module_16;UPENN-GBM-00013_11 node 10128;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10129;10128;4;154;177;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.9858501;16;8;6.357628;16
10130;left_module_16;UPENN-GBM-00013_11 node 10129;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10130;10129;4;154;177;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;18;9.8697286;16;13;8.0022689;16
10131;left_module_16;UPENN-GBM-00013_11 node 10130;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10131;10130;4;154;177;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.0499637;16;9;4.9949887;16
10132;left_module_16;UPENN-GBM-00013_11 node 10131;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10132;10131;4;154;177;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.8307307;16;9;5.2501457;16
10133;left_module_16;UPENN-GBM-00013_11 node 10132;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10133;10132;4;154;177;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.4427416;16;9;5.7645003;16
10134;left_module_16;UPENN-GBM-00013_11 node 10133;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10134;10133;4;154;177;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;5.4179584;16;7;7.288239;16
10135;left_module_7;UPENN-GBM-00013_11 node 10134;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10135;10134;4;154;177;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;8.5415462;7;8;11.014793;7
10136;left_module_7;UPENN-GBM-00013_11 node 10135;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10136;10135;2;154;177;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;11.20167;7;6;8.697216;7
10137;left_module_13;UPENN-GBM-00013_11 node 10136;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10137;10136;2;154;177;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;8.5179007;13;10;16.960295;13
10138;left_module_13;UPENN-GBM-00013_11 node 10137;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10138;10137;2;154;177;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;14.814401;13;7;12.092523;13
10139;left_module_13;UPENN-GBM-00013_11 node 10138;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10139;10138;2;154;177;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;15.054103;13;6;16.986416;13
10140;left_module_16;UPENN-GBM-00013_11 node 10139;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10140;10139;4;154;178;95;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;5.2161567;16;5;4.922812;16
10141;left_module_16;UPENN-GBM-00013_11 node 10140;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10141;10140;4;154;178;96;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.7494592;16;7;7.87664;16
10142;left_module_16;UPENN-GBM-00013_11 node 10141;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10142;10141;4;154;178;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;4.5244251;16;7;6.6286713;16
10143;left_module_16;UPENN-GBM-00013_11 node 10142;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10143;10142;4;154;178;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.4247906;16;7;5.2156963;16
10144;left_module_16;UPENN-GBM-00013_11 node 10143;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10144;10143;4;154;178;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.4545466;16;7;5.1535458;16
10145;left_module_16;UPENN-GBM-00013_11 node 10144;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10145;10144;4;154;178;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.3289751;16;10;6.2665927;16
10146;left_module_16;UPENN-GBM-00013_11 node 10145;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10146;10145;4;154;178;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;3.5433459;16;12;8.4778456;16
10147;left_module_16;UPENN-GBM-00013_11 node 10146;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10147;10146;4;154;178;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;3.7575745;16;8;5.6452032;16
10148;left_module_16;UPENN-GBM-00013_11 node 10147;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10148;10147;4;154;178;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.2878581;16;11;7.2477552;16
10149;left_module_16;UPENN-GBM-00013_11 node 10148;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10149;10148;4;154;178;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;4.8974363;16;11;6.451484;16
10150;left_module_16;UPENN-GBM-00013_11 node 10149;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10150;10149;4;154;178;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.1095388;16;11;5.9396546;16
10151;left_module_16;UPENN-GBM-00013_11 node 10150;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10151;10150;4;154;178;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.327353;16;19;10.078614;16
10152;left_module_16;UPENN-GBM-00013_11 node 10151;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10152;10151;4;154;178;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;4.9795179;16;11;6.1051266;16
10153;left_module_16;UPENN-GBM-00013_11 node 10152;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10153;10152;4;154;179;96;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;6.9037524;16;6;6.0505877;16
10154;left_module_16;UPENN-GBM-00013_11 node 10153;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10154;10153;4;154;179;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;5;4.2408842;16;5;5.1229814;16
10155;left_module_16;UPENN-GBM-00013_11 node 10154;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10155;10154;4;154;179;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.622085;16;6;5.5257608;16
10156;left_module_16;UPENN-GBM-00013_11 node 10155;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10156;10155;4;154;179;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.4560698;16;7;6.3482379;16
10157;left_module_16;UPENN-GBM-00013_11 node 10156;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10157;10156;4;154;179;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.6174941;16;5;4.6609162;16
10158;left_module_16;UPENN-GBM-00013_11 node 10157;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10158;10157;4;154;179;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;6.956201;16;9;7.9419022;16
10159;left_module_16;UPENN-GBM-00013_11 node 10158;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10159;10158;4;154;179;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.9293657;16;14;10.145602;16
10160;left_module_16;UPENN-GBM-00013_11 node 10159;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10160;10159;4;154;179;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.8123978;16;13;9.5731567;16
10161;left_module_16;UPENN-GBM-00013_11 node 10160;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10161;10160;4;154;179;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;3.9581866;16;11;8.1135727;16
10162;left_module_16;UPENN-GBM-00013_11 node 10161;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10162;10161;4;154;180;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;5.7681278;16;5;6.0589324;16
10163;left_module_16;UPENN-GBM-00013_11 node 10162;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10163;10162;4;154;180;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;4.9282922;16;5;4.9768858;16
10164;left_module_16;UPENN-GBM-00013_11 node 10163;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10164;10163;4;154;180;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.7472492;16;6;5.2063363;16
10165;left_module_16;UPENN-GBM-00013_11 node 10164;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;10165;10164;4;154;181;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.5139909;16;9;7.0573453;16
