label;Anatomy;region_name;hemisphere;case_id;node_set_id;local_label;node_id;seg_label;x;y;z;graph_seed;node_count;node_hash;degree_export_k20;strength_export_k20;KMeans_k20_c16_s0_Clustering;degree_export_k40;strength_export_k40;KMeans_k40_c16_s0_Clustering
3498;left_module_12;UPENN-GBM-00013_11 node 3497;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3498;3497;4;131;182;121;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.6831007;12;6;4.361228;12
3499;left_module_12;UPENN-GBM-00013_11 node 3498;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3499;3498;4;131;182;122;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.0931291;12;7;6.8306296;12
3500;left_module_12;UPENN-GBM-00013_11 node 3499;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3500;3499;1;131;182;123;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;8.3090064;12;8;6.1405771;12
3501;left_module_12;UPENN-GBM-00013_11 node 3500;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3501;3500;1;131;182;124;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;7.688583;12;10;9.0120794;12
3502;left_module_12;UPENN-GBM-00013_11 node 3501;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3502;3501;4;131;182;125;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;9.6066111;12;7;11.413477;12
3503;left_module_1;UPENN-GBM-00013_11 node 3502;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3503;3502;2;131;183;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.8066586;1;15;9.659254;1
3504;left_module_6;UPENN-GBM-00013_11 node 3503;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3504;3503;2;131;183;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;7.6277243;6;16;15.816903;6
3505;left_module_1;UPENN-GBM-00013_11 node 3504;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3505;3504;2;131;183;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;11.102737;1;10;11.829286;1
3506;left_module_1;UPENN-GBM-00013_11 node 3505;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3506;3505;2;131;183;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;15;9.3956228;1;9;6.4634374;1
3507;left_module_1;UPENN-GBM-00013_11 node 3506;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3507;3506;2;131;183;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;2.8094201;1;11;6.3763705;1
3508;left_module_1;UPENN-GBM-00013_11 node 3507;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3508;3507;2;131;183;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;2.9376773;1;7;3.2978848;1
3509;left_module_4;UPENN-GBM-00013_11 node 3508;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3509;3508;2;131;183;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;3.3440593;4;6;3.8372927;4
3510;left_module_10;UPENN-GBM-00013_11 node 3509;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3510;3509;4;131;183;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.6200662;10;13;9.1472299;10
3511;left_module_10;UPENN-GBM-00013_11 node 3510;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3511;3510;4;131;183;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;6.7396679;10;11;6.8786514;10
3512;left_module_10;UPENN-GBM-00013_11 node 3511;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3512;3511;4;131;183;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.6939868;10;8;4.8213629;10
3513;left_module_10;UPENN-GBM-00013_11 node 3512;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3513;3512;4;131;183;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;5.9377118;10;12;6.9717697;10
3514;left_module_10;UPENN-GBM-00013_11 node 3513;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3514;3513;4;131;183;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;5.8613822;10;20;10.259841;10
3515;left_module_10;UPENN-GBM-00013_11 node 3514;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3515;3514;4;131;183;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;16;8.4259473;10;13;7.869077;10
3516;left_module_4;UPENN-GBM-00013_11 node 3515;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3516;3515;1;131;183;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;7.0118181;4;9;5.6736025;4
3517;left_module_4;UPENN-GBM-00013_11 node 3516;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3517;3516;1;131;183;114;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;6.8721206;4;11;7.4653921;4
3518;left_module_4;UPENN-GBM-00013_11 node 3517;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3518;3517;1;131;183;115;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;6.1396425;4;9;5.6851554;4
3519;left_module_4;UPENN-GBM-00013_11 node 3518;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3519;3518;1;131;183;116;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;6.142377;4;10;7.4649497;4
3520;left_module_10;UPENN-GBM-00013_11 node 3519;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3520;3519;4;131;183;117;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;8.0038775;10;9;5.7189439;10
3521;left_module_10;UPENN-GBM-00013_11 node 3520;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3521;3520;4;131;183;118;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;3.177637;10;10;5.900796;10
3522;left_module_10;UPENN-GBM-00013_11 node 3521;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3522;3521;4;131;183;119;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.4036015;10;6;3.5240539;10
3523;left_module_4;UPENN-GBM-00013_11 node 3522;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3523;3522;1;131;183;120;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.3922712;4;13;7.7255866;4
3524;left_module_4;UPENN-GBM-00013_11 node 3523;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3524;3523;1;131;183;121;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.7032858;4;8;6.445541;4
3525;left_module_12;UPENN-GBM-00013_11 node 3524;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3525;3524;1;131;183;122;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;8.2493137;12;9;9.2749426;12
3526;left_module_12;UPENN-GBM-00013_11 node 3525;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3526;3525;1;131;183;123;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;5;4.8466243;12;5;5.4028202;12
3527;left_module_12;UPENN-GBM-00013_11 node 3526;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3527;3526;1;131;183;124;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;8.7793603;12;6;10.094545;12
3528;left_module_6;UPENN-GBM-00013_11 node 3527;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3528;3527;2;131;184;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;7.3340093;6;11;9.7202344;6
3529;left_module_1;UPENN-GBM-00013_11 node 3528;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3529;3528;2;131;184;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;7.6901471;1;9;9.4795318;1
3530;left_module_1;UPENN-GBM-00013_11 node 3529;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3530;3529;2;131;184;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.6632327;1;12;8.2460831;1
3531;left_module_1;UPENN-GBM-00013_11 node 3530;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3531;3530;2;131;184;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;2.856791;1;13;7.3620064;1
3532;left_module_1;UPENN-GBM-00013_11 node 3531;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3532;3531;2;131;184;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;4.6870018;1;13;5.8167883;1
3533;left_module_4;UPENN-GBM-00013_11 node 3532;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3533;3532;2;131;184;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;3.6864562;4;11;6.3383249;4
3534;left_module_10;UPENN-GBM-00013_11 node 3533;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3534;3533;4;131;184;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.1434333;10;13;8.3473136;10
3535;left_module_10;UPENN-GBM-00013_11 node 3534;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3535;3534;4;131;184;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;6.7805433;10;10;5.598416;10
3536;left_module_10;UPENN-GBM-00013_11 node 3535;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3536;3535;4;131;184;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.5754917;10;7;4.6509203;10
3537;left_module_10;UPENN-GBM-00013_11 node 3536;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3537;3536;4;131;184;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;3.2124255;10;7;4.5613611;10
3538;left_module_10;UPENN-GBM-00013_11 node 3537;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3538;3537;4;131;184;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.3584967;10;9;5.5546202;10
3539;left_module_10;UPENN-GBM-00013_11 node 3538;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3539;3538;4;131;184;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.1299727;10;16;9.7594825;10
3540;left_module_4;UPENN-GBM-00013_11 node 3539;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3540;3539;1;131;184;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.3051604;4;8;4.8210728;4
3541;left_module_4;UPENN-GBM-00013_11 node 3540;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3541;3540;1;131;184;114;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.1880304;4;12;7.6646458;4
3542;left_module_4;UPENN-GBM-00013_11 node 3541;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3542;3541;1;131;184;115;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;5.5008056;4;7;4.2336698;4
3543;left_module_4;UPENN-GBM-00013_11 node 3542;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3543;3542;1;131;184;116;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;6.4946951;4;8;5.2475054;4
3544;left_module_4;UPENN-GBM-00013_11 node 3543;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3544;3543;1;131;184;117;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;6.1552678;4;7;3.4417148;4
3545;left_module_10;UPENN-GBM-00013_11 node 3544;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3545;3544;4;131;184;118;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;4.6022443;10;11;5.9810916;10
3546;left_module_4;UPENN-GBM-00013_11 node 3545;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3546;3545;1;131;184;119;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;3.2559162;4;11;5.3954849;4
3547;left_module_4;UPENN-GBM-00013_11 node 3546;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3547;3546;1;131;184;120;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.1546387;4;8;4.0751811;4
3548;left_module_4;UPENN-GBM-00013_11 node 3547;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3548;3547;1;131;184;121;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;3.9595196;4;9;5.5826605;4
3549;left_module_12;UPENN-GBM-00013_11 node 3548;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3549;3548;1;131;184;122;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;6.2818828;12;8;6.2905977;12
3550;left_module_1;UPENN-GBM-00013_11 node 3549;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3550;3549;2;131;185;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.5130687;1;12;8.3027758;1
3551;left_module_1;UPENN-GBM-00013_11 node 3550;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3551;3550;2;131;185;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;7.3065838;1;9;7.8967695;1
3552;left_module_1;UPENN-GBM-00013_11 node 3551;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3552;3551;2;131;185;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;8.3301852;1;8;8.4654399;1
3553;left_module_1;UPENN-GBM-00013_11 node 3552;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3553;3552;2;131;185;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.3792978;1;16;11.026846;1
3554;left_module_1;UPENN-GBM-00013_11 node 3553;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3554;3553;2;131;185;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.4018664;1;12;6.8605428;1
3555;left_module_1;UPENN-GBM-00013_11 node 3554;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3555;3554;2;131;185;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;15;6.7944607;1;10;4.9900818;1
3556;left_module_10;UPENN-GBM-00013_11 node 3555;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3556;3555;4;131;185;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;6.5193797;10;16;10.249331;10
3557;left_module_10;UPENN-GBM-00013_11 node 3556;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3557;3556;4;131;185;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;6.2242982;10;11;6.7849608;10
3558;left_module_10;UPENN-GBM-00013_11 node 3557;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3558;3557;4;131;185;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;3.9601625;10;9;5.2326695;10
3559;left_module_10;UPENN-GBM-00013_11 node 3558;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3559;3558;4;131;185;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;5;2.7302828;10;6;3.6247689;10
3560;left_module_10;UPENN-GBM-00013_11 node 3559;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3560;3559;4;131;185;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.9437932;10;5;3.4440019;10
3561;left_module_10;UPENN-GBM-00013_11 node 3560;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3561;3560;4;131;185;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;3.7814046;10;9;7.021592;10
3562;left_module_12;UPENN-GBM-00013_11 node 3561;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3562;3561;4;131;185;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.5602385;12;10;6.9696503;12
3563;left_module_12;UPENN-GBM-00013_11 node 3562;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3563;3562;4;131;185;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;7.9339567;12;14;10.021473;12
3564;left_module_12;UPENN-GBM-00013_11 node 3563;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3564;3563;4;131;185;114;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;7.0583099;12;12;7.9798883;12
3565;left_module_10;UPENN-GBM-00013_11 node 3564;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3565;3564;4;131;185;115;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;6.7753875;10;9;5.2902211;10
3566;left_module_10;UPENN-GBM-00013_11 node 3565;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3566;3565;4;131;185;116;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;5.8791179;10;10;5.3248425;10
3567;left_module_4;UPENN-GBM-00013_11 node 3566;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3567;3566;1;131;185;117;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;5.1346793;4;17;9.05024;4
3568;left_module_4;UPENN-GBM-00013_11 node 3567;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3568;3567;1;131;185;118;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;6.2144728;4;13;8.8016397;4
3569;left_module_12;UPENN-GBM-00013_11 node 3568;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3569;3568;1;131;185;119;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;6.3396344;12;9;7.7521673;12
3570;left_module_4;UPENN-GBM-00013_11 node 3569;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3570;3569;1;131;185;120;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;6.6874555;4;9;9.9114019;4
3571;left_module_1;UPENN-GBM-00013_11 node 3570;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3571;3570;2;131;186;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;7.0579554;1;9;5.7106356;1
3572;left_module_1;UPENN-GBM-00013_11 node 3571;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3572;3571;2;131;186;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.8050846;1;8;5.7249976;1
3573;left_module_1;UPENN-GBM-00013_11 node 3572;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3573;3572;2;131;186;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;7.753593;1;6;6.0799295;1
3574;left_module_1;UPENN-GBM-00013_11 node 3573;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3574;3573;2;131;186;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;9.0266061;1;9;6.9128877;1
3575;left_module_1;UPENN-GBM-00013_11 node 3574;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3575;3574;2;131;186;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.8186584;1;13;10.06082;1
3576;left_module_1;UPENN-GBM-00013_11 node 3575;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3576;3575;2;131;186;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.4943903;1;13;8.4226252;1
3577;left_module_1;UPENN-GBM-00013_11 node 3576;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3577;3576;2;131;186;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.5610398;1;9;6.0251311;1
3578;left_module_1;UPENN-GBM-00013_11 node 3577;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3578;3577;2;131;186;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.6702326;1;8;4.7147334;1
3579;left_module_1;UPENN-GBM-00013_11 node 3578;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3579;3578;2;131;186;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;15;8.4406281;1;7;4.3890982;1
3580;left_module_1;UPENN-GBM-00013_11 node 3579;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3580;3579;2;131;186;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.7660273;1;13;11.39494;1
3581;left_module_6;UPENN-GBM-00013_11 node 3580;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3581;3580;2;131;186;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;6.0743984;6;9;9.4193271;6
3582;left_module_6;UPENN-GBM-00013_11 node 3581;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3582;3581;4;131;186;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;9.1731501;6;10;11.031512;6
3583;left_module_12;UPENN-GBM-00013_11 node 3582;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3583;3582;4;131;186;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.6898889;12;7;6.892617;12
3584;left_module_12;UPENN-GBM-00013_11 node 3583;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3584;3583;4;131;186;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;8.3487941;12;17;14.370401;12
3585;left_module_4;UPENN-GBM-00013_11 node 3584;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3585;3584;1;131;186;114;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;4.1295564;4;7;5.4282845;4
3586;left_module_10;UPENN-GBM-00013_11 node 3585;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3586;3585;4;131;186;115;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.1588592;10;8;5.4309557;10
3587;left_module_12;UPENN-GBM-00013_11 node 3586;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3587;3586;4;131;186;116;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.9493478;12;12;9.9635925;12
3588;left_module_12;UPENN-GBM-00013_11 node 3587;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3588;3587;4;131;186;117;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;6.3211756;12;14;13.397794;12
3589;left_module_12;UPENN-GBM-00013_11 node 3588;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3589;3588;4;131;186;118;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;5;4.2704218;12;7;7.2358875;12
3590;left_module_12;UPENN-GBM-00013_11 node 3589;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3590;3589;4;131;186;119;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;8.1319601;12;9;10.406598;12
3591;left_module_12;UPENN-GBM-00013_11 node 3590;left;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;3591;3590;1;131;186;120;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;7.8939419;12;7;9.7233947;12
