label;region_name;Score_Max;hemisphere
971;PSMA6_K;77;right
972;PSMA5_L;77;right
973;PSMA2_M;77;right
974;PSMA8_A;78;right
975;PSMB4_B;78;right
976;PSMB5_C;78;right
977;PSMB2_D;78;right
978;PSMB1_E;78;right
979;PSMA7_F;78;right
980;PSMB6_G;78;right
981;PSMB7_H;78;right
982;PSMA4_I;78;right
983;PSMA3_J;78;right
984;PSMA6_K;78;right
985;PSMA5_L;78;right
986;PSMA2_M;78;right
987;PSMA8_A;79;right
988;PSMB4_B;79;right
989;PSMB5_C;79;right
990;PSMB2_D;79;right
991;PSMB1_E;79;right
992;PSMA7_F;79;right
993;PSMB6_G;79;right
994;PSMB7_H;79;right
995;PSMA4_I;79;right
996;PSMA3_J;79;right
997;PSMA6_K;79;right
998;PSMA5_L;79;right
999;PSMA2_M;79;right
1000;PSMA8_A;80;right
1001;PSMB4_B;80;right
1002;PSMB5_C;80;right
1003;PSMB2_D;80;right
1004;PSMB1_E;80;right
1005;PSMA7_F;80;right
1006;PSMB6_G;80;right
1007;PSMB7_H;80;right
1008;PSMA4_I;80;right
1009;PSMA3_J;80;right
1010;PSMA6_K;80;right
1011;PSMA5_L;80;right
1012;PSMA2_M;80;right
1013;PSMA8_A;81;right
1014;PSMB4_B;81;right
1015;PSMB5_C;81;right
1016;PSMB2_D;81;right
1017;PSMB1_E;81;right
1018;PSMA7_F;81;right
1019;PSMB6_G;81;right
1020;PSMB7_H;81;right
1021;PSMA4_I;81;right
1022;PSMA3_J;81;right
1023;PSMA6_K;81;right
1024;PSMA5_L;81;right
1025;PSMA2_M;81;right
1026;PSMA8_A;82;right
1027;PSMB4_B;82;right
1028;PSMB5_C;82;right
1029;PSMB2_D;82;right
1030;PSMB1_E;82;right
1031;PSMA7_F;82;right
1032;PSMB6_G;82;right
1033;PSMB7_H;82;right
1034;PSMA4_I;82;right
1035;PSMA3_J;82;right
1036;PSMA6_K;82;right
1037;PSMA5_L;82;right
1038;PSMA2_M;82;right
1039;PSMA8_A;83;right
1040;PSMB4_B;83;right
1041;PSMB5_C;83;right
1042;PSMB2_D;83;right
1043;PSMB1_E;83;right
1044;PSMA7_F;83;right
1045;PSMB6_G;83;right
1046;PSMB7_H;83;right
1047;PSMA4_I;83;right
1048;PSMA3_J;83;right
1049;PSMA6_K;83;right
1050;PSMA5_L;83;right
1051;PSMA2_M;83;right
1052;PSMA8_A;84;right
1053;PSMB4_B;84;right
1054;PSMB5_C;84;right
1055;PSMB2_D;84;right
1056;PSMB1_E;84;right
1057;PSMA7_F;84;right
1058;PSMB6_G;84;right
1059;PSMB7_H;84;right
1060;PSMA4_I;84;right
1061;PSMA3_J;84;right
1062;PSMA6_K;84;right
1063;PSMA5_L;84;right
1064;PSMA2_M;84;right
1065;PSMA8_A;85;right
1066;PSMB4_B;85;right
1067;PSMB5_C;85;right
1068;PSMB2_D;85;right
1069;PSMB1_E;85;right
1070;PSMA7_F;85;right
1071;PSMB6_G;85;right
1072;PSMB7_H;85;right
1073;PSMA4_I;85;right
1074;PSMA3_J;85;right
1075;PSMA6_K;85;right
1076;PSMA5_L;85;right
1077;PSMA2_M;85;right
1078;PSMA8_A;86;right
1079;PSMB4_B;86;right
1080;PSMB5_C;86;right
1081;PSMB2_D;86;right
1082;PSMB1_E;86;right
1083;PSMA7_F;86;right
1084;PSMB6_G;86;right
1085;PSMB7_H;86;right
1086;PSMA4_I;86;right
1087;PSMA3_J;86;right
1088;PSMA6_K;86;right
1089;PSMA5_L;86;right
1090;PSMA2_M;86;right
1091;PSMA8_A;87;right
1092;PSMB4_B;87;right
1093;PSMB5_C;87;right
1094;PSMB2_D;87;right
1095;PSMB1_E;87;right
1096;PSMA7_F;87;right
1097;PSMB6_G;87;right
1098;PSMB7_H;87;right
1099;PSMA4_I;87;right
1100;PSMA3_J;87;right
1101;PSMA6_K;87;right
1102;PSMA5_L;87;right
1103;PSMA2_M;87;right
1104;PSMA8_A;88;right
1105;PSMB4_B;88;right
1106;PSMB5_C;88;right
1107;PSMB2_D;88;right
1108;PSMB1_E;88;right
1109;PSMA7_F;88;right
1110;PSMB6_G;88;right
1111;PSMB7_H;88;right
1112;PSMA4_I;88;right
1113;PSMA3_J;88;right
1114;PSMA6_K;88;right
1115;PSMA5_L;88;right
1116;PSMA2_M;88;right
1117;PSMA8_A;89;right
1118;PSMB4_B;89;right
1119;PSMB5_C;89;right
1120;PSMB2_D;89;right
1121;PSMB1_E;89;right
1122;PSMA7_F;89;right
1123;PSMB6_G;89;right
1124;PSMB7_H;89;right
1125;PSMA4_I;89;right
1126;PSMA3_J;89;right
1127;PSMA6_K;89;right
1128;PSMA5_L;89;right
1129;PSMA2_M;89;right
1130;PSMA8_A;90;right
1131;PSMB4_B;90;right
1132;PSMB5_C;90;right
1133;PSMB2_D;90;right
1134;PSMB1_E;90;right
1135;PSMA7_F;90;right
1136;PSMB6_G;90;right
1137;PSMB7_H;90;right
1138;PSMA4_I;90;right
1139;PSMA3_J;90;right
1140;PSMA6_K;90;right
1141;PSMA5_L;90;right
1142;PSMA2_M;90;right
1143;PSMA8_A;91;right
1144;PSMB4_B;91;right
1145;PSMB5_C;91;right
1146;PSMB2_D;91;right
1147;PSMB1_E;91;right
1148;PSMA7_F;91;right
1149;PSMB6_G;91;right
1150;PSMB7_H;91;right
1151;PSMA4_I;91;right
1152;PSMA3_J;91;right
1153;PSMA6_K;91;right
1154;PSMA5_L;91;right
1155;PSMA2_M;91;right
1156;PSMA8_A;92;right
1157;PSMB4_B;92;right
1158;PSMB5_C;92;right
1159;PSMB2_D;92;right
1160;PSMB1_E;92;right
1161;PSMA7_F;92;right
1162;PSMB6_G;92;right
1163;PSMB7_H;92;right
1164;PSMA4_I;92;right
1165;PSMA3_J;92;right
1166;PSMA6_K;92;right
1167;PSMA5_L;92;right
1168;PSMA2_M;92;right
1169;PSMA8_A;93;right
1170;PSMB4_B;93;right
1171;PSMB5_C;93;right
1172;PSMB2_D;93;right
1173;PSMB1_E;93;right
1174;PSMA7_F;93;right
1175;PSMB6_G;93;right
1176;PSMB7_H;93;right
1177;PSMA4_I;93;right
1178;PSMA3_J;93;right
1179;PSMA6_K;93;right
1180;PSMA5_L;93;right
1181;PSMA2_M;93;right
1182;PSMA8_A;94;right
1183;PSMB4_B;94;right
1184;PSMB5_C;94;right
1185;PSMB2_D;94;right
1186;PSMB1_E;94;right
1187;PSMA7_F;94;right
1188;PSMB6_G;94;right
1189;PSMB7_H;94;right
1190;PSMA4_I;94;right
1191;PSMA3_J;94;right
1192;PSMA6_K;94;right
1193;PSMA5_L;94;right
1194;PSMA2_M;94;right
1195;PSMA8_A;95;right
1196;PSMB4_B;95;right
1197;PSMB5_C;95;right
1198;PSMB2_D;95;right
1199;PSMB1_E;95;right
1200;PSMA7_F;95;right
1201;PSMB6_G;95;right
1202;PSMB7_H;95;right
1203;PSMA4_I;95;right
1204;PSMA3_J;95;right
1205;PSMA6_K;95;right
1206;PSMA5_L;95;right
1207;PSMA2_M;95;right
1208;PSMA8_A;96;right
1209;PSMB4_B;96;right
1210;PSMB5_C;96;right
1211;PSMB2_D;96;right
1212;PSMB1_E;96;right
1213;PSMA7_F;96;right
1214;PSMB6_G;96;right
1215;PSMB7_H;96;right
1216;PSMA4_I;96;right
1217;PSMA3_J;96;right
1218;PSMA6_K;96;right
1219;PSMA5_L;96;right
1220;PSMA2_M;96;right
1221;PSMA8_A;97;right
1222;PSMB4_B;97;right
1223;PSMB5_C;97;right
1224;PSMB2_D;97;right
1225;PSMB1_E;97;right
1226;PSMA7_F;97;right
1227;PSMB6_G;97;right
1228;PSMB7_H;97;right
1229;PSMA4_I;97;right
1230;PSMA3_J;97;right
1231;PSMA6_K;97;right
1232;PSMA5_L;97;right
1233;PSMA2_M;97;right
1234;PSMA8_A;98;right
1235;PSMB4_B;98;right
1236;PSMB5_C;98;right
1237;PSMB2_D;98;right
1238;PSMB1_E;98;right
1239;PSMA7_F;98;right
1240;PSMB6_G;98;right
1241;PSMB7_H;98;right
1242;PSMA4_I;98;right
1243;PSMA3_J;98;right
1244;PSMA6_K;98;right
1245;PSMA5_L;98;right
1246;PSMA2_M;98;right
1247;PSMA8_A;99;right
1248;PSMB4_B;99;right
1249;PSMB5_C;99;right
1250;PSMB2_D;99;right
1251;PSMB1_E;99;right
1252;PSMA7_F;99;right
1253;PSMB6_G;99;right
1254;PSMB7_H;99;right
1255;PSMA4_I;99;right
1256;PSMA3_J;99;right
1257;PSMA6_K;99;right
1258;PSMA5_L;99;right
1259;PSMA2_M;99;right
1260;PSMA8_A;100;right
1261;PSMB4_B;100;right
1262;PSMB5_C;100;right
1263;PSMB2_D;100;right
1264;PSMB1_E;100;right
1265;PSMA7_F;100;right
1266;PSMB6_G;100;right
1267;PSMB7_H;100;right
1268;PSMA4_I;100;right
1269;PSMA3_J;100;right
1270;PSMA6_K;100;right
1271;PSMA5_L;100;right
1272;PSMA2_M;100;right
1273;PSMA8_A;101;right
1274;PSMB4_B;101;right
1275;PSMB5_C;101;right
1276;PSMB2_D;101;right
1277;PSMB1_E;101;right
1278;PSMA7_F;101;right
1279;PSMB6_G;101;right
1280;PSMB7_H;101;right
1281;PSMA4_I;101;right
1282;PSMA3_J;101;right
1283;PSMA6_K;101;right
1284;PSMA5_L;101;right
1285;PSMA2_M;101;right
1286;PSMA8_A;102;right
1287;PSMB4_B;102;right
1288;PSMB5_C;102;right
1289;PSMB2_D;102;right
1290;PSMB1_E;102;right
1291;PSMA7_F;102;right
1292;PSMB6_G;102;right
1293;PSMB7_H;102;right
1294;PSMA4_I;102;right
1295;PSMA3_J;102;right
1296;PSMA6_K;102;right
1297;PSMA5_L;102;right
1298;PSMA2_M;102;right
1299;PSMA8_A;103;right
1300;PSMB4_B;103;right
1301;PSMB5_C;103;right
1302;PSMB2_D;103;right
1303;PSMB1_E;103;right
1304;PSMA7_F;103;right
1305;PSMB6_G;103;right
1306;PSMB7_H;103;right
1307;PSMA4_I;103;right
1308;PSMA3_J;103;right
1309;PSMA6_K;103;right
1310;PSMA5_L;103;right
1311;PSMA2_M;103;right
1312;PSMA8_A;104;right
1313;PSMB4_B;104;right
1314;PSMB5_C;104;right
1315;PSMB2_D;104;right
1316;PSMB1_E;104;right
1317;PSMA7_F;104;right
1318;PSMB6_G;104;right
1319;PSMB7_H;104;right
1320;PSMA4_I;104;right
1321;PSMA3_J;104;right
1322;PSMA6_K;104;right
1323;PSMA5_L;104;right
1324;PSMA2_M;104;right
1325;PSMA8_A;105;right
1326;PSMB4_B;105;right
1327;PSMB5_C;105;right
1328;PSMB2_D;105;right
1329;PSMB1_E;105;right
1330;PSMA7_F;105;right
1331;PSMB6_G;105;right
1332;PSMB7_H;105;right
1333;PSMA4_I;105;right
1334;PSMA3_J;105;right
1335;PSMA6_K;105;right
1336;PSMA5_L;105;right
1337;PSMA2_M;105;right
1338;PSMA8_A;106;right
1339;PSMB4_B;106;right
1340;PSMB5_C;106;right
1341;PSMB2_D;106;right
1342;PSMB1_E;106;right
1343;PSMA7_F;106;right
1344;PSMB6_G;106;right
1345;PSMB7_H;106;right
1346;PSMA4_I;106;right
1347;PSMA3_J;106;right
1348;PSMA6_K;106;right
1349;PSMA5_L;106;right
1350;PSMA2_M;106;right
1351;PSMA8_A;107;right
1352;PSMB4_B;107;right
1353;PSMB5_C;107;right
1354;PSMB2_D;107;right
1355;PSMB1_E;107;right
1356;PSMA7_F;107;right
1357;PSMB6_G;107;right
1358;PSMB7_H;107;right
1359;PSMA4_I;107;right
1360;PSMA3_J;107;right
1361;PSMA6_K;107;right
1362;PSMA5_L;107;right
1363;PSMA2_M;107;right
1364;PSMA8_A;108;right
1365;PSMB4_B;108;right
1366;PSMB5_C;108;right
1367;PSMB2_D;108;right
1368;PSMB1_E;108;right
1369;PSMA7_F;108;right
1370;PSMB6_G;108;right
1371;PSMB7_H;108;right
1372;PSMA4_I;108;right
1373;PSMA3_J;108;right
1374;PSMA6_K;108;right
1375;PSMA5_L;108;right
1376;PSMA2_M;108;right
1377;PSMA8_A;109;right
1378;PSMB4_B;109;right
1379;PSMB5_C;109;right
1380;PSMB2_D;109;right
1381;PSMB1_E;109;right
1382;PSMA7_F;109;right
1383;PSMB6_G;109;right
1384;PSMB7_H;109;right
1385;PSMA4_I;109;right
1386;PSMA3_J;109;right
1387;PSMA6_K;109;right
1388;PSMA5_L;109;right
1389;PSMA2_M;109;right
1390;PSMA8_A;110;right
1391;PSMB4_B;110;right
1392;PSMB5_C;110;right
1393;PSMB2_D;110;right
1394;PSMB1_E;110;right
1395;PSMA7_F;110;right
1396;PSMB6_G;110;right
1397;PSMB7_H;110;right
1398;PSMA4_I;110;right
1399;PSMA3_J;110;right
1400;PSMA6_K;110;right
1401;PSMA5_L;110;right
1402;PSMA2_M;110;right
1403;PSMA8_A;111;right
1404;PSMB4_B;111;right
1405;PSMB5_C;111;right
1406;PSMB2_D;111;right
1407;PSMB1_E;111;right
1408;PSMA7_F;111;right
1409;PSMB6_G;111;right
1410;PSMB7_H;111;right
1411;PSMA4_I;111;right
1412;PSMA3_J;111;right
1413;PSMA6_K;111;right
1414;PSMA5_L;111;right
1415;PSMA2_M;111;right
1416;PSMA8_A;112;right
1417;PSMB4_B;112;right
1418;PSMB5_C;112;right
1419;PSMB2_D;112;right
1420;PSMB1_E;112;right
1421;PSMA7_F;112;right
1422;PSMB6_G;112;right
1423;PSMB7_H;112;right
1424;PSMA4_I;112;right
1425;PSMA3_J;112;right
1426;PSMA6_K;112;right
1427;PSMA5_L;112;right
1428;PSMA2_M;112;right
1429;PSMA8_A;113;right
1430;PSMB4_B;113;right
1431;PSMB5_C;113;right
1432;PSMB2_D;113;right
1433;PSMB1_E;113;right
1434;PSMA7_F;113;right
1435;PSMB6_G;113;right
1436;PSMB7_H;113;right
1437;PSMA4_I;113;right
1438;PSMA3_J;113;right
1439;PSMA6_K;113;right
1440;PSMA5_L;113;right
1441;PSMA2_M;113;right
1442;PSMA8_A;114;right
1443;PSMB4_B;114;right
1444;PSMB5_C;114;right
1445;PSMB2_D;114;right
1446;PSMB1_E;114;right
1447;PSMA7_F;114;right
1448;PSMB6_G;114;right
1449;PSMB7_H;114;right
1450;PSMA4_I;114;right
1451;PSMA3_J;114;right
1452;PSMA6_K;114;right
1453;PSMA5_L;114;right
1454;PSMA2_M;114;right
1455;PSMA8_A;115;right
1456;PSMB4_B;115;right
1457;PSMB5_C;115;right
1458;PSMB2_D;115;right
1459;PSMB1_E;115;right
1460;PSMA7_F;115;right
1461;PSMB6_G;115;right
1462;PSMB7_H;115;right
1463;PSMA4_I;115;right
1464;PSMA3_J;115;right
1465;PSMA6_K;115;right
1466;PSMA5_L;115;right
1467;PSMA2_M;115;right
1468;PSMA8_A;116;right
1469;PSMB4_B;116;right
1470;PSMB5_C;116;right
1471;PSMB2_D;116;right
1472;PSMB1_E;116;right
1473;PSMA7_F;116;right
1474;PSMB6_G;116;right
1475;PSMB7_H;116;right
1476;PSMA4_I;116;right
1477;PSMA3_J;116;right
1478;PSMA6_K;116;right
1479;PSMA5_L;116;right
1480;PSMA2_M;116;right
1481;PSMA8_A;117;right
1482;PSMB4_B;117;right
1483;PSMB5_C;117;right
1484;PSMB2_D;117;right
1485;PSMB1_E;117;right
1486;PSMA7_F;117;right
1487;PSMB6_G;117;right
1488;PSMB7_H;117;right
1489;PSMA4_I;117;right
1490;PSMA3_J;117;right
1491;PSMA6_K;117;right
1492;PSMA5_L;117;right
1493;PSMA2_M;117;right
1494;PSMA8_A;118;right
1495;PSMB4_B;118;right
1496;PSMB5_C;118;right
1497;PSMB2_D;118;right
1498;PSMB1_E;118;right
1499;PSMA7_F;118;right
1500;PSMB6_G;118;right
1501;PSMB7_H;118;right
1502;PSMA4_I;118;right
1503;PSMA3_J;118;right
1504;PSMA6_K;118;right
1505;PSMA5_L;118;right
1506;PSMA2_M;118;right
1507;PSMA8_A;119;right
1508;PSMB4_B;119;right
1509;PSMB5_C;119;right
1510;PSMB2_D;119;right
1511;PSMB1_E;119;right
1512;PSMA7_F;119;right
1513;PSMB6_G;119;right
1514;PSMB7_H;119;right
1515;PSMA4_I;119;right
1516;PSMA3_J;119;right
1517;PSMA6_K;119;right
1518;PSMA5_L;119;right
1519;PSMA2_M;119;right
1520;PSMA8_A;120;right
1521;PSMB4_B;120;right
1522;PSMB5_C;120;right
1523;PSMB2_D;120;right
1524;PSMB1_E;120;right
1525;PSMA7_F;120;right
1526;PSMB6_G;120;right
1527;PSMB7_H;120;right
1528;PSMA4_I;120;right
1529;PSMA3_J;120;right
1530;PSMA6_K;120;right
1531;PSMA5_L;120;right
1532;PSMA2_M;120;right
1533;PSMA8_A;121;right
1534;PSMB4_B;121;right
1535;PSMB5_C;121;right
1536;PSMB2_D;121;right
1537;PSMB1_E;121;right
1538;PSMA7_F;121;right
1539;PSMB6_G;121;right
1540;PSMB7_H;121;right
1541;PSMA4_I;121;right
1542;PSMA3_J;121;right
1543;PSMA6_K;121;right
1544;PSMA5_L;121;right
1545;PSMA2_M;121;right
1546;PSMA8_A;122;right
1547;PSMB4_B;122;right
1548;PSMB5_C;122;right
1549;PSMB2_D;122;right
1550;PSMB1_E;122;right
1551;PSMA7_F;122;right
1552;PSMB6_G;122;right
1553;PSMB7_H;122;right
1554;PSMA4_I;122;right
1555;PSMA3_J;122;right
1556;PSMA6_K;122;right
1557;PSMA5_L;122;right
1558;PSMA2_M;122;right
1559;PSMA8_A;123;right
1560;PSMB4_B;123;right
1561;PSMB5_C;123;right
1562;PSMB2_D;123;right
1563;PSMB1_E;123;right
1564;PSMA7_F;123;right
1565;PSMB6_G;123;right
1566;PSMB7_H;123;right
1567;PSMA4_I;123;right
1568;PSMA3_J;123;right
1569;PSMA6_K;123;right
1570;PSMA5_L;123;right
1571;PSMA2_M;123;right
1572;PSMA8_A;124;right
1573;PSMB4_B;124;right
1574;PSMB5_C;124;right
1575;PSMB2_D;124;right
1576;PSMB1_E;124;right
1577;PSMA7_F;124;right
1578;PSMB6_G;124;right
1579;PSMB7_H;124;right
1580;PSMA4_I;124;right
1581;PSMA3_J;124;right
1582;PSMA6_K;124;right
1583;PSMA5_L;124;right
1584;PSMA2_M;124;right
1585;PSMA8_A;125;right
1586;PSMB4_B;125;right
1587;PSMB5_C;125;right
1588;PSMB2_D;125;right
1589;PSMB1_E;125;right
1590;PSMA7_F;125;right
1591;PSMB6_G;125;right
1592;PSMB7_H;125;right
1593;PSMA4_I;125;right
1594;PSMA3_J;125;right
1595;PSMA6_K;125;right
1596;PSMA5_L;125;right
1597;PSMA2_M;125;right
1598;PSMA8_A;126;right
1599;PSMB4_B;126;right
1600;PSMB5_C;126;right
1601;PSMB2_D;126;right
1602;PSMB1_E;126;right
1603;PSMA7_F;126;right
1604;PSMB6_G;126;right
1605;PSMB7_H;126;right
1606;PSMA4_I;126;right
1607;PSMA3_J;126;right
1608;PSMA6_K;126;right
1609;PSMA5_L;126;right
1610;PSMA2_M;126;right
1611;PSMA8_A;127;right
1612;PSMB4_B;127;right
1613;PSMB5_C;127;right
1614;PSMB2_D;127;right
1615;PSMB1_E;127;right
1616;PSMA7_F;127;right
1617;PSMB6_G;127;right
1618;PSMB7_H;127;right
1619;PSMA4_I;127;right
1620;PSMA3_J;127;right
1621;PSMA6_K;127;right
1622;PSMA5_L;127;right
1623;PSMA2_M;127;right
1624;PSMA8_A;128;right
1625;PSMB4_B;128;right
1626;PSMB5_C;128;right
1627;PSMB2_D;128;right
1628;PSMB1_E;128;right
1629;PSMA7_F;128;right
1630;PSMB6_G;128;right
1631;PSMB7_H;128;right
1632;PSMA4_I;128;right
1633;PSMA3_J;128;right
1634;PSMA6_K;128;right
1635;PSMA5_L;128;right
1636;PSMA2_M;128;right
1637;PSMA8_A;129;right
1638;PSMB4_B;129;right
1639;PSMB5_C;129;right
1640;PSMB2_D;129;right
1641;PSMB1_E;129;right
1642;PSMA7_F;129;right
1643;PSMB6_G;129;right
1644;PSMB7_H;129;right
1645;PSMA4_I;129;right
1646;PSMA3_J;129;right
1647;PSMA6_K;129;right
1648;PSMA5_L;129;right
1649;PSMA2_M;129;right
1650;PSMA8_A;130;right
1651;PSMB4_B;130;right
1652;PSMB5_C;130;right
1653;PSMB2_D;130;right
1654;PSMB1_E;130;right
1655;PSMA7_F;130;right
1656;PSMB6_G;130;right
1657;PSMB7_H;130;right
1658;PSMA4_I;130;right
1659;PSMA3_J;130;right
1660;PSMA6_K;130;right
1661;PSMA5_L;130;right
1662;PSMA2_M;130;right
1663;PSMA8_A;131;right
1664;PSMB4_B;131;right
1665;PSMB5_C;131;right
1666;PSMB2_D;131;right
1667;PSMB1_E;131;right
1668;PSMA7_F;131;right
1669;PSMB6_G;131;right
1670;PSMB7_H;131;right
1671;PSMA4_I;131;right
1672;PSMA3_J;131;right
1673;PSMA6_K;131;right
1674;PSMA5_L;131;right
1675;PSMA2_M;131;right
1676;PSMA8_A;132;right
1677;PSMB4_B;132;right
1678;PSMB5_C;132;right
1679;PSMB2_D;132;right
1680;PSMB1_E;132;right
1681;PSMA7_F;132;right
1682;PSMB6_G;132;right
1683;PSMB7_H;132;right
1684;PSMA4_I;132;right
1685;PSMA3_J;132;right
1686;PSMA6_K;132;right
1687;PSMA5_L;132;right
1688;PSMA2_M;132;right
1689;PSMA8_A;133;right
1690;PSMB4_B;133;right
1691;PSMB5_C;133;right
1692;PSMB2_D;133;right
1693;PSMB1_E;133;right
1694;PSMA7_F;133;right
1695;PSMB6_G;133;right
1696;PSMB7_H;133;right
1697;PSMA4_I;133;right
1698;PSMA3_J;133;right
1699;PSMA6_K;133;right
1700;PSMA5_L;133;right
1701;PSMA2_M;133;right
1702;PSMA8_A;134;right
1703;PSMB4_B;134;right
1704;PSMB5_C;134;right
1705;PSMB2_D;134;right
1706;PSMB1_E;134;right
1707;PSMA7_F;134;right
1708;PSMB6_G;134;right
1709;PSMB7_H;134;right
1710;PSMA4_I;134;right
1711;PSMA3_J;134;right
1712;PSMA6_K;134;right
1713;PSMA5_L;134;right
1714;PSMA2_M;134;right
1715;PSMA8_A;135;right
1716;PSMB4_B;135;right
1717;PSMB5_C;135;right
1718;PSMB2_D;135;right
1719;PSMB1_E;135;right
1720;PSMA7_F;135;right
1721;PSMB6_G;135;right
1722;PSMB7_H;135;right
1723;PSMA4_I;135;right
1724;PSMA3_J;135;right
1725;PSMA6_K;135;right
1726;PSMA5_L;135;right
1727;PSMA2_M;135;right
1728;PSMA8_A;136;right
1729;PSMB4_B;136;right
1730;PSMB5_C;136;right
1731;PSMB2_D;136;right
1732;PSMB1_E;136;right
1733;PSMA7_F;136;right
1734;PSMB6_G;136;right
1735;PSMB7_H;136;right
1736;PSMA4_I;136;right
1737;PSMA3_J;136;right
1738;PSMA6_K;136;right
1739;PSMA5_L;136;right
1740;PSMA2_M;136;right
1741;PSMA8_A;137;right
1742;PSMB4_B;137;right
1743;PSMB5_C;137;right
1744;PSMB2_D;137;right
1745;PSMB1_E;137;right
1746;PSMA7_F;137;right
1747;PSMB6_G;137;right
1748;PSMB7_H;137;right
1749;PSMA4_I;137;right
1750;PSMA3_J;137;right
1751;PSMA6_K;137;right
1752;PSMA5_L;137;right
1753;PSMA2_M;137;right
1754;PSMA8_A;138;right
1755;PSMB4_B;138;right
1756;PSMB5_C;138;right
1757;PSMB2_D;138;right
1758;PSMB1_E;138;right
1759;PSMA7_F;138;right
1760;PSMB6_G;138;right
1761;PSMB7_H;138;right
1762;PSMA4_I;138;right
1763;PSMA3_J;138;right
1764;PSMA6_K;138;right
1765;PSMA5_L;138;right
1766;PSMA2_M;138;right
1767;PSMA8_A;139;right
1768;PSMB4_B;139;right
1769;PSMB5_C;139;right
1770;PSMB2_D;139;right
1771;PSMB1_E;139;right
1772;PSMA7_F;139;right
1773;PSMB6_G;139;right
1774;PSMB7_H;139;right
1775;PSMA4_I;139;right
1776;PSMA3_J;139;right
1777;PSMA6_K;139;right
1778;PSMA5_L;139;right
1779;PSMA2_M;139;right
1780;PSMA8_A;140;right
1781;PSMB4_B;140;right
1782;PSMB5_C;140;right
1783;PSMB2_D;140;right
1784;PSMB1_E;140;right
1785;PSMA7_F;140;right
1786;PSMB6_G;140;right
1787;PSMB7_H;140;right
1788;PSMA4_I;140;right
1789;PSMA3_J;140;right
1790;PSMA6_K;140;right
1791;PSMA5_L;140;right
1792;PSMA2_M;140;right
1793;PSMA8_A;141;right
1794;PSMB4_B;141;right
1795;PSMB5_C;141;right
1796;PSMB2_D;141;right
1797;PSMB1_E;141;right
1798;PSMA7_F;141;right
1799;PSMB6_G;141;right
1800;PSMB7_H;141;right
1801;PSMA4_I;141;right
1802;PSMA3_J;141;right
1803;PSMA6_K;141;right
1804;PSMA5_L;141;right
1805;PSMA2_M;141;right
1806;PSMA8_A;142;right
1807;PSMB4_B;142;right
1808;PSMB5_C;142;right
1809;PSMB2_D;142;right
1810;PSMB1_E;142;right
1811;PSMA7_F;142;right
1812;PSMB6_G;142;right
1813;PSMB7_H;142;right
1814;PSMA4_I;142;right
1815;PSMA3_J;142;right
1816;PSMA6_K;142;right
1817;PSMA5_L;142;right
1818;PSMA2_M;142;right
1819;PSMA8_A;143;right
1820;PSMB4_B;143;right
1821;PSMB5_C;143;right
1822;PSMB2_D;143;right
1823;PSMB1_E;143;right
1824;PSMA7_F;143;right
1825;PSMB6_G;143;right
1826;PSMB7_H;143;right
1827;PSMA4_I;143;right
1828;PSMA3_J;143;right
1829;PSMA6_K;143;right
1830;PSMA5_L;143;right
1831;PSMA2_M;143;right
1832;PSMA8_A;144;right
1833;PSMB4_B;144;right
1834;PSMB5_C;144;right
1835;PSMB2_D;144;right
1836;PSMB1_E;144;right
1837;PSMA7_F;144;right
1838;PSMB6_G;144;right
1839;PSMB7_H;144;right
1840;PSMA4_I;144;right
1841;PSMA3_J;144;right
1842;PSMA6_K;144;right
1843;PSMA5_L;144;right
1844;PSMA2_M;144;right
1845;PSMA8_A;145;right
1846;PSMB4_B;145;right
1847;PSMB5_C;145;right
1848;PSMB2_D;145;right
1849;PSMB1_E;145;right
1850;PSMA7_F;145;right
1851;PSMB6_G;145;right
1852;PSMB7_H;145;right
1853;PSMA4_I;145;right
1854;PSMA3_J;145;right
1855;PSMA6_K;145;right
1856;PSMA5_L;145;right
1857;PSMA2_M;145;right
1858;PSMA8_A;146;right
1859;PSMB4_B;146;right
1860;PSMB5_C;146;right
1861;PSMB2_D;146;right
1862;PSMB1_E;146;right
1863;PSMA7_F;146;right
1864;PSMB6_G;146;right
1865;PSMB7_H;146;right
1866;PSMA4_I;146;right
1867;PSMA3_J;146;right
1868;PSMA6_K;146;right
1869;PSMA5_L;146;right
1870;PSMA2_M;146;right
1871;PSMA8_A;147;right
1872;PSMB4_B;147;right
1873;PSMB5_C;147;right
1874;PSMB2_D;147;right
1875;PSMB1_E;147;right
1876;PSMA7_F;147;right
1877;PSMB6_G;147;right
1878;PSMB7_H;147;right
1879;PSMA4_I;147;right
1880;PSMA3_J;147;right
1881;PSMA6_K;147;right
1882;PSMA5_L;147;right
1883;PSMA2_M;147;right
1884;PSMA8_A;148;right
1885;PSMB4_B;148;right
1886;PSMB5_C;148;right
1887;PSMB2_D;148;right
1888;PSMB1_E;148;right
1889;PSMA7_F;148;right
1890;PSMB6_G;148;right
1891;PSMB7_H;148;right
1892;PSMA4_I;148;right
1893;PSMA3_J;148;right
1894;PSMA6_K;148;right
1895;PSMA5_L;148;right
1896;PSMA2_M;148;right
1897;PSMA8_A;149;right
1898;PSMB4_B;149;right
1899;PSMB5_C;149;right
1900;PSMB2_D;149;right
1901;PSMB1_E;149;right
1902;PSMA7_F;149;right
1903;PSMB6_G;149;right
1904;PSMB7_H;149;right
