label,MRI,,,UPENNModuleClustering
608,58,123,55,10
609,58,123,57,10
610,58,123,64,10
611,58,123,69,10
612,58,123,75,10
613,58,124,58,10
614,58,124,63,1
615,58,124,66,10
616,58,124,67,10
617,58,125,58,10
618,58,125,61,1
619,58,125,62,1
620,58,125,74,10
621,58,125,75,10
622,58,126,58,10
623,58,126,63,1
624,58,126,64,1
625,58,126,66,10
626,58,126,72,10
627,58,126,75,10
628,58,126,80,10
629,58,127,61,13
630,58,127,62,13
631,58,127,63,1
632,58,127,64,1
633,58,127,65,10
634,58,127,67,10
635,58,127,68,10
636,58,127,70,10
637,58,127,72,10
638,58,127,79,10
639,58,127,81,10
640,58,127,82,10
641,58,128,61,13
642,58,128,62,13
643,58,128,64,1
644,58,128,70,10
645,58,128,78,10
646,58,128,79,10
647,58,128,82,10
648,58,129,60,10
649,58,129,62,13
650,58,129,68,10
651,58,129,72,10
652,58,129,73,10
653,58,129,74,10
654,58,129,79,10
655,58,130,59,10
656,58,130,60,13
657,58,130,61,13
658,58,130,66,10
659,58,131,60,13
660,58,131,61,13
661,58,131,64,13
662,58,131,67,10
663,58,132,58,10
664,58,132,60,13
665,58,132,66,10
666,58,132,84,10
667,58,133,60,13
668,58,133,61,13
669,58,133,62,13
670,58,133,66,10
671,58,133,83,10
672,58,134,59,13
673,58,134,63,13
674,58,134,64,13
675,58,134,83,10
676,58,134,85,10
677,58,134,86,10
678,58,135,59,13
679,58,135,82,10
680,58,135,84,10
681,58,136,57,10
682,58,136,59,13
683,58,136,61,13
684,58,136,64,13
685,58,136,82,10
686,58,136,84,10
687,58,136,85,10
688,58,137,57,10
689,58,137,58,13
690,58,137,61,13
691,58,137,63,13
692,58,137,85,10
693,58,138,62,13
694,58,138,83,10
695,58,138,84,10
696,58,139,60,13
697,58,139,62,13
698,58,139,65,13
699,58,139,83,10
700,58,139,84,10
701,58,140,58,13
702,58,140,59,13
703,58,140,65,13
704,58,140,68,13
705,58,140,70,10
706,58,140,81,10
707,58,140,82,10
708,58,141,51,10
709,58,141,56,10
710,58,141,62,13
711,58,141,69,10
712,58,141,85,10
713,58,141,86,10
714,58,142,56,10
715,58,142,57,13
716,58,142,59,13
717,58,142,65,13
718,58,142,67,13
719,58,142,70,10
720,58,142,82,10
721,58,142,85,10
722,58,143,52,10
723,58,143,61,13
724,58,143,62,13
725,58,143,67,13
726,58,144,55,10
727,58,144,56,10
728,58,144,58,13
729,58,144,67,13
730,58,145,58,13
731,58,145,60,13
732,58,145,62,13
733,58,145,65,13
734,58,146,59,13
735,58,146,61,13
736,58,146,63,13
737,58,147,57,13
738,58,147,58,13
739,58,147,61,13
740,58,148,57,13
741,58,148,59,13
742,58,148,61,13
743,58,148,63,13
744,58,148,64,10
745,58,149,61,13
746,58,149,63,13
747,58,150,55,13
748,58,150,58,13
749,58,150,62,13
750,58,151,52,10
751,58,151,55,13
752,58,152,52,10
753,58,152,57,13
754,58,152,58,13
755,58,152,61,13
756,58,152,63,10
757,58,153,51,10
758,58,153,52,10
759,58,153,54,13
760,58,153,55,13
761,58,153,56,13
762,58,153,60,13
763,58,153,61,10
764,58,154,53,10
765,58,154,56,13
766,58,154,58,13
767,59,104,66,12
768,59,105,62,12
769,59,105,66,12
770,59,106,56,12
771,59,106,65,12
772,59,107,57,12
773,59,107,58,12
774,59,107,63,12
775,59,107,66,12
776,59,108,59,12
777,59,108,60,12
778,59,108,62,12
779,59,109,58,12
780,59,109,59,12
781,59,109,62,12
782,59,110,54,12
783,59,110,56,12
784,59,110,57,12
785,59,110,58,12
786,59,111,54,12
787,59,111,58,12
788,59,112,53,12
789,59,112,59,12
790,59,113,56,1
791,59,113,71,12
792,59,113,73,12
793,59,113,78,10
794,59,114,53,1
795,59,114,60,1
796,59,114,62,12
797,59,114,71,12
798,59,114,76,12
799,59,114,77,10
800,59,114,78,10
801,59,114,79,10
802,59,114,82,10
803,59,114,84,10
804,59,115,51,12
805,59,115,56,1
806,59,115,73,12
807,59,115,74,12
808,59,115,82,10
809,59,115,84,10
810,59,115,85,10
811,59,116,51,12
812,59,116,52,12
813,59,116,53,1
814,59,116,58,1
815,59,116,63,12
816,59,116,70,10
817,59,116,75,10
818,59,116,82,10
819,59,116,84,10
820,59,117,53,1
821,59,117,71,10
822,59,117,73,10
823,59,117,77,10
824,59,117,83,10
825,59,117,85,10
826,59,118,61,13
827,59,118,69,12
828,59,118,73,10
829,59,118,80,10
830,59,118,81,10
831,59,118,84,10
832,59,118,86,12
833,59,119,53,1
834,59,119,54,1
835,59,119,55,13
836,59,119,59,13
837,59,119,63,1
838,59,119,64,1
839,59,119,65,10
840,59,119,70,10
841,59,119,73,10
842,59,120,56,13
843,59,120,64,1
844,59,120,74,10
845,59,120,77,10
846,59,121,53,1
847,59,121,58,13
848,59,121,61,13
849,59,121,62,13
850,59,121,63,13
851,59,121,64,1
852,59,121,65,10
853,59,121,66,10
854,59,121,67,10
855,59,121,70,10
856,59,121,72,10
857,59,121,76,10
858,59,122,57,1
859,59,122,59,13
860,59,122,63,13
861,59,122,66,10
862,59,122,68,10
863,59,122,69,10
864,59,122,75,10
865,59,122,76,10
866,59,123,51,10
867,59,123,52,10
868,59,123,54,1
869,59,123,58,1
870,59,123,60,13
871,59,123,66,10
872,59,123,74,10
873,59,123,75,10
874,59,124,57,10
875,59,124,63,13
876,59,124,69,10
877,59,124,71,10
878,59,124,72,10
879,59,124,73,10
880,59,124,74,10
881,59,124,75,10
882,59,124,76,10
883,59,125,61,13
884,59,125,62,13
885,59,125,66,10
886,59,125,67,10
887,59,125,68,10
888,59,125,69,10
889,59,125,74,10
890,59,125,75,10
891,59,125,76,10
892,59,125,82,10
893,59,126,60,13
894,59,126,61,13
895,59,126,62,13
896,59,126,63,1
897,59,126,66,10
898,59,126,68,10
899,59,126,69,10
900,59,126,71,10
901,59,126,74,10
902,59,126,81,10
903,59,127,58,10
904,59,127,60,13
905,59,127,61,13
906,59,127,64,1
907,59,127,66,10
908,59,127,73,10
909,59,127,79,10
910,59,127,81,10
911,59,127,83,10
912,59,127,84,10
913,59,128,60,13
914,59,128,61,13
915,59,128,62,13
916,59,128,68,10
917,59,128,69,10
918,59,128,70,10
919,59,128,71,10
920,59,128,74,10
921,59,129,58,10
922,59,129,61,13
923,59,129,62,13
924,59,129,64,13
925,59,129,66,10
926,59,129,68,10
927,59,129,71,10
928,59,129,80,10
929,59,129,82,10
930,59,130,58,10
931,59,130,65,13
932,59,130,77,10
933,59,130,79,10
934,59,130,81,10
935,59,130,83,10
936,59,131,50,10
937,59,131,60,13
938,59,131,62,13
939,59,131,69,10
940,59,131,76,10
941,59,131,80,10
942,59,131,81,10
943,59,131,82,10
944,59,131,84,10
945,59,132,48,10
946,59,132,59,10
947,59,132,62,13
948,59,132,66,10
949,59,132,79,10
950,59,132,80,10
951,59,133,58,10
952,59,133,59,10
953,59,133,62,13
954,59,133,64,13
955,59,133,65,13
956,59,133,83,10
957,59,133,86,10
958,59,133,87,10
959,59,134,58,10
960,59,134,83,10
961,59,134,84,10
962,59,134,85,10
963,59,134,86,10
964,59,135,58,10
965,59,135,60,13
966,59,135,65,10
967,59,135,83,10
968,59,135,86,10
969,59,136,58,1
970,59,136,64,13
971,59,137,58,13
972,59,137,62,13
973,59,137,63,13
974,59,137,85,10
975,59,137,86,10
976,59,138,57,1
977,59,138,61,13
978,59,138,82,10
979,59,138,83,10
980,59,139,52,10
981,59,139,53,10
982,59,139,54,10
983,59,139,56,10
984,59,139,58,13
985,59,139,59,13
986,59,139,66,10
987,59,139,67,10
988,59,139,69,10
989,59,139,81,10
990,59,139,83,10
991,59,139,84,10
992,59,140,54,10
993,59,140,58,13
994,59,140,61,13
995,59,140,65,13
996,59,140,68,13
997,59,140,72,10
998,59,140,85,10
999,59,140,86,10
1000,59,141,51,10
1001,59,141,53,10
1002,59,141,54,10
1003,59,141,55,10
1004,59,141,57,13
1005,59,141,60,13
1006,59,141,61,13
1007,59,141,81,10
1008,59,142,51,10
1009,59,142,52,10
1010,59,142,54,10
1011,59,142,55,13
1012,59,142,59,13
1013,59,142,67,13
1014,59,142,69,13
1015,59,143,54,10
1016,59,143,57,13
1017,59,143,58,13
1018,59,143,64,13
1019,59,143,65,13
1020,59,143,69,13
1021,59,143,70,10
1022,59,144,54,10
1023,59,144,56,13
1024,59,144,58,13
1025,59,144,59,13
1026,59,144,63,13
1027,59,144,68,13
1028,59,144,83,10
1029,59,145,53,10
1030,59,145,54,10
1031,59,145,57,13
1032,59,145,58,13
1033,59,145,61,13
1034,59,146,63,13
1035,59,146,67,10
1036,59,147,57,13
1037,59,147,58,13
1038,59,147,59,13
1039,59,147,60,13
1040,59,147,64,13
1041,59,148,58,13
1042,59,148,61,13
1043,59,149,59,13
1044,59,149,62,13
1045,59,149,63,13
1046,59,150,59,13
1047,59,150,61,13
1048,59,151,52,10
1049,59,151,56,13
1050,59,151,57,13
1051,59,151,62,13
1052,59,151,63,10
1053,59,152,55,13
1054,59,152,58,13
1055,59,152,62,13
1056,59,152,63,10
1057,59,153,56,13
1058,59,153,58,13
1059,59,153,59,13
1060,59,153,60,13
1061,59,153,63,10
1062,59,154,56,13
1063,59,154,58,13
1064,59,154,59,13
1065,59,154,60,13
1066,59,154,62,10
1067,60,104,57,12
1068,60,104,63,12
1069,60,105,56,12
1070,60,105,62,12
1071,60,105,63,12
1072,60,105,67,12
1073,60,105,73,12
1074,60,106,56,12
1075,60,106,59,12
1076,60,106,63,12
1077,60,106,70,12
1078,60,106,72,12
1079,60,107,56,12
1080,60,107,65,12
1081,60,107,66,12
1082,60,107,70,12
1083,60,108,51,12
1084,60,108,55,12
1085,60,108,59,12
1086,60,108,62,12
1087,60,108,64,12
1088,60,109,50,12
1089,60,109,51,12
1090,60,109,53,12
1091,60,109,54,12
1092,60,110,49,12
1093,60,110,50,12
1094,60,110,54,1
1095,60,110,62,12
1096,60,110,63,12
1097,60,110,64,12
1098,60,110,74,12
1099,60,110,75,12
1100,60,110,77,12
1101,60,111,48,12
1102,60,111,50,12
1103,60,111,51,12
1104,60,111,53,1
1105,60,111,56,1
1106,60,111,57,1
1107,60,111,72,12
1108,60,112,50,12
1109,60,112,51,12
1110,60,112,52,1
1111,60,112,53,1
1112,60,112,55,1
1113,60,112,57,1
1114,60,112,58,1
1115,60,112,59,1
1116,60,112,74,12
1117,60,112,78,10
1118,60,112,80,10
1119,60,112,81,10
1120,60,113,56,13
1121,60,113,72,12
1122,60,113,75,12
1123,60,113,76,12
1124,60,113,79,10
1125,60,114,54,1
1126,60,114,58,3
1127,60,114,61,1
1128,60,114,63,12
1129,60,114,71,12
1130,60,114,75,10
1131,60,114,79,10
1132,60,114,81,10
1133,60,114,84,10
1134,60,114,86,10
1135,60,115,54,1
1136,60,115,60,1
1137,60,115,72,10
1138,60,115,74,10
1139,60,115,80,1
1140,60,116,52,1
1141,60,116,54,1
1142,60,116,60,13
1143,60,116,63,1
1144,60,116,72,10
1145,60,116,81,1
1146,60,116,82,10
1147,60,116,83,10
1148,60,116,85,10
1149,60,116,86,10
1150,60,117,54,13
1151,60,117,55,13
1152,60,117,59,13
1153,60,117,61,13
1154,60,117,63,1
1155,60,117,64,10
1156,60,117,71,10
1157,60,117,73,1
1158,60,117,77,10
1159,60,117,79,10
1160,60,117,80,10
1161,60,117,86,10
1162,60,118,56,13
1163,60,118,59,13
1164,60,118,69,10
1165,60,118,74,1
1166,60,118,78,10
1167,60,118,79,10
1168,60,118,80,10
1169,60,119,52,1
1170,60,119,53,1
1171,60,119,56,13
1172,60,119,57,13
1173,60,119,62,13
1174,60,119,64,1
1175,60,119,66,12
1176,60,119,67,10
1177,60,119,69,10
1178,60,119,70,10
1179,60,119,72,10
1180,60,119,73,1
1181,60,119,77,10
1182,60,119,78,10
1183,60,120,54,13
1184,60,120,57,13
1185,60,120,58,13
1186,60,120,63,13
1187,60,120,70,10
1188,60,120,71,10
1189,60,120,73,13
1190,60,120,76,10
1191,60,121,55,13
1192,60,121,57,13
1193,60,121,59,13
1194,60,121,64,1
1195,60,121,67,10
1196,60,121,70,10
1197,60,122,52,10
1198,60,122,53,1
1199,60,122,54,1
1200,60,122,60,13
1201,60,122,66,10
1202,60,122,70,10
1203,60,122,73,10
1204,60,122,74,10
1205,60,122,76,10
1206,60,123,52,12
1207,60,123,55,1
1208,60,123,61,13
1209,60,123,62,13
1210,60,123,69,10
1211,60,123,72,10
1212,60,123,75,10
1213,60,124,60,13
1214,60,124,65,1
1215,60,124,66,10
1216,60,124,68,10
1217,60,124,69,10
1218,60,124,71,10
1219,60,124,75,10
1220,60,124,77,10
1221,60,124,79,10
1222,60,124,80,10
1223,60,125,57,1
1224,60,125,58,1
1225,60,125,60,13
1226,60,125,61,13
1227,60,125,62,13
1228,60,125,73,10
1229,60,125,76,10
1230,60,125,77,10
1231,60,125,83,10
1232,60,126,57,10
1233,60,126,60,13
1234,60,126,62,13
1235,60,126,63,13
1236,60,126,64,13
1237,60,126,65,10
1238,60,126,67,10
1239,60,126,68,10
1240,60,126,69,10
1241,60,126,70,10
1242,60,126,76,10
1243,60,126,77,13
1244,60,126,78,13
1245,60,126,82,10
1246,60,126,85,10
1247,60,127,68,10
1248,60,127,78,13
1249,60,127,79,13
1250,60,127,82,10
1251,60,127,86,10
1252,60,128,65,13
1253,60,128,67,10
1254,60,128,68,10
1255,60,128,73,10
1256,60,128,77,13
1257,60,128,78,13
1258,60,129,59,10
1259,60,129,60,1
1260,60,129,63,13
1261,60,129,65,13
1262,60,129,66,10
1263,60,129,69,10
1264,60,129,72,10
1265,60,129,77,13
1266,60,129,79,13
1267,60,129,82,10
1268,60,130,49,10
1269,60,130,61,13
1270,60,130,64,13
1271,60,130,75,10
1272,60,130,76,10
1273,60,130,78,13
1274,60,130,82,10
1275,60,130,84,10
1276,60,130,85,10
1277,60,130,87,10
1278,60,131,47,10
1279,60,131,59,10
1280,60,131,60,13
1281,60,131,67,10
1282,60,131,86,10
1283,60,132,50,10
1284,60,132,59,10
1285,60,132,60,13
1286,60,132,62,13
1287,60,132,63,13
1288,60,132,68,10
1289,60,132,77,10
1290,60,132,78,10
1291,60,132,79,10
1292,60,132,81,10
1293,60,132,83,10
1294,60,132,85,10
1295,60,133,49,10
1296,60,133,57,10
1297,60,133,58,10
1298,60,133,62,13
1299,60,133,69,10
1300,60,133,77,10
1301,60,133,78,10
1302,60,133,82,10
1303,60,133,83,10
1304,60,134,61,13
1305,60,134,63,13
1306,60,134,67,10
1307,60,134,84,13
1308,60,134,86,10
1309,60,134,87,10
1310,60,134,88,10
1311,60,135,55,10
1312,60,135,60,13
1313,60,135,61,13
1314,60,135,62,13
1315,60,135,82,10
1316,60,135,83,10
1317,60,135,86,10
1318,60,135,88,10
1319,60,136,59,13
1320,60,136,60,13
1321,60,136,81,10
1322,60,136,85,13
1323,60,137,53,10
1324,60,137,54,10
1325,60,137,56,10
1326,60,137,59,13
1327,60,137,61,13
1328,60,137,63,13
1329,60,137,64,13
1330,60,137,84,13
1331,60,137,88,10
1332,60,138,53,10
1333,60,138,54,10
1334,60,138,55,10
1335,60,138,59,13
1336,60,138,64,13
1337,60,138,82,10
1338,60,139,55,13
1339,60,139,64,13
1340,60,139,67,10
1341,60,139,71,10
1342,60,139,82,10
1343,60,139,84,13
1344,60,140,51,10
1345,60,140,53,10
1346,60,140,54,13
1347,60,140,55,13
1348,60,140,57,13
1349,60,140,70,10
1350,60,140,82,10
1351,60,141,51,10
1352,60,141,53,10
1353,60,141,58,13
1354,60,141,65,13
1355,60,141,66,13
1356,60,141,67,13
1357,60,141,69,13
1358,60,141,72,10
1359,60,141,74,10
1360,60,141,83,13
