Label,X,Y,Z
1660,86,146,38
1661,93,148,38
1662,154,148,38
1663,96,149,38
1664,109,150,38
1665,132,152,38
1666,96,153,38
1667,140,154,38
1668,160,155,38
1669,97,156,38
1670,115,157,38
1671,147,158,38
1672,139,159,38
1673,150,160,38
1674,153,162,38
1675,160,162,38
1676,158,165,38
1677,140,169,38
1678,134,173,38
1679,141,174,38
1680,130,182,38
1681,147,57,39
1682,121,61,39
1683,127,63,39
1684,125,65,39
1685,98,68,39
1686,146,68,39
1687,130,69,39
1688,154,70,39
1689,123,71,39
1690,95,72,39
1691,145,73,39
1692,109,75,39
1693,127,75,39
1694,144,75,39
1695,132,77,39
1696,136,79,39
1697,107,80,39
1698,127,81,39
1699,167,82,39
1700,169,82,39
1701,92,83,39
1702,123,83,39
1703,164,84,39
1704,168,86,39
1705,107,87,39
1706,124,87,39
1707,116,89,39
1708,162,90,39
1709,168,91,39
1710,128,92,39
1711,180,93,39
1712,181,93,39
1713,93,94,39
1714,84,95,39
1715,126,96,39
1716,131,97,39
1717,168,97,39
1718,130,98,39
1719,177,99,39
1720,152,101,39
1721,104,103,39
1722,184,103,39
1723,166,105,39
1724,128,107,39
1725,83,109,39
1726,168,110,39
1727,129,112,39
1728,177,112,39
1729,140,113,39
1730,139,114,39
1731,110,115,39
1732,163,115,39
1733,184,115,39
1734,118,116,39
1735,92,118,39
1736,87,119,39
1737,139,119,39
1738,104,121,39
1739,118,122,39
1740,93,123,39
1741,176,124,39
1742,180,125,39
1743,163,126,39
1744,140,127,39
1745,183,127,39
1746,100,129,39
1747,80,131,39
1748,117,132,39
1749,167,132,39
1750,161,133,39
1751,80,135,39
1752,161,135,39
1753,168,135,39
1754,105,137,39
1755,164,138,39
1756,147,140,39
1757,166,140,39
1758,126,142,39
1759,130,143,39
1760,114,144,39
1761,96,146,39
1762,161,146,39
1763,134,147,39
1764,148,148,39
1765,153,150,39
1766,94,152,39
1767,119,152,39
1768,111,153,39
1769,135,153,39
1770,166,153,39
1771,146,155,39
1772,129,156,39
1773,125,158,39
1774,112,160,39
1775,145,161,39
1776,161,161,39
1777,102,163,39
1778,116,165,39
1779,159,167,39
1780,132,170,39
1781,139,171,39
1782,158,171,39
1783,163,171,39
1784,120,173,39
1785,121,174,39
1786,124,174,39
1787,125,176,39
1788,124,177,39
1789,132,177,39
1790,132,180,39
1791,134,180,39
1792,122,56,40
1793,152,60,40
1794,126,63,40
1795,106,66,40
1796,159,68,40
1797,142,70,40
1798,97,71,40
1799,107,71,40
1800,111,71,40
1801,113,71,40
1802,126,72,40
1803,140,73,40
1804,146,74,40
1805,135,76,40
1806,126,77,40
1807,107,79,40
1808,117,81,40
1809,92,83,40
1810,101,85,40
1811,113,86,40
1812,147,87,40
1813,159,88,40
1814,147,90,40
1815,163,90,40
1816,100,92,40
1817,84,93,40
1818,111,93,40
1819,144,93,40
1820,99,94,40
1821,150,95,40
1822,171,96,40
1823,113,97,40
1824,163,97,40
1825,120,99,40
1826,153,99,40
1827,81,100,40
1828,93,100,40
1829,149,100,40
1830,123,101,40
1831,146,102,40
1832,152,102,40
1833,104,104,40
1834,105,105,40
1835,106,106,40
1836,80,108,40
1837,135,109,40
1838,113,110,40
1839,149,111,40
1840,94,112,40
1841,175,112,40
1842,179,112,40
1843,180,112,40
1844,177,113,40
1845,160,114,40
1846,165,115,40
1847,108,116,40
1848,180,117,40
1849,130,119,40
1850,121,120,40
1851,175,120,40
1852,134,122,40
1853,113,123,40
1854,81,125,40
1855,140,126,40
1856,140,127,40
1857,107,128,40
1858,85,130,40
1859,101,131,40
1860,123,132,40
1861,143,133,40
1862,159,134,40
1863,110,136,40
1864,92,138,40
1865,151,139,40
1866,83,140,40
1867,162,141,40
1868,85,142,40
1869,139,142,40
1870,142,142,40
1871,108,144,40
1872,139,144,40
1873,108,146,40
1874,119,148,40
1875,121,150,40
1876,136,151,40
1877,164,153,40
1878,153,155,40
1879,117,156,40
1880,110,157,40
1881,120,157,40
1882,160,159,40
1883,113,162,40
1884,105,163,40
1885,139,163,40
1886,156,164,40
1887,132,165,40
1888,107,167,40
1889,115,169,40
1890,108,172,40
1891,134,172,40
1892,125,174,40
1893,148,177,40
1894,128,181,40
1895,126,58,41
1896,112,59,41
1897,146,61,41
1898,102,64,41
1899,130,65,41
1900,135,65,41
1901,159,67,41
1902,147,70,41
1903,105,71,41
1904,109,71,41
1905,161,71,41
1906,108,72,41
1907,109,74,41
1908,97,75,41
1909,121,76,41
1910,96,78,41
1911,162,78,41
1912,162,79,41
1913,154,80,41
1914,111,81,41
1915,163,82,41
1916,115,83,41
1917,150,83,41
1918,139,84,41
1919,166,85,41
1920,163,87,41
1921,123,89,41
1922,132,90,41
1923,122,92,41
1924,86,93,41
1925,105,94,41
1926,132,94,41
1927,91,96,41
1928,112,97,41
1929,159,98,41
1930,106,99,41
1931,84,101,41
1932,81,102,41
1933,92,102,41
1934,106,102,41
1935,133,103,41
1936,158,104,41
1937,120,105,41
1938,99,107,41
1939,153,108,41
1940,166,109,41
1941,87,110,41
1942,141,110,41
1943,143,110,41
1944,118,112,41
1945,130,113,41
1946,161,113,41
1947,131,114,41
1948,126,115,41
1949,140,115,41
1950,165,116,41
1951,108,118,41
1952,161,119,41
1953,100,120,41
1954,169,120,41
1955,132,121,41
1956,85,122,41
1957,111,122,41
1958,85,123,41
1959,98,123,41
1960,114,123,41
1961,148,124,41
1962,100,126,41
1963,152,127,41
1964,153,128,41
1965,120,129,41
1966,136,130,41
1967,152,130,41
1968,154,131,41
1969,142,132,41
1970,148,133,41
1971,90,135,41
1972,168,135,41
1973,123,136,41
1974,129,136,41
1975,171,137,41
1976,180,137,41
1977,174,138,41
1978,119,140,41
1979,99,142,41
1980,170,142,41
1981,179,143,41
1982,152,145,41
1983,174,145,41
1984,133,146,41
1985,177,147,41
1986,89,148,41
1987,111,148,41
1988,96,150,41
1989,172,150,41
1990,119,151,41
1991,141,153,41
1992,135,154,41
1993,167,156,41
1994,104,159,41
1995,129,159,41
1996,161,161,41
1997,94,162,41
1998,136,162,41
1999,96,163,41
2000,119,164,41
2001,151,165,41
2002,156,166,41
2003,102,168,41
2004,133,168,41
2005,137,170,41
2006,155,172,41
2007,157,175,41
2008,152,178,41
2009,121,180,41
2010,140,182,41
2011,132,186,41
2012,119,57,42
2013,121,61,42
2014,122,62,42
2015,123,65,42
2016,116,66,42
2017,159,66,42
2018,142,68,42
2019,122,69,42
2020,138,70,42
2021,121,72,42
2022,138,74,42
2023,130,75,42
2024,140,76,42
2025,166,77,42
2026,98,80,42
2027,104,82,42
2028,83,84,42
2029,125,85,42
2030,169,86,42
2031,108,87,42
2032,174,88,42
2033,88,90,42
2034,169,90,42
2035,155,91,42
2036,158,91,42
2037,151,92,42
2038,98,93,42
2039,102,93,42
2040,138,93,42
2041,82,94,42
2042,132,94,42
2043,102,96,42
2044,160,97,42
2045,93,99,42
2046,141,99,42
2047,171,100,42
2048,77,102,42
2049,122,102,42
2050,114,103,42
2051,171,104,42
2052,181,104,42
2053,101,106,42
2054,152,107,42
2055,178,107,42
2056,84,109,42
2057,144,109,42
2058,157,109,42
2059,89,110,42
2060,101,110,42
2061,147,111,42
2062,140,112,42
2063,111,113,42
2064,122,113,42
2065,84,114,42
2066,86,114,42
2067,106,114,42
2068,100,115,42
2069,110,116,42
2070,178,117,42
2071,132,119,42
2072,167,120,42
2073,101,122,42
2074,83,124,42
2075,178,124,42
2076,138,125,42
2077,92,126,42
2078,92,127,42
2079,164,128,42
2080,92,130,42
2081,79,131,42
2082,140,132,42
2083,85,134,42
2084,89,134,42
2085,145,135,42
2086,110,137,42
2087,141,137,42
2088,140,139,42
2089,154,140,42
2090,119,142,42
2091,100,143,42
2092,124,143,42
2093,174,144,42
2094,162,146,42
2095,167,147,42
2096,145,148,42
2097,137,149,42
2098,143,149,42
2099,102,151,42
2100,111,153,42
2101,171,154,42
2102,104,156,42
2103,105,158,42
2104,103,159,42
2105,120,160,42
2106,124,160,42
2107,103,161,42
2108,167,161,42
2109,91,162,42
2110,170,163,42
2111,99,164,42
2112,105,166,42
2113,161,167,42
2114,134,169,42
2115,131,170,42
2116,149,172,42
2117,150,172,42
2118,142,175,42
2119,152,178,42
2120,110,181,42
2121,132,182,42
2122,136,186,42
2123,113,60,43
2124,151,61,43
2125,156,64,43
2126,115,65,43
2127,144,66,43
2128,152,67,43
2129,115,68,43
2130,93,71,43
2131,126,73,43
2132,156,73,43
2133,112,74,43
2134,134,75,43
2135,162,75,43
2136,133,77,43
2137,129,79,43
2138,117,80,43
2139,128,82,43
2140,110,83,43
2141,150,83,43
2142,153,85,43
2143,87,86,43
2144,99,86,43
2145,135,86,43
2146,82,87,43
2147,167,87,43
2148,178,87,43
2149,177,89,43
2150,116,91,43
2151,85,93,43
2152,125,93,43
2153,139,94,43
2154,112,95,43
2155,91,97,43
2156,160,97,43
2157,175,97,43
2158,135,99,43
2159,167,100,43
2160,169,101,43
2161,89,103,43
2162,132,103,43
2163,153,103,43
2164,87,104,43
2165,172,104,43
2166,103,105,43
2167,168,105,43
2168,179,106,43
2169,153,108,43
2170,129,110,43
2171,76,111,43
2172,148,112,43
2173,112,113,43
2174,98,114,43
2175,153,114,43
2176,128,115,43
2177,175,116,43
2178,136,117,43
2179,179,117,43
2180,98,119,43
2181,186,119,43
2182,109,121,43
2183,122,122,43
2184,118,123,43
2185,160,124,43
2186,108,125,43
2187,157,125,43
2188,175,125,43
2189,146,127,43
2190,106,128,43
2191,129,129,43
2192,154,129,43
2193,124,130,43
2194,138,131,43
2195,164,132,43
2196,93,133,43
2197,121,133,43
2198,114,135,43
2199,108,136,43
2200,133,137,43
2201,141,138,43
2202,107,139,43
2203,116,140,43
2204,127,140,43
2205,98,141,43
2206,105,141,43
2207,165,141,43
2208,136,142,43
2209,140,144,43
2210,87,145,43
2211,157,146,43
2212,109,147,43
2213,172,147,43
2214,146,148,43
2215,114,150,43
2216,119,151,43
2217,143,153,43
2218,166,155,43
2219,139,157,43
2220,169,159,43
2221,171,160,43
2222,166,162,43
2223,96,165,43
2224,123,167,43
2225,136,169,43
2226,163,170,43
2227,121,171,43
2228,123,172,43
2229,166,173,43
2230,124,174,43
2231,136,176,43
2232,143,176,43
2233,160,178,43
2234,108,180,43
2235,113,182,43
2236,155,182,43
2237,127,184,43
2238,114,57,44
2239,131,60,44
2240,124,61,44
2241,103,64,44
2242,143,65,44
2243,98,68,44
2244,126,68,44
2245,133,69,44
2246,103,71,44
2247,113,73,44
2248,121,74,44
2249,152,75,44
2250,155,76,44
2251,166,76,44
2252,121,78,44
2253,103,79,44
2254,108,79,44
2255,148,80,44
2256,101,81,44
2257,174,82,44
2258,170,83,44
2259,105,85,44
2260,168,86,44
2261,163,88,44
2262,123,89,44
2263,163,90,44
2264,82,92,44
2265,101,92,44
2266,171,93,44
2267,150,95,44
2268,111,96,44
2269,92,97,44
2270,160,97,44
2271,118,98,44
2272,101,99,44
2273,135,99,44
2274,140,100,44
2275,85,101,44
2276,116,101,44
2277,172,101,44
2278,141,103,44
2279,82,104,44
2280,90,105,44
2281,88,106,44
2282,94,106,44
2283,181,106,44
2284,156,107,44
2285,106,108,44
2286,163,109,44
2287,80,111,44
2288,121,111,44
2289,157,112,44
2290,89,114,44
2291,171,115,44
2292,95,116,44
2293,103,116,44
2294,108,117,44
2295,151,118,44
2296,134,119,44
2297,155,119,44
2298,84,120,44
2299,146,121,44
2300,78,122,44
2301,84,123,44
2302,183,123,44
2303,155,124,44
2304,87,126,44
2305,99,127,44
2306,168,128,44
2307,100,130,44
2308,163,131,44
2309,167,131,44
2310,178,132,44
2311,93,134,44
2312,112,135,44
2313,158,135,44
2314,166,135,44
2315,155,137,44
2316,112,139,44
2317,167,140,44
2318,111,141,44
2319,128,141,44
2320,127,143,44
2321,178,143,44
2322,158,145,44
2323,145,146,44
2324,94,147,44
2325,146,147,44
2326,128,148,44
2327,86,150,44
2328,139,150,44
2329,160,150,44
2330,158,151,44
2331,153,153,44
2332,109,154,44
2333,110,154,44
2334,124,154,44
2335,92,155,44
2336,166,156,44
2337,171,157,44
2338,127,159,44
2339,100,161,44
2340,102,162,44
2341,133,164,44
2342,156,165,44
2343,119,167,44
2344,100,169,44
2345,125,169,44
2346,151,171,44
2347,109,172,44
2348,113,174,44
2349,104,177,44
2350,104,180,44
2351,105,180,44
2352,149,182,44
2353,126,185,44
2354,148,57,45
2355,135,59,45
2356,144,60,45
2357,117,63,45
2358,102,64,45
2359,136,64,45
2360,110,65,45
2361,161,66,45
2362,108,69,45
2363,155,69,45
2364,126,70,45
2365,125,71,45
2366,102,73,45
2367,99,74,45
2368,125,75,45
2369,111,77,45
2370,107,79,45
2371,134,80,45
2372,167,80,45
2373,134,82,45
2374,116,84,45
2375,98,86,45
2376,118,86,45
2377,143,86,45
2378,100,87,45
2379,143,87,45
2380,121,88,45
2381,130,89,45
2382,100,91,45
2383,130,91,45
2384,158,91,45
2385,143,92,45
2386,113,94,45
2387,114,95,45
2388,80,96,45
2389,122,97,45
2390,80,98,45
2391,120,98,45
2392,153,98,45
2393,99,99,45
2394,151,100,45
2395,119,101,45
2396,154,102,45
2397,78,103,45
2398,130,103,45
2399,107,104,45
2400,111,105,45
2401,169,106,45
2402,125,107,45
2403,145,108,45
2404,148,109,45
2405,177,110,45
2406,137,111,45
2407,79,113,45
2408,88,114,45
2409,126,115,45
2410,79,116,45
2411,165,117,45
2412,142,119,45
2413,150,120,45
2414,118,121,45
2415,178,121,45
2416,151,123,45
2417,152,123,45
2418,98,124,45
2419,97,125,45
2420,162,125,45
2421,146,126,45
2422,141,127,45
2423,167,128,45
2424,184,128,45
2425,128,130,45
2426,178,130,45
2427,180,131,45
2428,87,133,45
2429,106,134,45
2430,147,135,45
2431,121,137,45
2432,131,137,45
2433,83,138,45
2434,110,139,45
2435,104,140,45
2436,180,141,45
2437,115,142,45
2438,168,143,45
2439,116,144,45
2440,93,146,45
2441,90,147,45
2442,94,147,45
2443,154,147,45
2444,167,147,45
2445,128,149,45
2446,141,149,45
2447,102,150,45
2448,91,151,45
2449,164,152,45
2450,101,153,45
2451,155,154,45
2452,136,155,45
2453,155,156,45
2454,90,159,45
2455,106,159,45
2456,165,159,45
2457,115,161,45
2458,156,161,45
2459,166,163,45
2460,105,166,45
2461,159,166,45
2462,149,167,45
2463,145,169,45
2464,170,169,45
2465,112,172,45
2466,100,174,45
2467,156,176,45
2468,148,179,45
2469,149,182,45
2470,114,185,45
2471,124,57,46
2472,149,60,46
2473,150,62,46
2474,152,63,46
2475,100,64,46
2476,137,65,46
2477,133,68,46
2478,158,70,46
2479,150,72,46
2480,124,74,46
2481,121,76,46
2482,136,76,46
2483,153,78,46
2484,122,80,46
2485,167,80,46
2486,152,81,46
2487,87,82,46
2488,84,83,46
2489,164,84,46
2490,143,85,46
2491,109,87,46
2492,140,87,46
2493,155,87,46
2494,81,89,46
2495,114,90,46
2496,176,90,46
2497,155,91,46
2498,144,93,46
2499,166,94,46
2500,153,96,46
2501,84,98,46
2502,150,98,46
2503,113,100,46
2504,83,101,46
2505,151,101,46
2506,109,103,46
2507,149,104,46
2508,149,105,46
2509,125,106,46
2510,178,106,46
2511,130,107,46
2512,107,108,46
2513,118,109,46
2514,174,109,46
2515,129,111,46
2516,164,112,46
2517,175,113,46
2518,130,115,46
2519,148,116,46
2520,155,116,46
2521,88,118,46
2522,94,119,46
2523,126,119,46
2524,180,120,46
2525,95,122,46
2526,102,123,46
2527,143,124,46
2528,156,125,46
2529,123,127,46
2530,154,127,46
2531,130,129,46
2532,140,130,46
2533,169,130,46
2534,107,131,46
2535,174,131,46
2536,86,132,46
2537,117,133,46
2538,92,135,46
2539,88,137,46
2540,169,138,46
2541,100,139,46
2542,177,139,46
2543,150,141,46
2544,116,142,46
2545,98,143,46
2546,128,143,46
2547,130,145,46
2548,93,146,46
2549,106,148,46
2550,164,148,46
2551,123,150,46
2552,114,152,46
2553,118,152,46
2554,121,154,46
2555,98,155,46
2556,93,156,46
2557,120,157,46
2558,122,159,46
2559,150,159,46
2560,128,161,46
2561,135,162,46
2562,145,163,46
2563,172,163,46
2564,110,164,46
2565,140,164,46
2566,141,165,46
2567,110,167,46
2568,114,168,46
2569,119,169,46
2570,120,169,46
2571,143,169,46
2572,164,170,46
2573,99,172,46
2574,108,173,46
2575,98,174,46
2576,135,176,46
2577,125,179,46
2578,136,182,46
2579,141,184,46
2580,152,184,46
2581,139,185,46
2582,135,188,46
2583,119,57,47
2584,143,57,47
2585,130,59,47
2586,128,62,47
2587,128,65,47
2588,129,68,47
2589,146,68,47
2590,117,70,47
2591,156,71,47
2592,110,74,47
2593,125,74,47
2594,133,74,47
2595,101,76,47
2596,127,78,47
2597,148,79,47
2598,91,81,47
2599,168,81,47
2600,157,82,47
2601,121,84,47
2602,134,85,47
2603,144,85,47
2604,118,86,47
2605,172,86,47
2606,178,87,47
2607,128,89,47
2608,92,91,47
2609,164,92,47
2610,112,93,47
2611,111,94,47
2612,181,95,47
2613,117,96,47
2614,179,96,47
2615,103,97,47
2616,83,98,47
2617,130,98,47
2618,109,100,47
2619,142,101,47
2620,160,102,47
2621,98,103,47
2622,180,104,47
2623,130,106,47
2624,155,107,47
2625,183,107,47
2626,84,109,47
2627,115,109,47
2628,118,110,47
2629,121,110,47
2630,135,110,47
2631,98,111,47
2632,137,111,47
2633,162,111,47
2634,148,112,47
2635,105,114,47
2636,156,114,47
2637,150,115,47
2638,156,115,47
2639,163,116,47
2640,165,116,47
2641,130,118,47
2642,163,119,47
2643,80,120,47
2644,155,121,47
2645,171,122,47
2646,148,123,47
2647,117,124,47
2648,178,124,47
2649,79,126,47
2650,144,127,47
2651,128,129,47
2652,141,130,47
2653,159,130,47
2654,172,131,47
2655,166,132,47
2656,171,132,47
2657,158,134,47
2658,100,136,47
2659,163,136,47
2660,168,136,47
2661,178,136,47
2662,143,138,47
2663,120,139,47
2664,104,140,47
2665,165,140,47
2666,179,141,47
2667,98,143,47
2668,159,143,47
2669,146,145,47
2670,152,145,47
2671,159,147,47
2672,133,148,47
2673,119,150,47
2674,147,151,47
2675,170,152,47
2676,120,153,47
2677,125,153,47
2678,150,154,47
2679,144,155,47
2680,150,157,47
2681,170,157,47
2682,99,160,47
2683,90,161,47
2684,116,162,47
2685,137,164,47
2686,157,165,47
2687,135,166,47
2688,114,167,47
2689,137,168,47
2690,126,169,47
2691,143,170,47
2692,114,171,47
2693,148,172,47
2694,118,174,47
2695,164,174,47
2696,113,177,47
2697,155,179,47
2698,157,180,47
2699,150,183,47
2700,123,188,47
2701,126,57,48
2702,109,58,48
2703,107,61,48
2704,143,62,48
2705,123,64,48
2706,107,67,48
2707,120,69,48
2708,123,71,48
2709,158,73,48
2710,166,73,48
2711,156,75,48
2712,105,77,48
2713,149,77,48
2714,150,78,48
2715,90,80,48
2716,137,80,48
2717,162,80,48
2718,125,81,48
2719,89,83,48
2720,100,83,48
2721,171,83,48
2722,115,84,48
2723,153,85,48
2724,96,86,48
2725,154,86,48
2726,98,87,48
2727,106,88,48
2728,85,89,48
2729,107,90,48
2730,118,91,48
2731,163,91,48
2732,89,93,48
2733,172,93,48
2734,97,95,48
2735,83,96,48
2736,171,97,48
2737,122,98,48
2738,81,99,48
2739,168,100,48
2740,87,102,48
2741,91,103,48
2742,161,104,48
2743,101,105,48
2744,111,105,48
2745,87,107,48
2746,109,108,48
2747,185,108,48
2748,114,109,48
2749,184,109,48
2750,156,111,48
2751,180,111,48
2752,164,112,48
2753,83,114,48
2754,163,114,48
2755,118,115,48
2756,129,115,48
2757,159,116,48
2758,153,117,48
2759,124,118,48
2760,174,119,48
2761,174,120,48
2762,177,121,48
2763,173,122,48
2764,182,122,48
2765,167,123,48
2766,96,125,48
2767,101,125,48
2768,165,125,48
2769,131,127,48
2770,100,128,48
2771,137,129,48
2772,98,130,48
2773,166,130,48
2774,157,131,48
2775,142,133,48
2776,100,135,48
2777,158,135,48
2778,167,135,48
2779,153,137,48
2780,108,139,48
2781,86,140,48
2782,151,140,48
2783,165,140,48
2784,116,141,48
2785,130,141,48
2786,161,141,48
2787,125,143,48
2788,88,144,48
2789,105,145,48
2790,140,145,48
2791,85,147,48
2792,136,148,48
2793,118,150,48
2794,143,151,48
2795,140,153,48
2796,128,155,48
2797,132,155,48
2798,142,156,48
2799,158,157,48
2800,103,158,48
2801,113,160,48
2802,89,161,48
2803,105,163,48
2804,171,163,48
2805,141,165,48
2806,158,166,48
2807,153,167,48
2808,146,168,48
2809,108,169,48
2810,130,169,48
2811,154,171,48
2812,151,172,48
2813,151,174,48
2814,114,177,48
2815,134,179,48
2816,129,182,48
2817,135,184,48
2818,138,186,48
2819,122,58,49
2820,113,60,49
2821,131,62,49
2822,143,64,49
2823,146,64,49
2824,128,65,49
2825,154,67,49
2826,131,68,49
2827,132,69,49
2828,98,72,49
2829,162,72,49
2830,98,75,49
2831,122,77,49
2832,168,78,49
2833,145,79,49
2834,129,80,49
2835,100,82,49
2836,126,83,49
2837,147,83,49
2838,165,83,49
2839,104,84,49
2840,135,85,49
2841,157,86,49
2842,149,88,49
2843,91,90,49
2844,129,90,49
2845,138,90,49
2846,178,91,49
2847,130,93,49
2848,113,94,49
2849,160,94,49
2850,175,94,49
2851,127,96,49
2852,85,98,49
2853,177,98,49
2854,136,99,49
2855,181,99,49
2856,131,101,49
2857,80,102,49
2858,111,103,49
2859,98,104,49
2860,144,105,49
2861,91,106,49
2862,131,107,49
2863,96,109,49
2864,178,109,49
2865,91,110,49
2866,124,111,49
2867,79,112,49
2868,88,112,49
2869,86,113,49
2870,128,113,49
2871,112,114,49
2872,162,115,49
2873,155,116,49
2874,120,117,49
2875,184,118,49
2876,155,120,49
2877,103,122,49
2878,161,122,49
2879,128,124,49
2880,143,125,49
2881,106,127,49
2882,109,127,49
2883,79,129,49
2884,107,129,49
2885,153,130,49
2886,157,130,49
2887,126,132,49
2888,172,133,49
2889,94,135,49
2890,170,136,49
2891,146,138,49
2892,86,139,49
2893,179,140,49
2894,103,142,49
2895,139,142,49
2896,93,144,49
2897,161,144,49
2898,144,145,49
2899,87,146,49
2900,164,147,49
2901,172,149,49
2902,149,151,49
2903,159,152,49
2904,106,154,49
2905,114,155,49
2906,119,156,49
2907,173,156,49
2908,96,157,49
2909,99,158,49
2910,110,158,49
2911,111,160,49
2912,121,161,49
2913,165,162,49
2914,129,164,49
2915,170,165,49
2916,96,166,49
2917,159,167,49
2918,111,169,49
2919,155,169,49
2920,167,171,49
2921,162,173,49
2922,141,174,49
2923,106,175,49
2924,133,175,49
2925,165,175,49
2926,132,176,49
2927,124,178,49
2928,128,179,49
2929,128,180,49
2930,122,183,49
2931,133,186,49
2932,146,188,49
2933,121,59,50
2934,104,62,50
2935,116,63,50
2936,102,64,50
2937,128,64,50
2938,146,64,50
2939,149,65,50
2940,133,67,50
2941,129,68,50
2942,160,69,50
2943,130,71,50
2944,115,72,50
2945,94,73,50
2946,138,74,50
2947,139,76,50
2948,126,77,50
2949,160,78,50
2950,138,79,50
2951,126,80,50
2952,89,82,50
2953,100,83,50
2954,116,83,50
2955,127,85,50
2956,141,85,50
2957,156,85,50
2958,168,86,50
2959,155,88,50
2960,160,88,50
2961,83,89,50
2962,89,89,50
2963,177,89,50
2964,91,90,50
2965,177,91,50
2966,102,92,50
2967,170,93,50
2968,86,95,50
2969,100,95,50
2970,176,96,50
2971,139,98,50
2972,181,98,50
2973,176,99,50
2974,156,101,50
2975,155,102,50
2976,97,103,50
2977,105,103,50
2978,116,104,50
2979,105,105,50
2980,163,106,50
2981,130,108,50
2982,165,108,50
2983,145,110,50
2984,162,110,50
2985,108,111,50
2986,134,111,50
2987,97,113,50
2988,92,114,50
2989,100,115,50
2990,161,116,50
2991,87,117,50
2992,112,118,50
2993,89,120,50
2994,158,120,50
2995,140,121,50
2996,165,121,50
2997,184,121,50
2998,95,123,50
2999,183,124,50
3000,118,125,50
3001,84,126,50
3002,124,126,50
3003,157,126,50
3004,169,127,50
3005,106,128,50
3006,131,128,50
3007,130,129,50
3008,167,129,50
3009,156,130,50
3010,132,131,50
3011,112,133,50
3012,174,133,50
3013,132,135,50
3014,95,137,50
3015,122,137,50
3016,141,138,50
3017,154,138,50
3018,157,138,50
3019,116,139,50
3020,172,140,50
3021,158,142,50
3022,131,143,50
3023,143,143,50
3024,120,144,50
3025,168,144,50
3026,137,146,50
3027,127,148,50
3028,110,149,50
3029,126,150,50
3030,140,150,50
3031,122,152,50
3032,95,153,50
3033,134,153,50
3034,112,155,50
3035,146,156,50
3036,90,158,50
3037,137,159,50
3038,139,159,50
3039,170,159,50
3040,135,160,50
3041,142,162,50
3042,133,163,50
3043,117,164,50
3044,101,166,50
3045,159,167,50
3046,156,169,50
3047,160,170,50
3048,165,171,50
3049,111,174,50
3050,145,175,50
3051,146,175,50
3052,146,176,50
3053,97,177,50
3054,119,177,50
3055,159,177,50
3056,156,180,50
3057,147,182,50
3058,140,183,50
3059,144,186,50
3060,122,188,50
3061,121,59,51
3062,130,61,51
3063,120,62,51
3064,102,65,51
3065,127,66,51
3066,107,68,51
3067,130,69,51
3068,98,71,51
3069,139,73,51
3070,147,74,51
3071,139,75,51
3072,157,77,51
3073,162,79,51
3074,116,80,51
3075,118,82,51
3076,105,83,51
3077,164,84,51
3078,141,86,51
3079,167,86,51
3080,135,88,51
3081,118,90,51
3082,105,92,51
3083,166,93,51
3084,172,94,51
3085,104,96,51
3086,105,96,51
3087,159,97,51
3088,124,99,51
3089,129,100,51
3090,144,100,51
3091,109,101,51
3092,116,102,51
3093,137,102,51
3094,173,102,51
3095,135,104,51
3096,162,105,51
3097,154,106,51
3098,180,106,51
3099,105,107,51
3100,184,107,51
3101,83,109,51
3102,144,110,51
3103,176,110,51
3104,153,111,51
3105,140,112,51
3106,137,113,51
3107,90,114,51
3108,147,114,51
3109,165,115,51
3110,160,116,51
3111,92,118,51
3112,158,118,51
3113,141,119,51
3114,164,119,51
3115,171,119,51
3116,163,120,51
3117,106,122,51
3118,122,122,51
3119,163,123,51
3120,146,124,51
3121,181,125,51
3122,134,127,51
3123,170,127,51
3124,90,129,51
3125,132,130,51
3126,166,130,51
3127,83,131,51
3128,140,132,51
3129,140,133,51
3130,164,134,51
3131,119,135,51
3132,155,135,51
3133,120,137,51
3134,95,138,51
3135,142,139,51
3136,138,140,51
3137,140,140,51
3138,122,142,51
3139,180,142,51
3140,109,143,51
3141,172,143,51
3142,128,145,51
3143,132,146,51
3144,115,147,51
3145,151,147,51
3146,98,148,51
3147,118,148,51
3148,89,149,51
3149,140,150,51
3150,109,152,51
3151,140,153,51
3152,160,154,51
3153,94,155,51
3154,163,156,51
3155,169,158,51
3156,131,159,51
3157,138,160,51
3158,136,161,51
3159,133,163,51
3160,107,164,51
3161,158,165,51
3162,112,167,51
3163,117,169,51
3164,148,171,51
3165,129,172,51
3166,161,174,51
3167,111,175,51
3168,109,176,51
3169,142,177,51
3170,135,180,51
3171,106,181,51
3172,123,182,51
3173,114,183,51
3174,157,183,51
3175,147,186,51
3176,133,191,51
3177,148,59,52
3178,118,60,52
3179,145,63,52
3180,126,64,52
3181,114,66,52
3182,129,68,52
3183,145,68,52
3184,125,71,52
3185,147,73,52
3186,128,74,52
3187,146,75,52
3188,160,76,52
3189,139,78,52
3190,142,79,52
3191,140,80,52
3192,159,82,52
3193,92,84,52
3194,102,85,52
3195,88,87,52
3196,105,88,52
3197,166,88,52
3198,104,90,52
3199,112,91,52
3200,176,91,52
3201,158,92,52
3202,128,93,52
3203,112,95,52
3204,155,96,52
3205,77,98,52
3206,152,99,52
3207,136,100,52
3208,87,101,52
3209,91,102,52
3210,113,103,52
3211,101,104,52
3212,84,105,52
3213,140,106,52
